k,yx,yy,Sx,Sy,NIS,q,r
0,-33.514077,-49.125667,29.004000,29.004000,121.932303,1.000000,4.000000
1,28.048884,43.382760,7.453455,7.453455,358.062642,1.000000,4.000000
2,0.000000,0.000000,5.862227,5.862227,0.000000,1.000000,4.000000
3,15.771045,18.745209,5.879103,5.879103,102.074879,1.000000,4.000000
4,11.477359,14.965306,5.296677,5.296677,67.153450,1.000000,4.000000
5,0.000000,0.000000,4.999929,4.999929,0.000000,1.000000,4.000000
6,8.113220,9.562456,5.028531,5.028531,31.274518,1.000000,4.000000
7,5.867342,8.157925,4.847959,4.847959,20.828857,1.000000,4.000000
8,1.875541,8.564211,4.731297,4.731297,16.245727,1.000000,4.000000
9,-8.484270,-56.786239,4.652056,4.652056,708.645825,1.000000,4.000000
10,1.630940,16.823106,4.596667,4.596667,62.148689,1.000000,4.000000
11,0.000000,0.000000,4.557390,4.557390,0.000000,1.000000,4.000000
12,10.420367,11.227629,4.602798,4.602798,50.978489,1.000000,4.000000
13,3.631378,8.923217,4.569945,4.569945,20.308933,1.000000,4.000000
14,2.098444,8.170203,4.545612,4.545612,15.653706,1.000000,4.000000
15,76.034267,63.878453,4.527425,4.527425,2178.206712,1.000000,4.000000
16,-7.837601,1.558177,4.513688,4.513688,14.147166,1.000000,4.000000
17,-1.454173,2.627343,4.503160,4.503160,2.002493,1.000000,4.000000
18,-7.093907,-0.510419,4.494908,4.494908,11.253633,1.000000,4.000000
19,-4.231016,1.585638,4.488230,4.488230,4.548729,1.000000,4.000000
20,-3.660853,5.833838,4.482593,4.482593,10.582161,1.000000,4.000000
21,-72.877358,39.231453,4.477596,4.477596,1529.886982,1.000000,4.000000
22,1.795787,-6.580986,4.472945,4.472945,10.403488,1.000000,4.000000
23,52.621729,6.415510,4.468424,4.468424,628.902929,1.000000,4.000000
24,-5.483596,-6.962098,4.463885,4.463885,17.594682,1.000000,4.000000
25,-4.877182,-13.139058,4.459227,4.459227,44.048385,1.000000,4.000000
26,-2.229778,-10.741029,4.454391,4.454391,27.016398,1.000000,4.000000
27,-3.663462,-10.056442,4.449347,4.449347,25.746021,1.000000,4.000000
28,-4.186530,-8.529811,4.444084,4.444084,20.315707,1.000000,4.000000
29,0.000000,0.000000,4.438610,4.438610,0.000000,1.000000,4.000000
30,-4.348636,-6.387767,4.480359,4.480359,13.327998,1.000000,4.000000
