k,zx,zy,valid
0,-33.514077,-49.125667,1
1,-0.847821,1.025337,1
2,0.000000,0.000000,0
3,-0.104588,-3.471982,1
4,0.683035,-1.207471,1
5,0.000000,0.000000,0
6,0.257687,-2.778075,1
7,-0.237943,-2.111454,1
8,-3.092311,-0.134646,1
9,-13.044016,-63.985616,1
10,-4.034054,1.610723,1
11,0.000000,0.000000,0
12,5.149067,-1.762830,1
13,-0.128746,-2.517934,1
14,-1.042600,-2.030777,1
15,73.322852,54.830476,1
16,-1.089417,0.480459,1
17,4.959901,2.264429,1
18,-0.292666,-0.027456,1
19,2.298753,2.561831,1
20,2.894479,7.540860,1
21,-66.250744,42.157404,1
22,0.713057,1.336472,1
23,51.802627,14.408380,1
24,-0.432439,2.508715,1
25,-0.070532,-3.622625,1
26,2.375121,-1.875469,1
27,1.003437,-1.637617,1
28,0.382174,-0.526166,1
29,0.000000,0.000000,0
30,0.306063,1.884473,1
31,-1.150487,2.157597,1
32,0.445041,0.207167,1
33,1.635133,0.040661,1
34,2.259929,1.783157,1
35,0.937451,-1.176051,1
36,59.127232,-5.375892,1
37,0.110759,0.429105,1
38,-65.090858,33.936628,1
39,-8.242939,43.180541,1
40,0.000000,0.000000,0
41,-76.333641,-16.492786,1
42,-1.078148,0.579532,1
43,1.176509,0.418363,1
44,0.099700,0.871236,1
45,-0.025421,1.916818,1
46,-0.385437,-4.030327,1
47,0.538736,-0.803522,1
48,-0.927217,43.824387,1
49,-0.098457,2.327795,1
50,1.027508,1.103439,1
51,0.284796,2.588413,1
52,75.522172,52.211230,1
53,-69.063576,-25.503524,1
54,-0.526704,0.403307,1
55,18.988698,-1.817725,1
56,1.450570,-2.080413,1
57,2.391363,2.477308,1
58,0.000000,0.000000,0
59,1.273480,-3.245813,1
60,2.678252,1.181258,1
61,0.000000,0.000000,0
62,1.543961,-1.474835,1
63,0.151883,2.061605,1
64,0.000000,0.000000,0
65,-33.227767,9.772756,1
66,2.966571,3.531807,1
67,-0.100018,3.784672,1
68,3.194370,-0.363174,1
69,-30.702350,-22.833189,1
70,0.000000,0.000000,0
71,-1.516853,0.308215,1
72,-35.104292,6.641509,1
73,-25.921936,-48.435941,1
74,2.130245,3.014305,1
75,0.000000,0.000000,0
76,-3.081508,-0.985144,1
77,-33.568382,-33.696952,1
78,69.002806,6.278742,1
79,-0.869061,2.918426,1
