k,zx,zy,valid
0,-0.078672,4.288628,1
1,5.686179,0.203432,1
2,-13.453368,5.007287,1
3,9.482676,-3.782195,1
4,0.895779,1.185052,1
5,5.229391,-2.405660,1
6,-4.963185,5.074455,1
7,-10.472415,-1.735104,1
8,11.889277,-0.624622,1
9,-7.500483,17.452918,1
10,0.657603,-5.486321,1
11,-0.234049,-8.395730,1
12,8.337251,-5.791926,1
13,-1.881749,-12.529574,1
14,0.798465,-5.475058,1
15,-5.159102,3.067647,1
16,-7.214266,-5.542868,1
17,-4.502234,5.862539,1
18,-2.013691,-2.572081,1
19,3.333552,-5.019068,1
20,-2.644277,0.975711,1
21,0.481971,2.551033,1
22,4.658152,-10.781564,1
23,-5.516594,9.468566,1
24,-0.298150,8.388013,1
25,3.364572,-11.650034,1
26,3.807607,-7.006331,1
27,-6.455001,-5.005209,1
28,-3.178816,1.161488,1
29,-5.170905,-1.299535,1
30,13.371549,-3.620778,1
31,7.770902,1.078280,1
32,-7.854922,1.263259,1
33,-0.723288,-7.779768,1
34,5.855888,-7.845671,1
35,-5.745096,8.385686,1
36,9.188654,2.067931,1
37,-13.390106,4.014439,1
38,22.287133,3.031737,1
39,6.026071,12.103813,1
40,5.389292,5.745760,1
41,2.230009,6.495313,1
42,-2.373307,-10.476688,1
43,-7.067081,1.789050,1
44,-13.151102,-2.412664,1
45,0.968952,-3.705966,1
46,-2.653165,-4.352118,1
47,-2.321321,-7.116078,1
48,5.810178,-4.239466,1
49,-7.007509,-5.719334,1
50,7.085092,-1.917007,1
51,-3.047644,-5.179513,1
52,-7.148391,5.787102,1
53,11.543291,3.980403,1
54,3.181465,-0.224754,1
55,-3.140682,7.645462,1
56,10.085311,-2.989897,1
57,-8.481884,4.732034,1
58,6.442369,5.694594,1
59,-2.359591,-0.535033,1
60,-0.443002,4.858963,1
61,1.377595,-1.674496,1
62,5.716559,1.702739,1
63,1.216517,-7.681737,1
64,-13.174986,-6.452391,1
65,-3.759474,-3.382307,1
66,-4.366025,9.786172,1
67,11.853109,7.371939,1
68,4.602109,4.319859,1
69,-5.310547,25.629623,1
70,2.176191,4.073724,1
71,-7.284116,8.607425,1
72,6.129277,-5.074851,1
73,-1.190867,-5.491704,1
74,5.737317,2.801238,1
75,-0.134587,1.715636,1
76,11.669401,-8.896167,1
77,9.824893,7.626946,1
78,2.761471,-2.552819,1
79,6.434146,-1.006698,1
80,4.914057,-5.867943,1
81,0.638037,1.345318,1
82,9.419972,2.019246,1
83,-3.177983,10.607662,1
84,-2.359262,2.260125,1
85,15.482907,2.149379,1
86,3.032348,-12.006853,1
87,0.403195,-1.012699,1
88,-6.861028,-10.225374,1
89,5.396326,6.866572,1
90,0.855090,2.769004,1
91,-1.455490,3.983173,1
92,0.370878,3.582004,1
93,-3.008917,-0.905003,1
94,5.340330,0.690881,1
95,1.842787,-5.057085,1
96,-1.789499,-0.600781,1
97,4.773918,-5.812883,1
98,-3.041698,-4.309992,1
99,2.000468,3.632810,1
100,11.147252,2.642770,1
101,2.665655,-6.583378,1
102,1.792534,1.019500,1
103,-5.834103,1.038886,1
104,-3.640186,-3.906201,1
105,2.809104,5.536524,1
106,3.034401,-5.113721,1
107,-3.576551,-2.277289,1
108,5.424612,-8.010597,1
109,-0.659150,-10.683750,1
110,-0.882705,5.865377,1
111,3.423771,5.512473,1
112,2.725493,6.463062,1
113,8.160606,2.732414,1
114,2.447408,-7.813555,1
115,2.581008,4.229915,1
116,5.517682,3.577629,1
117,4.965355,-3.628023,1
118,-3.950887,1.661481,1
119,14.204858,6.199855,1
120,0.415220,4.373536,1
121,6.793241,-2.016295,1
122,-3.853651,-0.417435,1
123,4.209729,8.163075,1
124,-7.590392,14.292905,1
125,0.804764,8.320266,1
126,4.323164,-1.719302,1
127,-0.400989,12.960309,1
128,-0.933588,-3.500561,1
129,-2.098728,2.367960,1
130,-1.465314,2.024511,1
131,-7.820110,-3.068248,1
132,-2.664735,6.808061,1
133,-6.814874,1.946828,1
134,7.995696,14.264703,1
135,-8.155593,-7.988880,1
136,7.021714,-7.774906,1
137,0.362586,5.970013,1
138,-2.495440,17.417934,1
139,17.092446,4.285041,1
140,8.492262,3.040149,1
141,1.918842,8.890076,1
142,0.410003,1.460007,1
143,7.514186,3.824982,1
144,-5.804546,-7.335108,1
145,-0.904541,14.369009,1
146,1.140709,-2.290669,1
147,8.240660,-3.776041,1
148,5.227545,5.186951,1
149,7.967605,-1.001683,1
150,5.939389,-1.410397,1
151,8.034525,5.663941,1
152,3.179968,1.430022,1
153,12.317690,-3.215853,1
154,4.236445,9.954024,1
155,-5.808611,2.807891,1
156,5.832827,5.805207,1
157,-0.772029,14.018018,1
158,-7.289543,3.749235,1
159,-8.420168,4.353818,1
160,1.136795,3.880225,1
161,-1.059593,4.496272,1
162,0.286493,3.095118,1
163,0.475783,11.418314,1
164,12.516997,10.540421,1
165,-3.507854,2.503823,1
166,9.059325,0.997736,1
167,10.497577,2.764219,1
168,0.568092,12.953646,1
169,9.695014,1.211663,1
170,-0.083078,-1.359063,1
171,16.559176,-0.646991,1
172,-2.223566,-8.142939,1
173,2.702221,-5.503456,1
174,5.562773,-0.598025,1
175,-0.883500,-16.008431,1
176,-3.135459,3.452678,1
