k,yx,yy,Sx,Sy,NIS,q,r
0,9.912303,-1.741005,29.004000,29.004000,3.492099,1.000000,4.000000
1,-1.082819,-0.729082,7.453455,7.453455,0.228627,1.000000,4.000000
2,-12.471420,0.625546,5.862227,5.862227,26.598704,1.000000,4.000000
3,-19.677699,6.507530,5.283440,5.283440,81.303052,1.000000,4.000000
4,9.850011,-0.553629,4.988342,4.988342,19.511338,1.000000,4.000000
5,-7.620967,-0.718708,4.813035,4.813035,12.174374,1.000000,4.000000
6,0.832005,-4.320800,4.699955,4.699955,4.119517,1.000000,4.000000
7,3.347312,8.615856,4.623583,4.623583,18.478630,1.000000,4.000000
8,-4.150454,5.773270,4.570779,4.570779,11.060897,1.000000,4.000000
9,5.879629,20.230875,4.534005,4.534005,97.895425,1.000000,4.000000
10,2.739488,-2.643301,4.508548,4.508548,3.214301,1.000000,4.000000
11,0.200048,-2.298701,4.491253,4.491253,1.185426,1.000000,4.000000
12,-10.376752,2.689593,4.479879,4.479879,25.650445,1.000000,4.000000
13,-1.342197,-7.523573,4.472769,4.472769,13.058051,1.000000,4.000000
14,3.287852,-8.440171,4.468656,4.468656,18.360433,1.000000,4.000000
15,-1.476688,0.187818,4.466553,4.466553,0.496105,1.000000,4.000000
16,4.426865,4.958103,4.465694,4.465694,9.893182,1.000000,4.000000
17,3.738562,-2.618007,4.465482,4.465482,4.664850,1.000000,4.000000
18,8.895979,-4.456837,4.465466,4.465466,22.170550,1.000000,4.000000
19,3.383938,-4.111114,4.465314,4.465314,6.349451,1.000000,4.000000
20,-3.622710,-9.294543,4.464793,4.464793,22.288277,1.000000,4.000000
21,-6.040243,-12.999469,4.463751,4.463751,46.030954,1.000000,4.000000
22,-5.999901,2.888500,4.462101,4.462101,9.937526,1.000000,4.000000
23,2.322747,-7.710268,4.459808,4.459808,14.539502,1.000000,4.000000
24,-10.784988,-4.316652,4.456873,4.456873,30.278951,1.000000,4.000000
25,5.973907,6.759753,4.453326,4.453326,18.274393,1.000000,4.000000
26,-1.564312,-2.454687,4.449213,4.449213,1.904283,1.000000,4.000000
27,3.839906,3.033219,4.444595,4.444595,5.387508,1.000000,4.000000
28,4.446362,7.581168,4.439535,4.439535,17.399173,1.000000,4.000000
29,-0.993345,5.184297,4.434099,4.434099,6.283954,1.000000,4.000000
30,-10.271693,-3.231722,4.428351,4.428351,26.183949,1.000000,4.000000
31,5.150138,-3.084512,4.422353,4.422353,8.149087,1.000000,4.000000
32,7.263417,-7.725162,4.416161,4.416161,25.459976,1.000000,4.000000
33,-8.514020,2.906933,4.409826,4.409826,18.354193,1.000000,4.000000
34,-1.157264,-4.104125,4.403395,4.403395,4.129337,1.000000,4.000000
35,6.114081,-0.023389,4.396907,4.396907,8.502009,1.000000,4.000000
36,2.740176,-7.200504,4.390396,4.390396,13.519469,1.000000,4.000000
37,-7.202236,4.799177,4.383895,4.383895,17.086247,1.000000,4.000000
38,1.876691,9.209470,4.377426,4.377426,20.179964,1.000000,4.000000
39,-2.756871,14.233378,4.371013,4.371013,48.087110,1.000000,4.000000
40,-0.004664,-5.081543,4.364672,4.364672,5.916161,1.000000,4.000000
41,3.689077,9.439546,4.358419,4.358419,23.566877,1.000000,4.000000
42,3.211182,14.850696,4.352265,4.352265,53.042470,1.000000,4.000000
43,-1.875002,6.281716,4.346218,4.346218,9.888043,1.000000,4.000000
44,6.290362,-2.010566,4.340287,4.340287,10.047959,1.000000,4.000000
45,-6.628860,1.282333,4.334477,4.334477,10.517107,1.000000,4.000000
46,-1.092506,2.718177,4.328792,4.328792,1.982552,1.000000,4.000000
47,11.974418,1.722522,4.323233,4.323233,33.852853,1.000000,4.000000
48,-7.200438,4.635439,4.317803,4.317803,16.984009,1.000000,4.000000
49,-2.482741,-9.035060,4.312502,4.312502,20.358556,1.000000,4.000000
50,-1.440433,-3.909529,4.307330,4.307330,4.030167,1.000000,4.000000
51,1.925421,3.340844,4.302286,4.302286,3.455949,1.000000,4.000000
52,12.204473,-2.773155,4.297369,4.297369,36.450102,1.000000,4.000000
53,2.781046,-3.060369,4.292577,4.292577,3.983638,1.000000,4.000000
54,-0.018635,1.484572,4.287908,4.287908,0.514074,1.000000,4.000000
55,-10.584778,-2.919376,4.283359,4.283359,28.146201,1.000000,4.000000
56,-0.122381,7.006862,4.278929,4.278929,11.477427,1.000000,4.000000
57,2.694735,-9.130699,4.274613,4.274613,21.202213,1.000000,4.000000
58,5.888729,2.795875,4.270410,4.270410,9.950812,1.000000,4.000000
59,4.687435,-7.629031,4.266317,4.266317,18.792360,1.000000,4.000000
60,11.783698,2.234227,4.262330,4.262330,33.748509,1.000000,4.000000
61,0.540663,4.037704,4.258448,4.258448,3.897046,1.000000,4.000000
62,4.340250,-4.023900,4.254666,4.254666,8.233207,1.000000,4.000000
63,1.573949,4.368592,4.250982,4.250982,5.072219,1.000000,4.000000
64,-12.724667,-4.636661,4.247393,4.247393,43.183144,1.000000,4.000000
65,-3.280900,-4.217413,4.243896,4.243896,6.727515,1.000000,4.000000
66,-0.082016,7.157167,4.240489,4.240489,12.081570,1.000000,4.000000
67,4.876103,12.877912,4.237169,4.237169,44.750874,1.000000,4.000000
68,4.518448,2.146178,4.233932,4.233932,5.909980,1.000000,4.000000
69,3.756806,-3.225633,4.230777,4.230777,5.795224,1.000000,4.000000
70,0.536257,0.677606,4.227701,4.227701,0.176626,1.000000,4.000000
71,7.222336,-0.204882,4.224702,4.224702,12.356877,1.000000,4.000000
72,2.890847,2.441713,4.221776,4.221776,3.391690,1.000000,4.000000
73,-7.026137,-4.002301,4.218922,4.218922,15.498037,1.000000,4.000000
74,-8.896790,0.982791,4.216138,4.216138,19.002876,1.000000,4.000000
75,-12.431712,4.757468,4.213421,4.213421,42.051565,1.000000,4.000000
76,-14.417258,-10.256523,4.210770,4.210770,74.345923,1.000000,4.000000
77,7.138961,0.668133,4.208182,4.208182,12.216955,1.000000,4.000000
78,-3.866575,5.362623,4.205655,4.205655,10.392703,1.000000,4.000000
79,-2.912086,1.257270,4.203187,4.203187,2.393653,1.000000,4.000000
80,0.605039,3.728327,4.200778,4.200778,3.396155,1.000000,4.000000
81,-2.490530,-0.554633,4.198424,4.198424,1.550667,1.000000,4.000000
82,5.801896,4.999163,4.196124,4.196124,13.978051,1.000000,4.000000
83,16.328899,-3.620423,4.193876,4.193876,66.702111,1.000000,4.000000
84,2.327038,-1.592026,4.191680,4.191680,1.896532,1.000000,4.000000
85,-3.027992,8.631710,4.189533,4.189533,19.972431,1.000000,4.000000
86,8.597107,0.251077,4.187434,4.187434,17.665540,1.000000,4.000000
87,7.832842,-1.235598,4.185382,4.185382,15.023747,1.000000,4.000000
88,-9.173099,9.781422,4.183374,4.183374,42.984907,1.000000,4.000000
89,4.444897,9.085422,4.181411,4.181411,24.465903,1.000000,4.000000
