k,x,y,vx,vy
0,8.545277,-1.500900,0.068353,-0.012006
1,8.044935,-1.838950,0.035292,-0.034266
2,4.083902,-1.640921,-0.649696,0.000092
3,-0.709148,-0.060126,-2.210992,0.516422
4,1.198218,-0.159489,-1.191653,0.459129
5,-0.112976,-0.271713,-2.160274,0.367782
6,-0.032272,-0.907845,-2.035536,-0.280015
7,0.378469,0.248575,-1.460824,1.199271
8,-0.169039,0.993502,-2.258260,2.308502
9,0.478286,3.422420,-1.017779,6.576804
10,0.766935,3.255801,-0.393179,5.974135
11,0.780953,3.123852,-0.344569,5.415567
12,-0.337484,3.520270,-2.999098,6.103606
13,-0.539335,2.847104,-3.356632,4.099479
14,-0.261651,2.043920,-2.453581,1.781277
15,-0.464969,2.099164,-2.868091,1.833998
16,-0.060687,2.652888,-1.608241,3.245033
17,0.296856,2.444887,-0.537251,2.495050
18,1.213400,2.030221,2.011589,1.218095
19,1.606260,1.626179,2.975761,0.046732
20,1.288645,0.659534,1.954474,-2.573516
21,0.700197,-0.742486,0.277159,-6.183337
22,0.084382,-0.567016,-1.357612,-5.396318
23,0.296706,-1.469874,-0.738744,-7.450624
24,-0.823636,-2.061386,-3.540506,-8.572019
25,-0.286333,-1.544718,-2.031111,-6.864068
26,-0.484895,-1.929836,-2.414714,-7.466011
27,-0.149082,-1.775742,-1.502444,-6.745391
28,0.261080,-1.160078,-0.480536,-5.003010
29,0.154221,-0.752596,-0.701127,-3.851744
30,-0.853375,-1.142232,-2.902961,-4.544494
31,-0.419574,-1.527706,-1.838122,-5.182245
32,0.228138,-2.359338,-0.390445,-6.721953
33,-0.570920,-2.223622,-2.025537,-6.163685
34,-0.717448,-2.722874,-2.239622,-6.922916
35,-0.210325,-2.863444,-1.150314,-6.927084
36,0.010327,-3.642259,-0.680175,-8.162493
37,-0.633972,-3.385248,-1.870167,-7.369547
38,-0.509565,-2.738589,-1.571540,-5.904095
39,-0.775000,-1.648537,-1.994084,-3.722550
40,-0.815271,-2.147555,-1.994773,-4.472880
41,-0.551791,-1.460742,-1.469873,-3.129776
42,-0.321282,-0.321349,-1.029479,-1.093092
43,-0.491233,0.157189,-1.277408,-0.262468
44,-0.023604,-0.005693,-0.475191,-0.518878
45,-0.544635,0.082883,-1.290827,-0.361095
46,-0.653432,0.282119,-1.420569,-0.038294
47,0.213442,0.410140,-0.047556,0.159214
48,-0.317483,0.754506,-0.845020,0.672598
49,-0.514293,0.113239,-1.110717,-0.294313
50,-0.639283,-0.171594,-1.259731,-0.698757
51,-0.529194,0.049165,-1.067105,-0.364528
52,0.293989,-0.150023,0.114137,-0.632935
53,0.485824,-0.371273,0.374655,-0.919619
54,0.492066,-0.289985,0.372965,-0.784965
55,-0.200695,-0.498811,-0.556990,-1.041455
56,-0.219812,-0.062887,-0.567409,-0.444910
57,-0.058043,-0.658367,-0.345001,-1.198506
58,0.307942,-0.505297,0.126350,-0.974716
59,0.603074,-1.001020,0.490365,-1.567167
60,1.338123,-0.894855,1.378533,-1.398768
61,1.398507,-0.677779,1.418100,-1.103275
62,1.686658,-0.940698,1.726625,-1.389313
63,1.814118,-0.710559,1.835342,-1.087564
64,1.109665,-1.002376,0.980982,-1.398879
65,0.940732,-1.272728,0.766773,-1.674232
66,0.951416,-0.900311,0.761564,-1.219672
67,1.239579,-0.203884,1.062924,-0.423774
68,1.510490,-0.093780,1.334764,-0.294655
69,1.742109,-0.275622,1.554858,-0.483630
70,1.802088,-0.248799,1.585462,-0.444959
71,2.217936,-0.268596,1.987101,-0.456353
72,2.409539,-0.149456,2.143807,-0.323994
73,2.087824,-0.363618,1.772428,-0.535543
74,1.667183,-0.323946,1.313743,-0.484874
75,1.063757,-0.092665,0.688385,-0.245557
76,0.355870,-0.610966,-0.019449,-0.749115
77,0.708650,-0.592895,0.322741,-0.717089
