k,yx,yy,Sx,Sy,NIS,q,r
0,-2.374958,6.729738,29.004000,29.004000,1.755958,1.000000,4.000000
1,4.723468,-6.183728,7.453455,7.453455,8.123702,1.000000,4.000000
2,-4.972174,9.483579,5.862227,5.862227,19.559254,1.000000,4.000000
3,9.910201,-7.423886,5.283440,5.283440,29.020141,1.000000,4.000000
4,13.548474,-2.691563,4.988342,4.988342,38.250317,1.000000,4.000000
5,4.964501,-4.793379,4.813035,4.813035,9.894538,1.000000,4.000000
6,-8.380981,3.793931,4.699955,4.699955,18.007568,1.000000,4.000000
7,2.720463,6.766908,4.623583,4.623583,11.504491,1.000000,4.000000
8,-6.176749,-0.102993,4.570779,4.570779,8.349305,1.000000,4.000000
9,-7.697776,-3.753196,4.534005,4.534005,16.176037,1.000000,4.000000
10,6.285965,-0.802903,4.508548,4.508548,8.907083,1.000000,4.000000
11,-3.849998,0.219821,4.491253,4.491253,3.311059,1.000000,4.000000
12,-1.281308,10.485278,4.479879,4.479879,24.907546,1.000000,4.000000
13,-11.662938,-2.123493,4.472769,4.472769,31.419759,1.000000,4.000000
14,1.594978,5.672815,4.468656,4.468656,7.770746,1.000000,4.000000
15,5.885962,3.235547,4.466553,4.466553,10.100252,1.000000,4.000000
16,-4.264772,-2.263076,4.465694,4.465694,5.219747,1.000000,4.000000
17,8.025643,-5.777288,4.465482,4.465482,21.898644,1.000000,4.000000
18,8.704107,-10.142453,4.465466,4.465466,40.002729,1.000000,4.000000
19,-4.060762,-9.329921,4.465314,4.465314,23.186991,1.000000,4.000000
20,-14.161900,3.140021,4.464793,4.464793,47.128532,1.000000,4.000000
21,3.110413,-9.393005,4.463751,4.463751,21.932946,1.000000,4.000000
22,9.036304,-0.256704,4.462101,4.462101,18.314396,1.000000,4.000000
23,-0.034339,-8.499902,4.459808,4.459808,16.200141,1.000000,4.000000
24,-10.394493,8.539846,4.456873,4.456873,40.605703,1.000000,4.000000
25,-5.056598,-14.620446,4.453326,4.453326,53.741101,1.000000,4.000000
26,4.096379,0.006099,4.449213,4.449213,3.771534,1.000000,4.000000
27,-8.609711,1.356004,4.444595,4.444595,17.091740,1.000000,4.000000
28,7.661987,-0.460209,4.439535,4.439535,13.271173,1.000000,4.000000
29,-3.365890,2.348194,4.434099,4.434099,3.798569,1.000000,4.000000
30,-3.264317,-5.344232,4.428351,4.428351,8.855798,1.000000,4.000000
31,-0.491109,-11.868387,4.422353,4.422353,31.906045,1.000000,4.000000
32,-0.417670,2.814137,4.416161,4.416161,1.832772,1.000000,4.000000
33,-12.894245,-8.064846,4.409826,4.409826,52.451790,1.000000,4.000000
34,3.641460,-0.541821,4.403395,4.403395,3.078034,1.000000,4.000000
35,-8.151906,8.541239,4.396907,4.396907,31.705547,1.000000,4.000000
36,6.088125,7.769879,4.390396,4.390396,22.193048,1.000000,4.000000
37,3.347110,3.246541,4.383895,4.383895,4.959785,1.000000,4.000000
38,5.970388,11.530965,4.377426,4.377426,38.517768,1.000000,4.000000
39,2.450185,-0.611820,4.371013,4.371013,1.459097,1.000000,4.000000
40,4.726203,4.191256,4.364672,4.364672,9.142410,1.000000,4.000000
41,8.662664,7.165432,4.358419,4.358419,28.997936,1.000000,4.000000
42,-3.574293,1.998003,4.352265,4.352265,3.852612,1.000000,4.000000
43,4.333576,8.031198,4.346218,4.346218,19.161491,1.000000,4.000000
44,-4.585334,-3.816636,4.340287,4.340287,8.200378,1.000000,4.000000
45,-1.676298,2.384375,4.334477,4.334477,1.959918,1.000000,4.000000
46,9.478186,-2.704364,4.328792,4.328792,22.442661,1.000000,4.000000
47,-6.272224,1.299187,4.323233,4.323233,9.490277,1.000000,4.000000
48,-6.815647,-2.292901,4.317803,4.317803,11.976099,1.000000,4.000000
49,6.497408,6.404092,4.312502,4.312502,19.299399,1.000000,4.000000
50,-2.173574,-3.155450,4.307330,4.307330,3.408443,1.000000,4.000000
51,3.006327,-1.528219,4.302286,4.302286,2.643584,1.000000,4.000000
52,-0.375914,-1.737915,4.297369,4.297369,0.735719,1.000000,4.000000
53,10.895257,7.355065,4.292577,4.292577,40.256376,1.000000,4.000000
54,9.184247,8.280986,4.287908,4.287908,35.664277,1.000000,4.000000
55,-0.477837,13.907767,4.283359,4.283359,45.210851,1.000000,4.000000
56,-9.055264,-4.019672,4.278929,4.278929,22.939287,1.000000,4.000000
57,5.767139,1.370532,4.274613,4.274613,8.220218,1.000000,4.000000
58,-12.812514,-0.105036,4.270410,4.270410,38.443977,1.000000,4.000000
59,-4.983509,0.251962,4.266317,4.266317,5.836145,1.000000,4.000000
60,1.588925,-3.048766,4.262330,4.262330,2.773050,1.000000,4.000000
61,0.491732,1.263658,4.258448,4.258448,0.431761,1.000000,4.000000
