k,x,y,vx,vy
0,-0.956858,0.223511,-0.007654,0.001788
1,-2.339362,0.651924,-0.098745,0.030016
2,-0.546574,0.466802,0.211571,-0.002095
3,-0.617465,0.346291,0.187034,-0.041444
4,-0.660185,-0.424155,0.162768,-0.443426
5,-0.318200,-0.265661,0.417631,-0.317501
6,0.191018,0.416336,0.921850,0.375456
7,-0.032754,0.347523,0.613511,0.278296
8,-0.026455,0.408663,0.604323,0.363800
9,-0.107863,0.688944,0.436844,0.852845
10,0.000490,0.722763,0.638201,0.886726
11,0.393116,0.646616,1.482083,0.678164
12,0.612191,0.113541,1.934476,-0.627286
13,0.931693,0.216555,2.642168,-0.336057
14,0.616175,0.495471,1.677457,0.412003
15,0.738898,0.265705,1.917095,-0.227592
16,0.804436,0.275402,1.991315,-0.188705
17,0.930569,0.301149,2.228501,-0.107575
18,1.083463,0.124473,2.526252,-0.587291
19,1.216049,0.280799,2.750627,-0.127742
20,0.864701,0.344425,1.650186,0.051478
21,0.986398,0.632168,1.887249,0.817820
22,1.174055,0.956689,2.281661,1.628591
23,1.331600,0.544112,2.570870,0.478214
24,1.027718,0.572936,1.670459,0.527022
25,0.834768,0.502287,1.108614,0.325503
26,0.822512,0.257381,1.024994,-0.285134
27,0.858707,0.291097,1.062273,-0.191512
28,0.919534,-0.053828,1.154156,-0.983332
29,0.550126,0.060620,0.263865,-0.679117
30,0.576080,0.295093,0.309685,-0.129409
31,1.180121,0.336147,1.603981,-0.034926
32,1.086143,0.251700,1.337365,-0.212055
33,1.149549,0.711344,1.413118,0.746549
34,1.150149,0.567786,1.357259,0.426505
35,1.354130,0.683315,1.706277,0.637688
36,1.084687,0.478950,1.120542,0.218756
37,1.060913,0.467128,1.033399,0.188194
38,1.395192,0.240733,1.612181,-0.236572
39,1.732134,0.050646,2.162381,-0.571273
40,1.885239,0.269718,2.356529,-0.163919
41,2.107376,0.192580,2.659325,-0.291710
42,1.904391,0.293789,2.225261,-0.110333
43,1.763181,0.214791,1.916988,-0.237800
44,2.137491,0.401616,2.463489,0.073832
45,1.970749,0.347680,2.119054,-0.014526
46,1.808263,0.192922,1.798741,-0.256038
47,2.041088,0.364670,2.100631,0.015209
48,1.817933,0.130722,1.701627,-0.337276
49,1.553101,0.119898,1.260253,-0.343299
50,1.770250,0.058723,1.538552,-0.422042
51,1.766350,-0.040767,1.489185,-0.551683
52,1.970866,0.211896,1.733584,-0.182849
53,1.965072,0.155518,1.677969,-0.255308
54,2.156172,0.055394,1.890783,-0.383663
55,2.023593,0.158186,1.664484,-0.236956
56,1.786618,0.174966,1.311504,-0.208850
57,1.688524,0.016625,1.151781,-0.406909
58,1.747976,0.065321,1.197814,-0.335067
59,1.575063,-0.021133,0.952899,-0.434282
60,1.615735,-0.059224,0.979368,-0.470294
61,1.626216,-0.001690,0.968388,-0.389575
62,1.610149,-0.087633,0.926306,-0.482388
63,1.815073,0.087030,1.144374,-0.266762
64,2.012193,-0.090190,1.345217,-0.464899
65,2.001928,-0.005674,1.302990,-0.358320
66,2.068415,-0.213113,1.348264,-0.582602
