k,x,y,vx,vy
0,0.020000,0.010000,1.000000,0.500000
1,0.040000,0.020000,1.000000,0.500000
2,0.060000,0.030000,1.000000,0.500000
3,0.080000,0.040000,1.000000,0.500000
4,0.100000,0.050000,1.000000,0.500000
5,0.120000,0.060000,1.000000,0.500000
6,0.140000,0.070000,1.000000,0.500000
7,0.160000,0.080000,1.000000,0.500000
8,0.180000,0.090000,1.000000,0.500000
9,0.200000,0.100000,1.000000,0.500000
10,0.220000,0.110000,1.000000,0.500000
11,0.240000,0.120000,1.000000,0.500000
12,0.260000,0.130000,1.000000,0.500000
13,0.280000,0.140000,1.000000,0.500000
14,0.300000,0.150000,1.000000,0.500000
15,0.320000,0.160000,1.000000,0.500000
16,0.340000,0.170000,1.000000,0.500000
17,0.360000,0.180000,1.000000,0.500000
18,0.380000,0.190000,1.000000,0.500000
19,0.400000,0.200000,1.000000,0.500000
20,0.420000,0.210000,1.000000,0.500000
21,0.440000,0.220000,1.000000,0.500000
22,0.460000,0.230000,1.000000,0.500000
23,0.480000,0.240000,1.000000,0.500000
24,0.500000,0.250000,1.000000,0.500000
25,0.520000,0.260000,1.000000,0.500000
26,0.540000,0.270000,1.000000,0.500000
27,0.560000,0.280000,1.000000,0.500000
28,0.580000,0.290000,1.000000,0.500000
29,0.600000,0.300000,1.000000,0.500000
30,0.620000,0.310000,1.000000,0.500000
31,0.640000,0.320000,1.000000,0.500000
32,0.660000,0.330000,1.000000,0.500000
33,0.680000,0.340000,1.000000,0.500000
34,0.700000,0.350000,1.000000,0.500000
35,0.720000,0.360000,1.000000,0.500000
36,0.740000,0.370000,1.000000,0.500000
37,0.760000,0.380000,1.000000,0.500000
38,0.780000,0.390000,1.000000,0.500000
39,0.800000,0.400000,1.000000,0.500000
40,0.820000,0.410000,1.000000,0.500000
41,0.840000,0.420000,1.000000,0.500000
42,0.860000,0.430000,1.000000,0.500000
43,0.880000,0.440000,1.000000,0.500000
44,0.900000,0.450000,1.000000,0.500000
45,0.920000,0.460000,1.000000,0.500000
46,0.940000,0.470000,1.000000,0.500000
47,0.960000,0.480000,1.000000,0.500000
48,0.980000,0.490000,1.000000,0.500000
49,1.000000,0.500000,1.000000,0.500000
50,1.020000,0.510000,1.000000,0.500000
51,1.040000,0.520000,1.000000,0.500000
52,1.060000,0.530000,1.000000,0.500000
