k,zx,zy,valid
0,-4.437317,-3.794499,1
1,-7.890804,0.401337,1
2,-1.668150,2.753135,1
3,1.968596,-0.382104,1
4,2.409737,-4.938201,1
5,2.478615,-11.674482,1
6,-2.914232,-3.193365,1
7,1.567786,3.150504,1
8,-9.771293,-8.398382,1
9,4.384915,-10.809803,1
10,-2.755384,3.028591,1
11,-0.842033,1.509021,1
12,-2.515375,-15.367237,1
13,-5.523060,-6.008483,1
14,-4.226867,-13.660289,1
15,-3.745903,-3.437226,1
16,10.035998,5.270152,1
17,-7.926604,5.102080,1
18,-3.258876,-1.747698,1
19,6.734738,-6.572055,1
20,9.008674,6.387909,1
21,13.635276,-1.419426,1
22,-3.895513,1.235005,1
23,2.582347,1.541514,1
24,-2.929929,-4.292052,1
25,6.934376,2.477282,1
26,-1.473075,1.131542,1
27,-1.797717,-1.643279,1
28,5.439372,-5.867843,1
29,-1.364861,2.047567,1
30,-1.469699,-5.788678,1
31,0.905140,12.951949,1
32,0.343770,8.204746,1
33,2.455035,-8.894909,1
34,3.010175,-7.738591,1
35,-0.076835,3.536462,1
36,5.313075,13.763070,1
37,11.653546,1.236250,1
38,2.922028,-3.027806,1
39,-5.691406,-4.881361,1
40,4.258973,-6.896428,1
41,3.392309,-0.039030,1
42,11.511719,-8.182846,1
43,4.681599,-1.622738,1
44,5.559178,-3.430767,1
45,-0.790981,14.879531,1
46,-5.883632,2.309109,1
47,0.242458,16.486074,1
48,-5.165223,-2.763839,1
49,6.772494,11.866069,1
50,5.892331,6.605751,1
51,-3.767253,-2.829768,1
52,4.407497,5.039863,1
53,-13.680169,-4.067523,1
54,-6.509455,-9.217807,1
55,4.944703,8.403557,1
56,5.681637,-2.450643,1
57,-8.399150,-5.026638,1
58,-3.060987,10.080937,1
59,-14.284123,-3.446056,1
60,5.243139,-1.891898,1
61,-2.520228,-1.516918,1
62,-3.225712,-10.611236,1
63,0.736684,-3.164510,1
64,-5.370437,11.102218,1
65,-0.482277,10.443187,1
66,9.656909,-5.396232,1
67,3.477012,-3.705588,1
68,1.206004,0.001441,1
69,-6.450869,-1.597414,1
70,-5.082815,3.919759,1
71,-10.771451,-0.744895,1
72,2.604702,-12.982370,1
73,9.034373,-0.837060,1
74,1.329620,-1.984846,1
75,0.737897,-4.489948,1
76,3.723715,7.056437,1
77,6.955685,4.475044,1
78,-1.407740,-5.487362,1
79,0.943206,-0.001506,1
80,0.814496,-4.466344,1
81,-5.270414,2.928694,1
82,-1.487834,3.440058,1
83,-6.038382,3.091355,1
84,-0.324843,9.492740,1
85,2.099063,9.114911,1
86,0.254912,0.775935,1
87,8.720268,4.068196,1
88,3.752365,7.617792,1
89,7.106196,3.293249,1
90,-2.187646,-4.517814,1
91,1.976085,-1.568581,1
92,-0.193159,-7.225555,1
93,3.296491,-2.815593,1
94,2.156518,-9.951311,1
95,2.893829,-2.027989,1
96,-0.273378,3.427940,1
97,-7.413390,5.928861,1
98,3.718442,1.849964,1
99,-2.702637,-0.813528,1
100,6.177124,9.774782,1
101,2.588543,-3.771097,1
102,-0.548588,16.344624,1
103,-4.663645,0.899340,1
104,11.733713,-4.720655,1
105,3.179153,-2.993271,1
106,1.775826,-1.295773,1
107,9.188611,-0.951962,1
108,2.942222,-9.238059,1
109,5.021337,-2.329743,1
110,11.052122,6.239834,1
111,-2.040906,13.132515,1
112,-0.410082,-10.895786,1
113,5.995578,-3.010364,1
114,-1.609694,1.950527,1
115,3.156517,1.816541,1
116,5.497675,3.436010,1
117,8.825260,4.888501,1
118,1.470794,-11.982456,1
119,5.883183,-8.904351,1
120,-3.647647,6.828054,1
121,14.212426,-5.744593,1
122,2.016860,1.144483,1
123,-1.286460,-6.208507,1
124,5.264391,-7.220881,1
125,3.713960,-2.490005,1
126,-2.572753,-13.064260,1
127,6.308063,-0.082315,1
128,3.220571,3.681591,1
129,13.394827,-8.126435,1
130,9.804845,0.738048,1
131,-2.745701,6.372458,1
132,3.472927,-3.266628,1
133,-12.145614,-10.506069,1
134,-3.482218,-6.369615,1
135,6.084380,-6.149051,1
136,4.190150,-6.553535,1
137,-6.598567,-6.232494,1
138,2.937463,2.174826,1
139,3.170060,5.481241,1
140,-1.297790,4.082075,1
141,-3.181471,-5.305598,1
142,-1.616546,10.540706,1
143,-4.620431,5.802156,1
144,4.898936,6.239732,1
145,-3.948465,11.373541,1
146,2.096888,2.312208,1
147,-1.485242,6.844654,1
148,-0.018788,-2.841960,1
149,-4.267239,8.631456,1
150,-5.243443,-0.009985,1
151,-6.305978,2.369366,1
152,7.875888,4.769970,1
153,8.188139,-1.127219,1
154,1.560265,-3.796165,1
155,9.355456,-3.745016,1
156,-0.440761,10.788766,1
157,6.644490,-1.197482,1
158,-2.095688,1.551523,1
159,5.883141,5.760955,1
160,-4.488937,9.766390,1
161,7.321919,9.309646,1
162,5.353928,-4.133413,1
163,6.650637,8.437403,1
164,8.642685,4.393545,1
165,3.836532,2.157465,1
166,-4.864615,1.875034,1
167,-4.520745,5.022528,1
168,8.752455,5.967320,1
169,17.173998,0.952024,1
170,16.087461,1.136524,1
171,-8.101656,-4.561880,1
172,1.170701,8.935035,1
173,5.416932,-5.617963,1
174,6.433995,3.264820,1
175,9.742236,-3.824746,1
176,4.027650,-8.783931,1
177,-4.328818,-7.223340,1
178,-8.126339,8.366190,1
179,8.370923,-5.949414,1
180,7.011883,4.361054,1
181,10.651201,8.977408,1
182,1.847976,10.751310,1
183,7.119043,0.082305,1
184,-12.826573,1.140128,1
185,-0.392626,10.466446,1
186,2.910078,9.233019,1
187,-6.481350,-1.083978,1
188,9.022130,4.187880,1
189,-3.936524,3.037155,1
190,5.029329,4.459143,1
191,2.798753,-17.997655,1
192,-1.553526,-5.992006,1
193,3.228348,13.700962,1
194,-2.874895,-4.059849,1
195,4.996688,10.740285,1
196,13.454641,3.461604,1
197,7.267542,7.277167,1
198,3.450207,-2.877548,1
199,12.321891,5.297232,1
200,2.715224,-3.421668,1
201,12.294155,4.462027,1
202,1.181762,9.289054,1
203,4.114167,3.961911,1
204,1.411820,1.773180,1
205,7.237937,5.419940,1
206,9.870721,12.735961,1
207,5.469702,0.019942,1
208,5.503520,1.360672,1
209,2.001547,3.208463,1
210,8.330823,0.749726,1
211,13.588253,2.958276,1
212,17.923938,3.155640,1
213,8.977822,2.974505,1
214,7.994034,11.120188,1
215,4.880992,2.297044,1
216,7.393502,-7.438750,1
217,3.704892,4.106796,1
218,0.006956,-7.950635,1
219,14.701524,12.177587,1
220,3.548316,2.916712,1
221,3.398027,10.265997,1
222,-5.631576,-1.972993,1
223,6.776235,-5.758469,1
224,0.494911,-1.328227,1
225,-5.778681,8.737015,1
226,3.663880,-6.400085,1
227,12.045087,8.616041,1
228,5.928119,0.931267,1
229,-1.705606,7.559907,1
230,6.166194,11.475004,1
231,5.865067,-0.799234,1
232,6.671719,0.614085,1
233,2.087873,8.282100,1
234,15.463625,-12.806585,1
235,4.977949,-3.004148,1
236,-1.078306,5.002764,1
237,3.814264,-9.979123,1
238,13.665417,6.101192,1
239,6.595109,-9.863936,1
240,8.102396,-1.455715,1
241,6.196909,-0.885385,1
242,1.613657,1.920947,1
243,1.242115,-2.701712,1
244,2.554139,-1.236843,1
245,-4.776354,3.841137,1
246,3.854534,-5.013855,1
247,-4.265607,-2.643854,1
248,4.359319,8.922842,1
249,4.896502,-3.108017,1
250,2.205721,-1.472940,1
251,-9.982492,-2.281507,1
252,-3.326030,-4.077582,1
253,1.852772,0.148126,1
254,-0.287216,7.686887,1
255,5.331171,-3.806793,1
256,-5.937485,14.569679,1
257,3.791189,2.578346,1
258,-4.146043,1.290315,1
259,4.795066,-0.597517,1
260,9.360050,11.480543,1
261,9.390154,2.449225,1
262,-4.785474,-0.999962,1
263,6.275608,9.284147,1
264,3.791770,3.181447,1
265,8.317722,18.398116,1
266,10.916929,11.831091,1
267,8.934144,11.662579,1
268,1.878797,1.767383,1
269,1.641596,-2.799867,1
270,1.863630,-6.192125,1
271,-1.676572,3.987261,1
272,-0.323945,-0.542935,1
273,2.444382,-2.939476,1
274,14.057680,1.877440,1
275,12.752892,5.692253,1
276,5.897634,9.026055,1
277,7.462826,11.639618,1
278,-0.121990,2.049188,1
279,2.649297,7.578947,1
280,11.674662,12.386652,1
281,6.246674,9.842196,1
282,3.218410,7.586366,1
283,-1.845125,1.415191,1
284,7.481662,9.248474,1
285,-0.992969,1.836075,1
286,11.413778,8.943413,1
287,14.322641,-3.978033,1
288,3.884725,-0.432079,1
289,9.712173,-0.394408,1
290,2.544884,-7.381836,1
291,10.268631,10.107232,1
292,-0.903950,5.893852,1
293,10.316094,9.029188,1
294,4.600843,10.229180,1
295,10.344860,-6.481048,1
296,11.637668,1.414889,1
297,1.832620,4.685519,1
298,3.562551,-1.267877,1
299,13.646393,6.583213,1
300,-4.450369,0.624560,1
301,7.755364,5.715572,1
302,6.067749,-3.083039,1
303,0.023240,3.416468,1
304,13.911239,10.122867,1
305,15.008158,14.372706,1
306,-7.355915,5.465006,1
307,12.961465,1.748284,1
308,1.873632,14.129675,1
309,5.661393,9.834224,1
310,9.076678,0.023122,1
311,-5.646439,3.116325,1
312,11.274451,-2.964220,1
313,11.234485,7.662182,1
314,0.773567,-2.761471,1
315,10.163618,7.130992,1
316,3.159009,20.591068,1
317,10.962909,7.428901,1
318,-3.196114,-0.506272,1
319,3.797725,-5.972060,1
320,0.863193,3.837948,1
321,9.936862,10.702212,1
322,-1.131023,6.760248,1
323,0.422985,0.425760,1
324,-0.623263,-4.925429,1
325,1.835851,7.227084,1
326,6.940428,-1.949152,1
327,-1.904331,6.394527,1
328,-2.852574,4.955445,1
329,6.634613,-2.361885,1
330,2.760094,-5.086259,1
331,0.271635,-7.433470,1
332,8.260762,8.874158,1
333,-1.579650,10.424140,1
334,4.307438,7.593593,1
335,4.412763,8.391141,1
336,-7.237463,-2.427154,1
337,1.702581,11.331519,1
338,10.418804,3.943277,1
339,9.414022,-6.608455,1
340,4.911954,5.658562,1
341,-0.341041,0.409674,1
342,4.580839,-0.839205,1
343,5.703157,1.377312,1
344,13.100692,0.127800,1
345,-3.388795,4.986639,1
346,17.564395,1.112480,1
347,-4.545720,14.959891,1
348,16.221216,-9.748261,1
349,4.924657,1.921906,1
350,-3.796061,1.072034,1
351,0.171237,14.168509,1
352,8.344510,4.999035,1
353,-5.763028,-5.429565,1
354,-3.092322,4.238380,1
355,4.810009,-2.001071,1
356,9.058372,7.462617,1
357,6.879990,-3.598826,1
358,9.114987,-1.865611,1
359,10.650046,1.303898,1
360,8.081691,5.049447,1
361,8.605179,2.711980,1
362,15.942748,-0.820799,1
363,13.911074,2.488253,1
364,-1.495069,3.529115,1
365,10.142512,5.037751,1
366,11.534934,12.716156,1
367,7.502574,-8.655621,1
368,-7.736579,6.060086,1
369,3.232350,6.528296,1
370,-7.451532,6.186983,1
371,8.764129,16.849302,1
372,5.144454,5.859697,1
373,8.198609,7.023967,1
374,5.714533,7.046497,1
375,-5.718511,3.464712,1
376,8.772394,4.810420,1
377,16.863814,7.436134,1
378,5.756873,1.636621,1
379,7.405269,9.829954,1
380,0.522685,8.531062,1
381,10.881107,2.515180,1
382,14.093207,-1.167957,1
383,16.072051,5.808701,1
384,-2.106108,6.457892,1
385,8.822032,-3.127626,1
386,14.974577,7.432402,1
387,7.033411,-2.880928,1
388,8.392717,3.481667,1
389,0.897799,-0.011131,1
390,10.108438,0.923123,1
391,8.056886,0.527385,1
392,0.299581,9.357545,1
393,12.395325,5.531005,1
394,4.283140,2.841717,1
395,10.100431,7.313369,1
396,14.983047,3.748599,1
397,7.312535,3.307015,1
398,16.456559,3.830746,1
399,3.993804,5.654378,1
400,1.672830,2.308351,1
401,6.364987,3.552461,1
402,5.767315,-4.988296,1
403,5.860660,5.234915,1
404,10.776534,6.303055,1
405,10.284792,14.645882,1
406,15.956533,5.565783,1
407,6.011728,1.429877,1
408,15.283478,2.487564,1
409,2.885112,-2.987767,1
410,10.602892,-6.546449,1
411,14.241627,8.889580,1
412,1.799400,5.915279,1
413,16.278383,7.377568,1
414,2.839165,10.297342,1
415,-0.352513,14.606569,1
416,16.044500,2.830172,1
417,5.645570,16.776954,1
418,4.924285,-9.319894,1
419,12.862012,-1.391825,1
420,23.499769,2.499337,1
421,-5.814429,3.208440,1
422,9.241541,11.271617,1
423,11.344699,0.160629,1
424,14.427151,-12.825923,1
425,18.375831,3.994143,1
426,6.620542,3.392248,1
427,13.471904,4.090700,1
428,8.834012,7.463760,1
429,7.471486,6.007121,1
430,21.864321,11.533989,1
431,13.214024,-2.217122,1
432,8.305383,3.768641,1
433,0.159691,0.416570,1
434,7.177255,9.651905,1
435,6.616280,16.313674,1
436,-0.535146,5.418171,1
437,13.001989,4.940932,1
438,19.613009,-4.543429,1
439,9.232926,-10.445260,1
440,2.369727,6.136953,1
441,5.377190,3.376747,1
442,20.027382,0.686898,1
443,2.469953,1.988356,1
444,6.208125,11.363106,1
445,-1.083178,-4.555350,1
446,18.478134,1.806881,1
447,12.927098,4.607025,1
448,3.860851,-2.905725,1
449,14.753950,6.437572,1
450,18.123949,0.620794,1
451,3.802919,4.259103,1
452,-1.719818,3.818771,1
453,14.698562,-1.742206,1
454,7.485688,4.617724,1
455,-2.433129,2.973519,1
456,6.189249,-8.534318,1
457,21.524798,0.910249,1
458,6.496702,6.502645,1
459,3.435619,19.382195,1
460,14.575619,8.400738,1
461,-3.274128,4.194446,1
462,20.309847,9.110379,1
463,4.640003,5.445725,1
464,15.731838,3.316182,1
465,14.688052,8.935555,1
466,26.461612,-2.505641,1
467,7.927392,-1.061153,1
468,9.428896,7.287985,1
469,5.226278,-1.672149,1
470,9.694358,9.130754,1
471,15.734431,-4.988968,1
472,6.159365,1.367391,1
473,9.700000,2.437682,1
474,14.106050,-0.066379,1
475,9.837043,0.105629,1
476,12.919318,3.843533,1
477,12.034178,1.179821,1
478,20.446807,6.222151,1
479,9.748527,9.453346,1
480,19.312427,11.120134,1
481,4.861828,10.053630,1
482,1.659061,-7.610427,1
483,10.845069,5.436815,1
484,15.307852,8.415237,1
485,7.790358,7.001861,1
486,14.345505,8.706016,1
487,2.340741,4.795874,1
488,8.367044,6.455557,1
489,10.015029,0.782238,1
490,21.502364,1.135181,1
491,12.550250,18.043194,1
492,10.064106,5.466195,1
493,10.127175,-1.720224,1
494,11.233375,2.980314,1
495,5.452732,-1.732902,1
496,15.858145,9.923492,1
497,16.918116,9.784850,1
498,6.646415,11.486245,1
499,13.555885,6.320890,1
500,15.002825,-8.765578,1
501,7.634515,-6.385070,1
502,13.656493,7.447550,1
503,10.169481,0.822275,1
504,11.531936,2.098201,1
505,11.246525,4.498546,1
506,8.119432,-1.642724,1
507,3.387689,2.095514,1
508,0.025133,9.386356,1
509,7.545654,7.277999,1
510,10.374276,11.671630,1
511,17.060939,12.359373,1
512,10.686364,10.145350,1
513,3.952481,14.838248,1
