k,yx,yy,Sx,Sy,NIS,q,r
0,-0.770901,-3.122544,29.004000,29.004000,0.356660,1.000000,4.000000
1,0.000000,0.000000,7.453455,7.453455,0.000000,1.000000,4.000000
2,53.950557,-31.631284,7.466557,7.466557,523.829194,1.000000,4.000000
3,-27.053936,15.632479,5.870264,5.870264,166.311072,1.000000,4.000000
4,-16.277534,11.339568,5.290057,5.290057,74.393131,1.000000,4.000000
5,-9.560377,9.060227,4.994266,4.994266,34.737545,1.000000,4.000000
6,-10.118593,8.184106,4.818495,4.818495,35.149051,1.000000,4.000000
7,-9.505716,6.226719,4.705029,4.705029,27.445247,1.000000,4.000000
8,-11.753434,6.502278,4.628287,4.628287,38.982635,1.000000,4.000000
9,-3.391583,5.337600,4.575103,4.575103,8.741400,1.000000,4.000000
10,-5.089823,1.334532,4.537923,4.537923,6.101310,1.000000,4.000000
11,-2.075021,3.723101,4.512033,4.512033,4.026389,1.000000,4.000000
12,-2.744070,1.270961,4.494279,4.494279,2.034867,1.000000,4.000000
13,-4.837857,2.633090,4.482428,4.482428,6.768213,1.000000,4.000000
14,11.074673,-46.997070,4.474832,4.474832,520.996752,1.000000,4.000000
15,-4.406723,6.421596,4.470234,4.470234,13.568889,1.000000,4.000000
16,-2.122478,77.329922,4.467660,4.467660,1339.498094,1.000000,4.000000
17,-1.619054,1.482014,4.466352,4.466352,1.078666,1.000000,4.000000
18,-3.865598,-4.752411,4.465723,4.465723,8.403624,1.000000,4.000000
19,-55.150480,-0.577124,4.465329,4.465329,681.228228,1.000000,4.000000
20,4.074383,-5.830727,4.464843,4.464843,11.332532,1.000000,4.000000
21,6.922071,-1.806448,4.464032,4.464032,11.464595,1.000000,4.000000
22,-67.915681,22.314774,4.462746,4.462746,1145.144561,1.000000,4.000000
23,57.358516,-30.108669,4.460896,4.460896,940.737403,1.000000,4.000000
24,8.213536,-4.533141,4.458443,4.458443,19.740422,1.000000,4.000000
25,-71.904291,22.568040,4.455387,4.455387,1274.758782,1.000000,4.000000
26,17.382797,-4.440816,4.451752,4.451752,72.304681,1.000000,4.000000
27,26.005339,59.234446,4.447581,4.447581,940.960348,1.000000,4.000000
28,-3.582111,5.613451,4.442929,4.442929,9.980433,1.000000,4.000000
29,0.000000,0.000000,4.437856,4.437856,0.000000,1.000000,4.000000
30,15.099424,-14.791906,4.479710,4.479710,99.737051,1.000000,4.000000
31,15.596725,-16.506143,4.468231,4.468231,115.417179,1.000000,4.000000
32,0.000000,0.000000,4.457207,4.457207,0.000000,1.000000,4.000000
33,-32.842893,-52.885409,4.497623,4.497623,861.682378,1.000000,4.000000
34,16.184060,-6.958097,4.480654,4.480654,69.261962,1.000000,4.000000
35,-34.411543,-2.839226,4.465075,4.465075,267.009071,1.000000,4.000000
36,-10.249425,33.915800,4.450696,4.450696,282.053009,1.000000,4.000000
37,0.000000,0.000000,4.437364,4.437364,0.000000,1.000000,4.000000
38,20.996861,-7.779215,4.471392,4.471392,112.131617,1.000000,4.000000
39,21.641225,-10.170974,4.453697,4.453697,128.385767,1.000000,4.000000
40,-44.490690,50.090740,4.437664,4.437664,1011.456396,1.000000,4.000000
41,27.704120,-12.576405,4.423045,4.423045,209.286621,1.000000,4.000000
42,0.000000,0.000000,4.409642,4.409642,0.000000,1.000000,4.000000
43,-3.115360,-75.099988,4.437961,4.437961,1273.042587,1.000000,4.000000
44,25.464744,-6.245525,4.421417,4.421417,155.484039,1.000000,4.000000
45,80.509501,27.874318,4.406453,4.406453,1647.301695,1.000000,4.000000
46,15.868129,-6.626911,4.392835,4.392835,67.317232,1.000000,4.000000
47,56.283209,20.196374,4.380372,4.380372,816.298953,1.000000,4.000000
48,12.584905,-12.739660,4.368910,4.368910,73.400165,1.000000,4.000000
49,13.024265,-8.823577,4.358322,4.358322,56.784928,1.000000,4.000000
50,5.937045,-10.892502,4.348499,4.348499,35.390396,1.000000,4.000000
51,14.202212,-7.378531,4.339354,4.339354,59.028502,1.000000,4.000000
52,9.506379,-6.949768,4.330809,4.330809,32.019541,1.000000,4.000000
53,7.282723,-3.692181,4.322801,4.322801,15.422928,1.000000,4.000000
