k,yx,yy,Sx,Sy,NIS,q,r
0,-6.993227,2.520827,29.004000,29.004000,1.905247,1.000000,4.000000
1,7.375060,-6.385055,7.453455,7.453455,12.767293,1.000000,4.000000
2,10.191451,6.748297,5.862227,5.862227,25.486081,1.000000,4.000000
3,-3.088286,-2.782578,5.283440,5.283440,3.270644,1.000000,4.000000
4,-1.485006,-0.412470,4.988342,4.988342,0.476185,1.000000,4.000000
5,1.927161,-3.160842,4.813035,4.813035,2.847449,1.000000,4.000000
6,4.600367,11.734500,4.699955,4.699955,33.800722,1.000000,4.000000
7,-3.030167,2.825752,4.623583,4.623583,3.712876,1.000000,4.000000
8,2.624269,2.631010,4.570779,4.570779,3.021148,1.000000,4.000000
9,1.603744,-9.262880,4.534005,4.534005,19.491141,1.000000,4.000000
10,-1.638460,1.235324,4.508548,4.508548,0.933910,1.000000,4.000000
11,11.615851,9.412964,4.491253,4.491253,49.770502,1.000000,4.000000
12,0.139358,-4.212880,4.479879,4.479879,3.966129,1.000000,4.000000
13,0.642501,-3.266530,4.472769,4.472769,2.477889,1.000000,4.000000
14,3.543517,-0.413794,4.468656,4.468656,2.848225,1.000000,4.000000
15,-15.732756,-0.774148,4.466553,4.466553,55.550424,1.000000,4.000000
16,-1.825921,1.506838,4.465694,4.465694,1.255023,1.000000,4.000000
17,-1.207758,3.555855,4.465482,4.465482,3.158178,1.000000,4.000000
18,10.553787,9.230068,4.465466,4.465466,44.021511,1.000000,4.000000
19,-5.767966,-2.393667,4.465314,4.465314,8.733779,1.000000,4.000000
20,0.815928,-2.051433,4.464793,4.464793,1.091678,1.000000,4.000000
21,-16.774676,-3.424848,4.463751,4.463751,65.666593,1.000000,4.000000
22,-2.257174,-10.427051,4.462101,4.462101,25.507764,1.000000,4.000000
23,2.181859,-0.133228,4.459808,4.459808,1.071404,1.000000,4.000000
24,0.238489,0.136990,4.456873,4.456873,0.016972,1.000000,4.000000
25,3.842393,-0.626602,4.453326,4.453326,3.403438,1.000000,4.000000
26,0.071628,0.544893,4.449213,4.449213,0.067886,1.000000,4.000000
27,6.007266,-1.037318,4.444595,4.444595,8.361453,1.000000,4.000000
28,4.226437,-3.069693,4.439535,4.439535,6.146090,1.000000,4.000000
29,1.624875,-7.256876,4.434099,4.434099,12.472087,1.000000,4.000000
30,-2.051994,8.551328,4.428351,4.428351,17.463812,1.000000,4.000000
31,2.584547,2.767592,4.422353,4.422353,3.242492,1.000000,4.000000
32,1.533670,0.662959,4.416161,4.416161,0.632146,1.000000,4.000000
33,5.421894,0.810222,4.409826,4.409826,6.815097,1.000000,4.000000
34,-4.135273,-2.281509,4.403395,4.403395,5.065583,1.000000,4.000000
35,2.431345,5.469556,4.396907,4.396907,8.148338,1.000000,4.000000
36,-3.208796,2.645304,4.390396,4.390396,3.939053,1.000000,4.000000
37,-0.796207,-4.201502,4.383895,4.383895,4.171305,1.000000,4.000000
38,0.890405,-5.777545,4.377426,4.377426,7.806607,1.000000,4.000000
39,3.402401,5.603452,4.371013,4.371013,9.831818,1.000000,4.000000
