k,x,y,vx,vy
0,0.950430,1.233689,0.007602,0.009868
1,1.144342,0.288491,0.020370,-0.052429
2,0.292170,0.294972,-0.127041,-0.051127
3,0.473538,0.057231,-0.066972,-0.128446
4,0.010494,0.191337,-0.308126,-0.057059
5,-0.305783,0.015102,-0.541459,-0.188801
6,-0.667031,-0.135808,-0.894225,-0.336921
7,-0.788280,0.203382,-1.025810,0.103457
8,-0.834657,0.142587,-1.065599,0.006735
9,-0.721712,0.467700,-0.825101,0.588879
10,-0.561914,0.052740,-0.468740,-0.273698
11,-0.437307,-0.167433,-0.171092,-0.750661
12,-0.421113,-0.475902,-0.124248,-1.451476
13,-0.165342,-0.557042,0.526600,-1.582802
14,-0.190379,-0.722625,0.433448,-1.933547
15,-0.245253,-0.531737,0.262686,-1.316651
16,-0.335189,-0.810093,0.002911,-2.004433
17,0.031250,-0.495961,1.009794,-1.030969
18,-0.117149,-0.551762,0.546377,-1.127672
19,-0.483426,-0.631371,-0.484993,-1.283676
20,-0.388192,-0.426959,-0.200827,-0.660594
21,-0.597945,-0.142840,-0.750730,0.134127
22,-0.444542,0.055324,-0.307632,0.648432
23,0.005711,-0.079772,0.871837,0.265795
24,0.173055,0.148698,1.251737,0.831319
25,0.764327,0.109263,2.657191,0.692169
26,0.992823,0.388327,3.083084,1.336333
27,0.952053,0.463981,2.839806,1.452537
28,0.971926,0.800217,2.754091,2.165640
29,0.594465,0.885124,1.772949,2.259988
30,0.532021,0.882697,1.555988,2.154443
31,0.793940,1.192896,2.055652,2.732717
32,0.962034,0.878351,2.324218,1.951853
33,0.990823,0.830691,2.287653,1.772696
34,0.884361,0.913423,1.980278,1.868166
35,0.611045,0.710283,1.362668,1.393488
36,0.702868,0.578634,1.487255,1.085695
37,0.765661,0.988389,1.549610,1.817851
38,0.677113,0.504455,1.328993,0.857632
39,0.820574,0.589145,1.540047,0.979586
40,0.918646,0.724547,1.658935,1.184254
41,0.985965,0.557126,1.718004,0.853604
42,1.176629,0.749988,1.982850,1.151466
43,0.914461,0.871580,1.481843,1.315073
44,1.343624,0.960169,2.131725,1.416391
45,1.399273,1.008292,2.152478,1.447956
46,1.178030,0.810046,1.739251,1.092715
47,1.279017,0.628301,1.840779,0.780475
48,1.157083,0.550467,1.601904,0.639868
49,0.963343,0.533839,1.268468,0.596412
50,1.041133,0.565970,1.344472,0.625704
51,1.089983,0.629039,1.375741,0.697687
52,1.244749,0.830909,1.553729,0.960526
53,1.475492,0.722003,1.828149,0.784446
54,1.434654,0.822934,1.723591,0.899596
55,1.435101,0.713688,1.678403,0.730613
56,1.507115,0.729141,1.728615,0.731711
57,1.632886,0.776852,1.845781,0.774205
58,1.561932,0.630132,1.709426,0.569169
59,1.225255,0.839002,1.248052,0.814852
60,1.077586,0.834648,1.036641,0.789561
61,1.156623,0.586578,1.106946,0.471387
62,1.037342,0.477420,0.938995,0.330554
63,1.351289,0.494633,1.284314,0.342957
64,1.442199,0.444781,1.359499,0.277584
65,1.356924,0.349422,1.231732,0.162943
66,1.428010,0.403971,1.283751,0.220381
67,1.554682,0.294682,1.395268,0.094843
68,1.525321,0.176108,1.332911,-0.036335
69,1.630094,0.146117,1.416809,-0.067767
70,1.670383,0.371887,1.429475,0.172895
71,1.684817,0.183582,1.414674,-0.027604
72,1.817253,0.213177,1.522140,0.003504
73,1.869888,0.122226,1.544744,-0.089211
74,2.046163,0.408552,1.690952,0.200538
75,2.108149,0.412076,1.718924,0.200055
76,2.085255,0.484679,1.662749,0.267343
77,2.118771,0.465548,1.663002,0.243626
78,2.188285,0.542757,1.697707,0.312872
79,2.137321,0.476468,1.617379,0.244246
80,2.133170,0.452696,1.583255,0.217454
81,2.117937,0.260495,1.539915,0.035812
82,2.153605,0.175222,1.544364,-0.042753
83,2.130262,0.326254,1.495370,0.094466
84,1.895320,0.442440,1.258740,0.196585
85,1.857728,0.493049,1.203272,0.237834
86,1.777670,0.441560,1.112246,0.188663
87,1.756026,0.493029,1.074284,0.229918
88,1.818546,0.428397,1.109405,0.170663
89,1.887957,0.341098,1.149406,0.093824
90,1.869953,0.265902,1.115037,0.029203
91,1.926517,0.319380,1.143476,0.073106
92,1.884931,0.259253,1.090506,0.022492
93,1.899438,0.238087,1.084564,0.004902
94,1.953403,0.332623,1.110574,0.081012
95,2.060413,0.418141,1.178265,0.147984
96,2.132681,0.560066,1.216777,0.257873
97,2.301829,0.597236,1.330231,0.282954
98,2.394165,0.538982,1.381259,0.233338
99,2.376505,0.659559,1.346420,0.322509
100,2.282042,0.688277,1.253862,0.339487
101,2.182710,0.693938,1.159835,0.338634
102,2.213307,0.580223,1.165379,0.248358
103,2.180804,0.620556,1.123919,0.274630
104,2.162831,0.543100,1.094122,0.213528
105,2.301031,0.426024,1.179094,0.124882
106,2.378235,0.317117,1.217946,0.044164
107,2.325326,0.255095,1.162413,-0.001046
108,2.313075,0.372404,1.137102,0.082609
109,2.335387,0.354745,1.136799,0.068948
110,2.432173,0.521361,1.188777,0.184933
111,2.432382,0.647222,1.172360,0.270031
112,2.448780,0.763542,1.167487,0.346715
113,2.601557,0.721893,1.256305,0.313376
114,2.625360,0.716308,1.255404,0.305301
115,2.635537,0.757673,1.245305,0.329148
116,2.546576,0.760894,1.168839,0.326890
117,2.645897,0.725332,1.219483,0.298816
118,2.774852,0.776073,1.288732,0.328462
119,2.746193,0.745949,1.252927,0.304326
120,2.747946,0.786468,1.237699,0.326824
121,2.642477,0.802642,1.153174,0.333079
122,2.715585,0.738454,1.185447,0.287390
123,2.805154,0.808164,1.227648,0.328375
124,2.830005,0.865959,1.227837,0.360993
125,2.811460,0.791379,1.200562,0.309230
126,2.845071,0.801541,1.206600,0.311732
127,2.882450,0.856149,1.214882,0.341974
128,2.907656,0.906048,1.215446,0.368736
129,3.014189,0.942427,1.266252,0.386657
130,3.008198,0.937025,1.247013,0.378588
131,3.060402,0.938828,1.263668,0.375063
132,3.029985,0.998820,1.229834,0.406953
133,3.055243,0.970026,1.230234,0.384637
134,3.147638,1.013694,1.270977,0.406259
135,3.110836,1.027999,1.233777,0.409953
136,3.107280,1.084576,1.216986,0.438727
137,3.112696,1.119465,1.205787,0.454181
138,3.100222,1.091541,1.184243,0.432390
139,3.066843,1.258484,1.150808,0.525140
140,3.083467,1.295737,1.147081,0.540738
141,3.080518,1.329095,1.132055,0.553821
142,3.166281,1.414948,1.168518,0.597017
143,3.199974,1.529465,1.174454,0.656001
144,3.303450,1.469194,1.220243,0.613988
145,3.314264,1.504157,1.212497,0.626916
146,3.431124,1.532910,1.265053,0.636118
147,3.562223,1.543235,1.324840,0.634763
148,3.533688,1.599468,1.293870,0.659265
149,3.567638,1.570972,1.298395,0.635903
150,3.458896,1.611578,1.223193,0.651471
151,3.537677,1.575938,1.253397,0.624408
152,3.519587,1.519741,1.229490,0.586360
153,3.572037,1.555471,1.244865,0.599607
154,3.530621,1.611317,1.208403,0.623720
155,3.615663,1.576633,1.241754,0.597883
156,3.630580,1.577237,1.236339,0.591684
157,3.664982,1.527353,1.241604,0.558105
158,3.742213,1.512798,1.270016,0.544160
159,3.827714,1.581797,1.302498,0.575569
160,3.821754,1.526919,1.285254,0.539804
161,3.816221,1.474614,1.268478,0.505918
162,3.771347,1.512010,1.230872,0.520521
163,3.849624,1.511933,1.259513,0.514923
164,3.772335,1.455537,1.204974,0.479429
165,3.766293,1.500753,1.188979,0.498335
166,3.716551,1.473418,1.150072,0.478596
167,3.640524,1.435589,1.097810,0.453580
168,3.582333,1.400161,1.055625,0.430158
169,3.597643,1.355783,1.052579,0.402344
170,3.723213,1.342021,1.107310,0.390924
171,3.704555,1.414564,1.085996,0.424733
172,3.766990,1.386284,1.107212,0.405570
173,3.737039,1.410173,1.080129,0.413772
174,3.782396,1.499980,1.092450,0.456062
175,3.830955,1.545158,1.106274,0.474724
176,3.807371,1.528781,1.082668,0.461363
177,3.823884,1.519308,1.080019,0.451726
178,3.821020,1.523016,1.067437,0.448986
179,3.782651,1.431434,1.036785,0.397370
180,3.777278,1.473374,1.023410,0.414784
181,3.793240,1.352473,1.021106,0.348721
182,3.696296,1.298553,0.961201,0.317640
183,3.746203,1.326252,0.976834,0.328516
184,3.789282,1.355273,0.988809,0.339936
185,3.838362,1.313359,1.003690,0.315198
186,3.934146,1.286912,1.042075,0.298594
187,3.924051,1.239145,1.026414,0.271391
188,3.945786,1.257360,1.027024,0.277854
189,3.923289,1.255924,1.005302,0.274325
190,3.923242,1.203530,0.995144,0.245151
191,3.926080,1.200711,0.986555,0.241264
192,3.960178,1.228768,0.993777,0.252943
193,4.013591,1.253778,1.010615,0.262960
194,4.008090,1.234642,0.997720,0.250726
195,3.995170,1.284635,0.981255,0.273254
196,4.033772,1.335934,0.990749,0.296185
197,4.011169,1.387552,0.969550,0.319022
198,3.977087,1.450860,0.942854,0.347443
199,3.951430,1.419418,0.920652,0.328295
200,3.936154,1.368618,0.903866,0.299711
201,4.009804,1.313863,0.931531,0.269469
202,4.106240,1.338826,0.970230,0.279205
203,4.109690,1.360161,0.962301,0.287033
204,4.161616,1.461841,0.978529,0.334673
205,4.161498,1.543423,0.968760,0.371831
206,4.209767,1.535971,0.983086,0.364449
207,4.229127,1.513689,0.982937,0.349797
208,4.175993,1.583429,0.946893,0.380865
209,4.194933,1.583587,0.946894,0.377174
210,4.177047,1.590748,0.928683,0.376985
211,4.194278,1.562245,0.928020,0.359170
212,4.232464,1.588303,0.937715,0.368494
213,4.215956,1.568153,0.920304,0.354906
214,4.268201,1.535389,0.937004,0.335233
215,4.272142,1.598525,0.929704,0.363071
216,4.297570,1.739168,0.933073,0.428840
217,4.361616,1.747537,0.955443,0.428738
218,4.345483,1.715046,0.938079,0.408504
219,4.371365,1.687628,0.941586,0.390975
220,4.419244,1.762041,0.955889,0.423766
221,4.404858,1.755186,0.939397,0.416219
222,4.483723,1.782860,0.968962,0.425742
223,4.494416,1.839128,0.964688,0.449236
224,4.597222,1.900583,1.005768,0.475046
225,4.647072,1.885598,1.020391,0.463004
226,4.699777,1.913477,1.036272,0.472159
227,4.706961,1.908616,1.029614,0.465127
228,4.664896,1.947511,0.998814,0.479673
229,4.635775,1.919207,0.974683,0.461046
230,4.618952,1.917046,0.956836,0.455453
231,4.621020,1.950627,0.948448,0.467478
232,4.611876,1.949186,0.934634,0.462177
233,4.687359,1.983064,0.962537,0.474280
234,4.679412,1.971479,0.949175,0.463928
235,4.663241,2.024285,0.931903,0.485314
236,4.647369,2.051077,0.914947,0.493708
237,4.625974,2.108259,0.895445,0.516951
238,4.609750,2.144471,0.878675,0.529663
