k,yx,yy,Sx,Sy,NIS,q,r
0,1.102475,1.431048,29.004000,29.004000,0.112514,1.000000,4.000000
1,0.418183,-2.040409,7.453455,7.453455,0.582032,1.000000,4.000000
2,-2.683891,0.023702,5.862227,5.862227,1.228856,1.000000,4.000000
3,0.757085,-0.974482,5.283440,5.283440,0.288220,1.000000,4.000000
4,-2.330307,0.689825,4.988342,4.988342,1.183998,1.000000,4.000000
5,-1.835828,-1.036530,4.813035,4.813035,0.923463,1.000000,4.000000
6,-2.352944,-0.987954,4.699955,4.699955,1.385630,1.000000,4.000000
7,-0.766395,2.564905,4.623583,4.623583,1.549901,1.000000,4.000000
8,-0.207092,-0.503412,4.570779,4.570779,0.064827,1.000000,4.000000
9,1.139912,2.759245,4.534005,4.534005,1.965775,1.000000,4.000000
10,1.562993,-3.783254,4.508548,4.508548,3.716487,1.000000,4.000000
11,1.224927,-1.962870,4.491253,4.491253,1.191940,1.000000,4.000000
12,0.183115,-2.739539,4.479879,4.479879,1.682770,1.000000,4.000000
13,2.443311,-0.493004,4.472769,4.472769,1.389032,1.000000,4.000000
14,-0.339152,-1.277000,4.468656,4.468656,0.390667,1.000000,4.000000
15,-0.608337,2.197687,4.466553,4.466553,1.164186,1.000000,4.000000
16,-0.912799,-2.416733,4.465694,4.465694,1.494459,1.000000,4.000000
17,3.514781,3.398125,4.465482,4.465482,5.352376,1.000000,4.000000
18,-1.617421,-0.337514,4.465466,4.465466,0.611351,1.000000,4.000000
19,-3.619784,-0.547527,4.465314,4.465314,3.001496,1.000000,4.000000
20,1.007992,2.210197,4.464793,4.464793,1.321678,1.000000,4.000000
21,-1.980277,2.861902,4.463751,4.463751,2.713408,1.000000,4.000000
22,1.626251,1.887592,4.462101,4.462101,1.391205,1.000000,4.000000
23,4.426809,-1.436125,4.459808,4.459808,4.856507,1.000000,4.000000
24,1.462372,2.176908,4.456873,4.456873,1.543113,1.000000,4.000000
25,5.562532,-0.550731,4.453326,4.453326,7.016119,1.000000,4.000000
26,1.736768,2.626861,4.449213,4.449213,2.228879,1.000000,4.000000
27,-1.024001,0.489126,4.444595,4.444595,0.289750,1.000000,4.000000
28,-0.372949,3.102739,4.439535,4.439535,2.199798,1.000000,4.000000
29,-4.418207,0.424862,4.434099,4.434099,4.443081,1.000000,4.000000
30,-1.012134,-0.492376,4.428351,4.428351,0.286077,1.000000,4.000000
31,2.416647,2.796850,4.422353,4.422353,3.089430,1.000000,4.000000
32,1.347474,-3.917822,4.416161,4.416161,3.886864,1.000000,4.000000
33,-0.190399,-0.932882,4.409826,4.409826,0.205568,1.000000,4.000000
34,-1.661556,0.516077,4.403395,4.403395,0.687447,1.000000,4.000000
35,-3.466528,-2.664284,4.396907,4.396907,4.347426,1.000000,4.000000
36,0.726146,-1.793947,4.390396,4.390396,0.853120,1.000000,4.000000
37,0.377396,4.431253,4.383895,4.383895,4.511612,1.000000,4.000000
38,-1.386443,-6.034388,4.377426,4.377426,8.757672,1.000000,4.000000
39,1.377009,0.795682,4.371013,4.371013,0.578645,1.000000,4.000000
40,0.805155,1.386095,4.364672,4.364672,0.588712,1.000000,4.000000
41,0.415151,-2.323861,4.358419,4.358419,1.278602,1.000000,4.000000
42,1.931150,2.171898,4.352265,4.352265,1.940710,1.000000,4.000000
43,-3.788939,1.237299,4.346218,4.346218,3.655354,1.000000,4.000000
44,5.095866,0.794457,4.340287,4.340287,6.128400,1.000000,4.000000
45,0.168663,0.256534,4.334477,4.334477,0.021746,1.000000,4.000000
46,-3.479618,-2.991336,4.328792,4.328792,4.864137,1.000000,4.000000
47,0.885453,-2.723137,4.323233,4.323233,1.896613,1.000000,4.000000
48,-2.156843,-1.269559,4.317803,4.317803,1.450680,1.000000,4.000000
49,-3.115715,-0.406071,4.312502,4.312502,2.289292,1.000000,4.000000
50,0.734694,0.283152,4.307330,4.307330,0.143929,1.000000,4.000000
51,0.312549,0.719520,4.302286,4.302286,0.143039,1.000000,4.000000
52,1.838951,2.715627,4.297369,4.297369,2.503013,1.000000,4.000000
53,2.929458,-1.879674,4.292577,4.292577,2.822289,1.000000,4.000000
54,-1.152764,1.269550,4.287908,4.287908,0.685794,1.000000,4.000000
55,-0.514330,-1.923377,4.283359,4.283359,0.925422,1.000000,4.000000
56,0.589775,0.012899,4.278929,4.278929,0.081329,1.000000,4.000000
57,1.419602,0.514870,4.274613,4.274613,0.533466,1.000000,4.000000
58,-1.703520,-2.561579,4.270410,4.270410,2.216103,1.000000,4.000000
59,-5.941144,3.163674,4.266317,4.266317,10.619468,1.000000,4.000000
60,-2.804886,-0.335540,4.262330,4.262330,1.872209,1.000000,4.000000
61,0.960681,-4.347642,4.258448,4.258448,4.655428,1.000000,4.000000
62,-2.362695,-1.981197,4.254666,4.254666,2.234598,1.000000,4.000000
