k,yx,yy,Sx,Sy,NIS,q,r
0,0.295733,-0.120468,29.004000,29.004000,0.003516,1.000000,4.000000
1,-1.337679,1.173037,7.453455,7.453455,0.424689,1.000000,4.000000
2,6.940004,-0.503674,5.862227,5.862227,8.259208,1.000000,4.000000
3,-1.830023,-1.268615,5.283440,5.283440,0.938473,1.000000,4.000000
4,0.363473,-1.396918,4.988342,4.988342,0.417672,1.000000,4.000000
5,0.511767,4.737282,4.813035,4.813035,4.717138,1.000000,4.000000
6,1.315173,-0.618232,4.699955,4.699955,0.449343,1.000000,4.000000
7,-4.785467,-0.821140,4.623583,4.623583,5.098851,1.000000,4.000000
8,-2.864412,-0.195154,4.570779,4.570779,1.803400,1.000000,4.000000
9,-2.143252,1.707104,4.534005,4.534005,1.655872,1.000000,4.000000
10,0.104035,-0.028954,4.508548,4.508548,0.002587,1.000000,4.000000
11,-3.975861,-2.411291,4.491253,4.491253,4.814201,1.000000,4.000000
12,0.707125,0.232261,4.479879,4.479879,0.123658,1.000000,4.000000
13,0.005887,2.209753,4.472769,4.472769,1.091727,1.000000,4.000000
14,4.858803,1.947275,4.468656,4.468656,6.131564,1.000000,4.000000
15,-0.618251,-1.275771,4.466553,4.466553,0.449972,1.000000,4.000000
16,2.433612,0.258740,4.465694,4.465694,1.341206,1.000000,4.000000
17,0.876819,0.666303,4.465482,4.465482,0.271588,1.000000,4.000000
18,-3.429761,-0.660186,4.465466,4.465466,2.731877,1.000000,4.000000
19,5.161919,-0.902831,4.465314,4.465314,6.149737,1.000000,4.000000
20,-1.404151,4.559561,4.464793,4.464793,5.097937,1.000000,4.000000
21,2.662892,-2.136151,4.463751,4.463751,2.610839,1.000000,4.000000
22,-1.976699,-0.782132,4.462101,4.462101,1.012767,1.000000,4.000000
23,1.535485,2.691118,4.459808,4.459808,2.152521,1.000000,4.000000
24,0.822971,-1.713989,4.456873,4.456873,0.811116,1.000000,4.000000
25,0.091149,-1.096969,4.453326,4.453326,0.272077,1.000000,4.000000
26,1.640857,2.980916,4.449213,4.449213,2.602319,1.000000,4.000000
27,0.620192,-2.988730,4.444595,4.444595,2.096286,1.000000,4.000000
28,-1.472136,-1.342154,4.439535,4.439535,0.893914,1.000000,4.000000
29,2.629209,0.615171,4.434099,4.434099,1.644342,1.000000,4.000000
30,-0.815403,-2.276278,4.428351,4.428351,1.320203,1.000000,4.000000
31,2.826652,0.368240,4.422353,4.422353,1.837384,1.000000,4.000000
32,-0.483197,-2.646649,4.416161,4.416161,1.639033,1.000000,4.000000
33,-3.233245,-2.700752,4.409826,4.409826,4.024633,1.000000,4.000000
34,0.102261,1.964166,4.403395,4.403395,0.878505,1.000000,4.000000
35,1.894762,0.667290,4.396907,4.396907,0.917782,1.000000,4.000000
36,-3.151346,1.410430,4.390396,4.390396,2.715083,1.000000,4.000000
37,-1.935506,3.969261,4.383895,4.383895,4.448376,1.000000,4.000000
38,0.268901,-1.224802,4.377426,4.377426,0.359217,1.000000,4.000000
39,-1.383716,-0.132534,4.371013,4.371013,0.442057,1.000000,4.000000
40,-3.505814,-2.726303,4.364672,4.364672,4.518887,1.000000,4.000000
41,2.175007,0.109299,4.358419,4.358419,1.088148,1.000000,4.000000
42,-0.946005,1.580319,4.352265,4.352265,0.779441,1.000000,4.000000
