k,x,y,vx,vy
0,-2.105281,-1.606759,-0.016840,-0.012852
1,-1.429259,-1.237606,0.027729,0.011490
2,-0.438464,-0.519056,0.198943,0.135688
3,-0.054936,-0.432218,0.322914,0.163166
4,0.393331,-0.517137,0.553676,0.117107
5,0.666440,0.444951,0.750834,0.839228
6,0.726823,0.876711,0.796504,1.256983
7,0.759918,1.123415,0.818355,1.539040
8,0.917334,0.880022,1.035372,1.117200
9,0.518097,0.534594,0.283110,0.458395
10,0.555030,0.564245,0.346319,0.499800
11,0.757542,0.595693,0.780821,0.547456
12,0.615847,0.454282,0.405141,0.183597
13,0.402150,0.961292,-0.153831,1.452092
14,0.043202,0.792002,-1.085832,0.932676
15,-0.244937,0.635687,-1.801790,0.462480
16,0.012501,0.590580,-1.000887,0.314139
17,-0.214268,0.416152,-1.569077,-0.182487
18,-0.276280,0.411749,-1.653272,-0.184559
19,-0.253344,0.388410,-1.500151,-0.238281
20,-0.516982,0.380514,-2.132846,-0.246757
21,-0.119523,0.259828,-0.956479,-0.556142
22,-0.232600,0.182617,-1.203652,-0.730019
23,-0.122516,-0.337825,-0.856956,-2.037241
24,-0.304154,-0.335452,-1.273834,-1.927970
25,-0.252997,-0.436785,-1.083623,-2.083780
26,-0.320636,0.069942,-1.195264,-0.751827
27,-0.166065,0.090597,-0.771377,-0.667059
28,-0.380557,0.510712,-1.233487,0.339168
29,-0.082520,0.561136,-0.501486,0.438159
30,-0.082528,0.278798,-0.479277,-0.206942
31,-0.137141,0.275926,-0.576759,-0.204201
32,0.321005,0.042901,0.416625,-0.688415
33,0.406814,-0.106827,0.576728,-0.969371
34,0.198168,-0.389050,0.132108,-1.500127
35,0.447502,-0.326916,0.619001,-1.318279
36,0.495408,-0.407614,0.687549,-1.423114
37,0.229106,-0.684958,0.159146,-1.892703
38,0.316367,-0.605544,0.314316,-1.676281
39,0.329897,-0.416715,0.327395,-1.274770
40,0.625041,-0.258964,0.837425,-0.950923
41,0.604102,-0.347602,0.772219,-1.071378
42,0.603630,-0.401082,0.745249,-1.125689
43,0.732966,0.029497,0.935197,-0.373591
44,0.714746,-0.075653,0.875134,-0.532477
45,0.546107,-0.083180,0.578329,-0.527499
46,0.551667,0.153608,0.568938,-0.140781
47,0.342760,-0.022034,0.231107,-0.405828
48,0.169056,0.055821,-0.037225,-0.276465
49,0.290967,0.011243,0.143917,-0.334133
50,0.451081,0.007541,0.371892,-0.329811
51,0.348189,-0.072678,0.214797,-0.434640
52,0.515484,-0.142227,0.442785,-0.519760
53,0.506247,-0.096509,0.417919,-0.442640
54,0.549658,-0.262616,0.465269,-0.655067
55,0.488626,-0.295009,0.371856,-0.680688
56,0.700819,-0.338115,0.639279,-0.719206
57,0.484919,-0.316818,0.345481,-0.673365
58,0.490191,-0.383101,0.343410,-0.740128
59,0.594523,-0.394127,0.464660,-0.735430
60,0.641701,-0.174707,0.511056,-0.448705
61,0.510155,-0.139300,0.340107,-0.395188
62,0.309903,-0.239252,0.094208,-0.504504
63,0.245203,-0.463141,0.016312,-0.754629
64,0.211005,-0.431839,-0.023485,-0.701149
65,0.273963,-0.547655,0.048573,-0.816793
66,0.492166,-0.609272,0.291845,-0.867502
67,0.746087,-0.377695,0.565769,-0.592648
68,0.936520,-0.430555,0.760806,-0.637299
69,1.047047,-0.274589,0.863172,-0.456098
70,1.079586,-0.212520,0.879359,-0.380663
71,1.068869,-0.204195,0.849765,-0.364000
72,1.122742,-0.194990,0.887819,-0.346989
73,1.204871,-0.119528,0.953390,-0.263053
74,1.364597,-0.129640,1.094848,-0.267931
75,1.200296,0.018121,0.909935,-0.115867
76,1.174064,-0.011584,0.866355,-0.142731
77,1.385540,0.063618,1.054468,-0.067101
78,1.565042,0.159018,1.206115,0.025509
79,1.519008,0.129926,1.139750,-0.002493
80,1.430624,0.315628,1.035807,0.171169
81,1.590565,0.303056,1.164472,0.156387
82,1.745731,0.318563,1.284962,0.167698
83,1.875898,0.359921,1.379342,0.202032
84,1.804913,0.339670,1.291273,0.180328
85,1.758808,0.280248,1.227706,0.124629
86,1.571814,0.213418,1.042768,0.064026
87,1.348121,0.130959,0.831246,-0.008405
88,1.499025,0.150990,0.946176,0.008884
89,1.619549,0.176943,1.032239,0.030718
90,1.529041,0.240430,0.939043,0.083433
91,1.554831,0.245398,0.944861,0.086171
92,1.439780,0.157127,0.834782,0.012214
93,1.499860,0.186189,0.870087,0.035665
94,1.404908,0.193814,0.779538,0.041235
95,1.359910,0.280573,0.731172,0.109833
96,1.413151,0.337914,0.761710,0.153440
97,1.286107,0.295036,0.650242,0.117443
98,1.383677,0.281756,0.715890,0.105310
99,1.496391,0.366621,0.791587,0.168976
100,1.661641,0.409935,0.905514,0.199426
101,1.717682,0.367044,0.934182,0.163995
102,1.821880,0.419563,0.998254,0.200887
103,1.931454,0.546567,1.064822,0.292250
104,2.019992,0.609178,1.114354,0.334066
105,1.976999,0.646650,1.066666,0.356559
106,1.957026,0.705417,1.036738,0.393972
107,1.945809,0.761249,1.013774,0.428435
108,1.977292,0.807645,1.021765,0.455406
109,2.024325,0.782432,1.040580,0.431127
110,1.966325,0.755804,0.985259,0.406383
111,1.985544,0.694595,0.984921,0.358084
112,2.015580,0.781274,0.992068,0.413059
113,2.031455,0.800286,0.989346,0.420437
114,2.020469,0.745403,0.968382,0.377320
115,2.047525,0.753277,0.973582,0.377542
116,2.131660,0.906634,1.017006,0.475456
117,2.095862,0.890046,0.979570,0.458054
118,1.981732,0.926760,0.891012,0.476301
119,1.977531,0.975625,0.876527,0.502177
120,1.881398,0.927548,0.802261,0.464203
121,1.956753,0.997957,0.840758,0.503877
122,1.986501,0.950896,0.849098,0.467030
123,1.970559,1.004727,0.828001,0.495538
124,1.851131,1.058662,0.741412,0.523570
125,1.919312,1.085792,0.775174,0.534112
126,1.894450,1.113632,0.749787,0.544903
127,1.994164,1.161000,0.802751,0.567704
128,1.845514,1.201931,0.700387,0.586086
129,1.910561,1.180862,0.731924,0.565825
130,1.904972,1.275553,0.719497,0.617047
131,1.991617,1.327594,0.763638,0.641301
132,2.147921,1.353933,0.849321,0.649511
133,2.193754,1.297639,0.866751,0.607646
134,2.145006,1.329295,0.827035,0.619368
135,2.204378,1.295430,0.852642,0.591715
136,2.260796,1.277967,0.876055,0.574289
137,2.275594,1.316688,0.874443,0.590406
138,2.281611,1.393940,0.867689,0.628940
139,2.344604,1.415925,0.894430,0.634452
140,2.404149,1.401837,0.918720,0.618838
141,2.419309,1.313799,0.916855,0.560561
142,2.388497,1.282251,0.888463,0.535861
143,2.397325,1.259173,0.883322,0.516428
144,2.403497,1.328270,0.876742,0.550071
145,2.453526,1.343756,0.895262,0.552627
146,2.576776,1.391778,0.955044,0.573607
147,2.635751,1.486309,0.977578,0.620544
148,2.747133,1.434728,1.029256,0.584531
149,2.782650,1.363083,1.037626,0.537823
150,2.820541,1.374168,1.047193,0.538007
151,2.813132,1.395013,1.031427,0.543615
152,2.905748,1.333456,1.071304,0.503493
153,2.957898,1.349392,1.088259,0.506730
154,2.841588,1.391845,1.012339,0.524501
155,2.900475,1.389121,1.033509,0.517261
156,2.854992,1.424790,0.997393,0.531086
157,2.841685,1.414474,0.979300,0.519695
158,2.880324,1.442580,0.989631,0.529299
159,2.901597,1.451071,0.990431,0.528167
160,2.945662,1.503920,1.003498,0.550947
