k,yx,yy,Sx,Sy,NIS,q,r
0,4.850564,3.885784,29.004000,29.004000,1.331792,1.000000,4.000000
1,-14.382681,-12.906851,7.453455,7.453455,50.104054,1.000000,4.000000
2,10.402486,0.869240,5.862227,5.862227,18.588039,1.000000,4.000000
3,-2.858904,12.975489,5.283440,5.283440,33.413204,1.000000,4.000000
4,7.145865,3.294286,4.988342,4.988342,12.412082,1.000000,4.000000
5,6.931878,0.078557,4.813035,4.813035,9.984783,1.000000,4.000000
6,-9.266974,6.294680,4.699955,4.699955,26.702343,1.000000,4.000000
7,1.874823,-0.275080,4.623583,4.623583,0.776590,1.000000,4.000000
8,-9.421786,-14.825569,4.570779,4.570779,67.508736,1.000000,4.000000
9,-0.369499,-5.149780,4.534005,4.534005,5.879298,1.000000,4.000000
10,1.207086,-2.206876,4.508548,4.508548,1.403413,1.000000,4.000000
11,-3.141055,0.195299,4.491253,4.491253,2.205257,1.000000,4.000000
12,-3.079156,5.466406,4.479879,4.479879,8.786576,1.000000,4.000000
13,-14.293092,-1.888595,4.472769,4.472769,46.472163,1.000000,4.000000
14,-5.582023,7.021608,4.468656,4.468656,18.005853,1.000000,4.000000
15,-3.248408,7.449836,4.466553,4.466553,14.788182,1.000000,4.000000
16,2.769590,3.987550,4.465694,4.465694,5.278280,1.000000,4.000000
17,5.244910,-3.111874,4.465482,4.465482,8.328966,1.000000,4.000000
18,0.977171,6.239718,4.465466,4.465466,8.932760,1.000000,4.000000
19,2.858508,-5.550728,4.465314,4.465314,8.729876,1.000000,4.000000
20,3.604093,-1.474669,4.464793,4.464793,3.396380,1.000000,4.000000
21,8.969468,4.073474,4.463751,4.463751,21.740584,1.000000,4.000000
22,3.300309,-0.702301,4.462101,4.462101,2.551548,1.000000,4.000000
23,6.117117,-5.049331,4.459808,4.459808,14.107079,1.000000,4.000000
24,3.372886,-0.586961,4.456873,4.456873,2.629844,1.000000,4.000000
25,-0.882990,-5.314799,4.453326,4.453326,6.517997,1.000000,4.000000
26,4.249366,-6.057012,4.449213,4.449213,12.304311,1.000000,4.000000
27,0.865655,11.392712,4.444595,4.444595,29.371234,1.000000,4.000000
28,0.860387,-1.449295,4.439535,4.439535,0.639869,1.000000,4.000000
29,-0.272119,11.115274,4.434099,4.434099,27.880157,1.000000,4.000000
30,0.471977,3.432514,4.428351,4.428351,2.710922,1.000000,4.000000
31,9.806904,-3.864359,4.422353,4.422353,25.124325,1.000000,4.000000
32,-1.277645,-4.968449,4.416161,4.416161,5.959443,1.000000,4.000000
33,-3.756352,5.034851,4.409826,4.409826,8.948176,1.000000,4.000000
34,-2.290623,-4.334562,4.403395,4.403395,5.458375,1.000000,4.000000
35,0.043899,-8.342024,4.396907,4.396907,15.827331,1.000000,4.000000
36,-2.974750,5.324137,4.390396,4.390396,8.472030,1.000000,4.000000
37,-4.461699,-5.130032,4.383895,4.383895,10.544046,1.000000,4.000000
38,13.372333,1.535674,4.377426,4.377426,41.389066,1.000000,4.000000
39,1.720168,-0.464611,4.371013,4.371013,0.726340,1.000000,4.000000
40,-9.039591,-4.813407,4.364672,4.364672,24.030003,1.000000,4.000000
41,7.012438,-2.142946,4.358419,4.358419,12.336241,1.000000,4.000000
42,1.592579,-1.255020,4.352265,4.352265,0.944654,1.000000,4.000000
43,-2.071028,-5.764660,4.346218,4.346218,8.632898,1.000000,4.000000
44,0.777284,0.346553,4.340287,4.340287,0.166871,1.000000,4.000000
45,-1.724989,-4.573261,4.334477,4.334477,5.511692,1.000000,4.000000
46,-1.790531,10.346811,4.328792,4.328792,25.471891,1.000000,4.000000
47,-7.439655,-7.506192,4.323233,4.323233,25.835152,1.000000,4.000000
48,-3.186938,0.993381,4.317803,4.317803,2.580798,1.000000,4.000000
49,0.594101,-1.536839,4.312502,4.312502,0.629526,1.000000,4.000000
50,-0.441684,6.874802,4.307330,4.307330,11.017960,1.000000,4.000000
51,6.389861,-6.855614,4.302286,4.302286,20.414670,1.000000,4.000000
52,0.412404,-9.327311,4.297369,4.297369,20.284224,1.000000,4.000000
53,10.191510,5.486228,4.292577,4.292577,31.208656,1.000000,4.000000
54,1.017155,3.894414,4.287908,4.287908,3.778314,1.000000,4.000000
55,-0.925625,3.450801,4.283359,4.283359,2.980093,1.000000,4.000000
56,-12.451568,-4.869777,4.278929,4.278929,41.775945,1.000000,4.000000
57,-6.038055,-4.876964,4.274613,4.274613,14.093178,1.000000,4.000000
58,-0.169193,7.481079,4.270410,4.270410,13.112362,1.000000,4.000000
59,2.897859,-2.583200,4.266317,4.266317,3.532439,1.000000,4.000000
60,-2.186670,-11.605889,4.262330,4.262330,32.723459,1.000000,4.000000
61,4.571060,-3.740284,4.258448,4.258448,8.191791,1.000000,4.000000
62,4.774487,-1.529693,4.254666,4.254666,5.907793,1.000000,4.000000
63,-16.930861,-1.016449,4.250982,4.250982,67.675477,1.000000,4.000000
64,-2.097533,-2.301491,4.247393,4.247393,2.282931,1.000000,4.000000
65,4.724772,1.436003,4.243896,4.243896,5.746035,1.000000,4.000000
66,5.546439,4.243029,4.240489,4.240489,11.500154,1.000000,4.000000
67,6.075469,8.345095,4.237169,4.237169,25.146968,1.000000,4.000000
68,-13.874955,4.536801,4.233932,4.233932,50.330742,1.000000,4.000000
69,-7.154832,4.315865,4.230777,4.230777,16.502481,1.000000,4.000000
70,0.374713,5.519457,4.227701,4.227701,7.239115,1.000000,4.000000
71,8.666283,-3.141011,4.224702,4.224702,20.112762,1.000000,4.000000
72,0.590747,7.596211,4.221776,4.221776,13.750470,1.000000,4.000000
73,3.583312,-6.109558,4.218922,4.218922,11.890910,1.000000,4.000000
74,-5.024998,-5.962114,4.216138,4.216138,14.420165,1.000000,4.000000
