k,yx,yy,Sx,Sy,NIS,q,r
0,1.590775,-1.118132,29.004000,29.004000,0.130354,1.000000,4.000000
1,0.410641,1.414101,7.453455,7.453455,0.290913,1.000000,4.000000
2,-0.833798,2.363039,5.862227,5.862227,1.071124,1.000000,4.000000
3,-1.741529,0.614224,5.283440,5.283440,0.645450,1.000000,4.000000
4,-4.725202,-2.973739,4.988342,4.988342,6.248701,1.000000,4.000000
5,-0.467201,-2.042463,4.813035,4.813035,0.912092,1.000000,4.000000
6,-1.229071,0.776105,4.699955,4.699955,0.449569,1.000000,4.000000
7,1.332269,1.194359,4.623583,4.623583,0.692414,1.000000,4.000000
8,0.998425,1.990144,4.570779,4.570779,1.084612,1.000000,4.000000
9,2.720848,1.725609,4.534005,4.534005,2.289531,1.000000,4.000000
10,-0.286860,0.932583,4.508548,4.508548,0.211154,1.000000,4.000000
11,0.933111,-0.079590,4.491253,4.491253,0.195275,1.000000,4.000000
12,-0.441463,0.277152,4.479879,4.479879,0.060649,1.000000,4.000000
13,-1.281406,-1.477141,4.472769,4.472769,0.854939,1.000000,4.000000
14,-1.495333,-2.141881,4.468656,4.468656,1.527009,1.000000,4.000000
15,3.303705,0.671533,4.466553,4.466553,2.544562,1.000000,4.000000
16,0.509506,1.012573,4.465694,4.465694,0.287727,1.000000,4.000000
17,-3.653756,-0.513149,4.465482,4.465482,3.048552,1.000000,4.000000
18,4.258354,-3.602057,4.465466,4.465466,6.966439,1.000000,4.000000
19,-2.372410,1.786024,4.465314,4.465314,1.974824,1.000000,4.000000
20,-1.965290,-0.121949,4.464793,4.464793,0.868402,1.000000,4.000000
21,3.333953,-7.119596,4.463751,4.463751,13.845731,1.000000,4.000000
22,-0.526751,-0.174471,4.462101,4.462101,0.069005,1.000000,4.000000
23,-2.288392,0.751390,4.459808,4.459808,1.300801,1.000000,4.000000
24,0.365917,1.987095,4.456873,4.456873,0.915988,1.000000,4.000000
25,0.298215,1.570816,4.453326,4.453326,0.574042,1.000000,4.000000
26,4.094977,5.551474,4.449213,4.449213,10.695756,1.000000,4.000000
27,1.191696,3.468660,4.444595,4.444595,3.026539,1.000000,4.000000
28,-0.124457,-1.982675,4.439535,4.439535,0.888942,1.000000,4.000000
29,1.378979,1.619601,4.434099,4.434099,1.020431,1.000000,4.000000
30,-0.525062,-0.417834,4.428351,4.428351,0.101680,1.000000,4.000000
31,1.943378,-1.650905,4.422353,4.422353,1.470304,1.000000,4.000000
32,-0.501220,-0.292143,4.416161,4.416161,0.076213,1.000000,4.000000
33,2.088621,1.789726,4.409826,4.409826,1.715591,1.000000,4.000000
34,0.300053,0.703605,4.403395,4.403395,0.132873,1.000000,4.000000
35,3.825714,-1.705985,4.396907,4.396907,3.990641,1.000000,4.000000
36,0.903091,0.396607,4.390396,4.390396,0.221591,1.000000,4.000000
37,-4.513633,-1.697820,4.383895,4.383895,5.304753,1.000000,4.000000
38,-1.421416,-2.240319,4.377426,4.377426,1.608126,1.000000,4.000000
39,1.038394,-1.569499,4.371013,4.371013,0.810244,1.000000,4.000000
40,1.622186,-3.788891,4.364672,4.364672,3.891972,1.000000,4.000000
41,3.227439,-0.464470,4.358419,4.358419,2.439438,1.000000,4.000000
42,-4.946433,6.049783,4.352265,4.352265,14.031104,1.000000,4.000000
43,0.320647,-2.894191,4.346218,4.346218,1.950927,1.000000,4.000000
44,-1.813323,-2.965286,4.340287,4.340287,2.783471,1.000000,4.000000
45,-1.091638,1.181534,4.334477,4.334477,0.597003,1.000000,4.000000
46,-0.656306,-1.768771,4.328792,4.328792,0.822236,1.000000,4.000000
47,0.331931,2.521043,4.323233,4.323233,1.495602,1.000000,4.000000
48,-0.424752,2.974017,4.317803,4.317803,2.090228,1.000000,4.000000
49,-1.506816,1.226465,4.312502,4.312502,0.875295,1.000000,4.000000
50,1.972041,-0.261900,4.307330,4.307330,0.918791,1.000000,4.000000
51,1.027768,0.329119,4.302286,4.302286,0.270699,1.000000,4.000000
52,-0.988280,-1.985578,4.297369,4.297369,1.144704,1.000000,4.000000
53,-5.282380,2.951455,4.292577,4.292577,8.529752,1.000000,4.000000
54,-1.085721,1.811242,4.287908,4.287908,1.039991,1.000000,4.000000
55,-1.354886,4.091858,4.283359,4.283359,4.337487,1.000000,4.000000
56,-3.459170,0.181297,4.278929,4.278929,2.804142,1.000000,4.000000
57,-1.824602,-2.232319,4.274613,4.274613,1.944602,1.000000,4.000000
58,1.319903,0.477633,4.270410,4.270410,0.461379,1.000000,4.000000
59,2.704204,0.680526,4.266317,4.266317,1.822611,1.000000,4.000000
60,-0.467581,0.687417,4.262330,4.262330,0.162159,1.000000,4.000000
61,0.719861,0.692502,4.258448,4.258448,0.234301,1.000000,4.000000
62,-1.352161,-0.068496,4.254666,4.254666,0.430829,1.000000,4.000000
63,2.572481,0.503473,4.250982,4.250982,1.616366,1.000000,4.000000
64,-3.790035,2.435062,4.247393,4.247393,4.777963,1.000000,4.000000
65,-1.643123,-1.977847,4.243896,4.243896,1.557940,1.000000,4.000000
66,2.442654,4.225884,4.240489,4.240489,5.618373,1.000000,4.000000
67,-2.786824,0.800060,4.237169,4.237169,1.983986,1.000000,4.000000
68,0.638720,2.857662,4.233932,4.233932,2.025114,1.000000,4.000000
69,0.067645,3.825074,4.230777,4.230777,3.459357,1.000000,4.000000
70,1.670736,-1.434393,4.227701,4.227701,1.146922,1.000000,4.000000
71,2.671757,-0.881489,4.224702,4.224702,1.873577,1.000000,4.000000
72,-2.694267,-0.052412,4.221776,4.221776,1.720087,1.000000,4.000000
73,-0.949655,-1.314203,4.218922,4.218922,0.623139,1.000000,4.000000
74,0.668312,1.275613,4.216138,4.216138,0.491879,1.000000,4.000000
75,-1.190089,-0.666043,4.213421,4.213421,0.441429,1.000000,4.000000
76,-0.346476,0.018258,4.210770,4.210770,0.028588,1.000000,4.000000
77,0.677291,-1.111325,4.208182,4.208182,0.402494,1.000000,4.000000
78,1.125067,2.746165,4.205655,4.205655,2.094133,1.000000,4.000000
79,-0.355460,0.051541,4.203187,4.203187,0.030693,1.000000,4.000000
80,-2.404272,-3.361036,4.200778,4.200778,4.065220,1.000000,4.000000
81,0.093629,-0.190137,4.198424,4.198424,0.010699,1.000000,4.000000
82,-2.212081,-0.220763,4.196124,4.196124,1.177763,1.000000,4.000000
83,-1.161902,0.179335,4.193876,4.193876,0.329570,1.000000,4.000000
84,-4.149468,-1.665973,4.191680,4.191680,4.769818,1.000000,4.000000
85,3.141780,-0.855344,4.189533,4.189533,2.530687,1.000000,4.000000
86,3.904845,3.172619,4.187434,4.187434,6.045070,1.000000,4.000000
87,2.279694,-0.626810,4.185382,4.185382,1.335577,1.000000,4.000000
88,-0.151913,3.180808,4.183374,4.183374,2.424028,1.000000,4.000000
89,-1.412136,2.768368,4.181411,4.181411,2.309744,1.000000,4.000000
90,-0.140687,-0.953924,4.179490,4.179490,0.222459,1.000000,4.000000
91,0.572084,-6.696820,4.177611,4.177611,10.813518,1.000000,4.000000
92,0.322582,1.632627,4.175772,4.175772,0.663238,1.000000,4.000000
93,-0.259003,-1.057987,4.173972,4.173972,0.284242,1.000000,4.000000
94,-1.787401,1.086055,4.172210,4.172210,1.048441,1.000000,4.000000
95,-1.373204,2.588201,4.170485,4.170485,2.058387,1.000000,4.000000
96,1.911434,-1.097068,4.168796,4.168796,1.165118,1.000000,4.000000
97,-1.007873,0.431670,4.167142,4.167142,0.288483,1.000000,4.000000
98,1.701318,-1.243150,4.165521,4.165521,1.065870,1.000000,4.000000
99,-2.103724,-2.140605,4.163934,4.163934,2.163301,1.000000,4.000000
100,1.839873,-1.696906,4.162379,4.162379,1.505058,1.000000,4.000000
101,-2.533879,-6.118596,4.160856,4.160856,10.540562,1.000000,4.000000
102,1.761809,-4.562542,4.159363,4.159363,5.751064,1.000000,4.000000
103,1.948832,-0.253843,4.157899,4.157899,0.928926,1.000000,4.000000
104,0.345598,0.430182,4.156465,4.156465,0.073258,1.000000,4.000000
105,1.210498,-0.538068,4.155059,4.155059,0.422334,1.000000,4.000000
106,-1.154685,-0.300171,4.153680,4.153680,0.342684,1.000000,4.000000
107,0.575641,0.690368,4.152328,4.152328,0.194583,1.000000,4.000000
108,-2.330459,1.395547,4.151003,4.151003,1.777544,1.000000,4.000000
109,-0.579771,1.867467,4.149703,4.149703,0.921408,1.000000,4.000000
110,1.375674,-0.676066,4.148427,4.148427,0.566370,1.000000,4.000000
111,5.566035,-1.633016,4.147176,4.147176,8.113348,1.000000,4.000000
112,-0.638796,-1.396171,4.145949,4.145949,0.568592,1.000000,4.000000
113,-0.892965,-0.582294,4.144745,4.144745,0.274191,1.000000,4.000000
114,1.500746,-0.858131,4.143563,4.143563,0.721270,1.000000,4.000000
115,-2.798289,2.522084,4.142403,4.142403,3.425868,1.000000,4.000000
116,4.179199,-1.592338,4.141265,4.141265,4.829741,1.000000,4.000000
117,2.693611,1.972251,4.140148,4.140148,2.692008,1.000000,4.000000
118,1.287711,-1.494353,4.139052,4.139052,0.940141,1.000000,4.000000
119,0.719648,0.685347,4.137975,4.137975,0.238666,1.000000,4.000000
120,1.117063,-0.493227,4.136918,4.136918,0.360438,1.000000,4.000000
121,-0.925033,-2.065006,4.135881,4.135881,1.237931,1.000000,4.000000
122,1.863650,-2.084746,4.134862,4.134862,1.891081,1.000000,4.000000
123,-1.687969,0.673177,4.133861,4.133861,0.798867,1.000000,4.000000
124,3.548192,0.727852,4.132879,4.132879,3.174407,1.000000,4.000000
125,-3.398014,0.232954,4.131914,4.131914,2.807601,1.000000,4.000000
126,2.674258,-1.724298,4.130966,4.130966,2.450966,1.000000,4.000000
127,1.059502,-0.485197,4.130035,4.130035,0.328802,1.000000,4.000000
128,-0.106189,-0.121096,4.129120,4.129120,0.006282,1.000000,4.000000
129,1.206537,0.901644,4.128222,4.128222,0.549557,1.000000,4.000000
130,-1.670649,-1.644803,4.127339,4.127339,1.331716,1.000000,4.000000
131,-2.610087,-4.404484,4.126472,4.126472,6.352165,1.000000,4.000000
132,-2.552495,-0.225002,4.125620,4.125620,1.591483,1.000000,4.000000
133,0.318015,-3.168306,4.124783,4.124783,2.458140,1.000000,4.000000
134,-0.313536,2.451038,4.123961,4.123961,1.480590,1.000000,4.000000
135,0.130645,1.180781,4.123152,4.123152,0.342290,1.000000,4.000000
136,1.007634,-3.247339,4.122358,4.122358,2.804351,1.000000,4.000000
137,0.837552,0.223482,4.121577,4.121577,0.182318,1.000000,4.000000
138,-1.571265,0.030008,4.120810,4.120810,0.599342,1.000000,4.000000
139,-0.176951,1.053996,4.120056,4.120056,0.277234,1.000000,4.000000
140,0.800129,1.566871,4.119315,4.119315,0.751409,1.000000,4.000000
141,-0.587679,0.617733,4.118587,4.118587,0.176507,1.000000,4.000000
142,-2.447161,-1.046606,4.117871,4.117871,1.720302,1.000000,4.000000
143,1.365899,-0.644128,4.117167,4.117167,0.553920,1.000000,4.000000
144,1.150758,1.605045,4.116475,4.116475,0.947513,1.000000,4.000000
145,-1.827848,-1.857907,4.115795,4.115795,1.650433,1.000000,4.000000
146,-0.564605,2.387443,4.115127,4.115127,1.462571,1.000000,4.000000
147,-0.583177,-4.259722,4.114470,4.114470,4.492761,1.000000,4.000000
148,2.083656,-2.355269,4.113824,4.113824,2.403826,1.000000,4.000000
149,-1.210863,0.283481,4.113189,4.113189,0.375998,1.000000,4.000000
150,0.741476,0.243638,4.112565,4.112565,0.148118,1.000000,4.000000
151,1.464126,-0.703974,4.111951,4.111951,0.641847,1.000000,4.000000
152,0.808788,-0.048810,4.111348,4.111348,0.159685,1.000000,4.000000
153,-0.495403,1.478318,4.110755,4.110755,0.591339,1.000000,4.000000
