k,zx,zy,valid
0,1.590775,-1.118132,1
1,1.782248,0.450019,1
2,0.728544,2.054870,1
3,-0.444501,1.060016,1
4,-3.854431,-2.374461,1
5,-0.545625,-2.034248,1
6,-1.400594,0.432232,1
7,0.959841,0.961331,1
8,0.792392,1.917560,1
9,2.630044,1.908555,1
10,-0.055178,1.333057,1
11,1.133158,0.444619,1
12,-0.134095,0.810811,1
13,-1.018330,-0.894219,1
14,-1.371529,-1.703388,1
15,3.258641,0.885333,1
16,0.816034,1.300226,1
17,-3.284691,-0.110431,1
18,4.235023,-3.246298,1
19,-1.938992,1.752207,1
20,-1.779740,0.026418,1
21,3.303185,-6.988544,1
22,-0.204357,-0.827252,1
23,-2.016631,0.035429,1
24,0.393467,1.307496,1
25,0.356899,1.064133,1
26,4.179150,5.181846,1
27,1.704532,3.663918,1
28,0.528462,-1.419581,1
29,2.039882,1.998150,1
30,0.297273,0.138218,1
31,2.739104,-1.118117,1
32,0.512321,0.093301,1
33,3.085147,2.156801,1
34,1.528924,1.253043,1
35,5.121422,-1.073452,1
36,2.597126,0.887702,1
37,-2.683214,-1.157539,1
38,0.054913,-1.840405,1
39,2.428808,-1.361567,1
40,3.140564,-3.717810,1
41,4.925967,-0.724775,1
42,-2.928693,5.735140,1
43,1.978264,-2.718724,1
44,-0.089084,-3.027571,1
45,0.526888,0.872000,1
46,0.911751,-1.998989,1
47,1.882348,2.140420,1
48,1.183454,2.771607,1
49,0.102157,1.239261,1
50,3.500629,-0.161294,1
51,2.729947,0.409431,1
52,0.821054,-1.883090,1
53,-3.508405,2.911753,1
54,0.351345,1.973446,1
55,0.030443,4.379699,1
56,-2.144690,0.751043,1
57,-0.722722,-1.639233,1
58,2.314445,0.935147,1
59,3.794318,1.176886,1
60,0.807530,1.235916,1
61,1.981682,1.294005,1
62,-0.030110,0.586744,1
63,3.828217,1.166224,1
64,-2.364244,3.139845,1
65,-0.425003,-1.115655,1
66,3.577282,4.987403,1
67,-1.499626,1.819602,1
68,1.780526,3.941338,1
69,1.256106,5.089430,1
70,2.874331,0.065882,1
71,3.978687,0.567164,1
72,-1.228910,1.374010,1
73,0.387569,0.134063,1
74,1.968655,2.678891,1
75,0.157601,0.827152,1
76,0.952823,1.501569,1
77,1.970796,0.396770,1
78,2.464276,4.222088,1
79,1.052016,1.687126,1
80,-1.001053,-1.697535,1
81,1.392713,1.335141,1
82,-0.897713,1.317782,1
83,0.058045,1.729627,1
84,-2.975234,-0.085175,1
85,4.130874,0.670125,1
86,5.043193,4.679562,1
87,3.603004,1.044794,1
88,1.284295,4.846822,1
89,0.029223,4.598369,1
90,1.250178,1.022777,1
91,1.967578,-4.735179,1
92,1.753472,3.330733,1
93,1.196764,0.731152,1
94,-0.331307,2.852688,1
95,0.019047,4.421977,1
96,3.256586,0.866515,1
97,0.424934,2.374134,1
98,3.103327,0.740201,1
99,-0.623434,-0.183847,1
100,3.246742,0.197086,1
101,-1.044738,-4.270303,1
102,3.162009,-2.933865,1
103,3.426561,1.214328,1
104,1.908463,1.902874,1
105,2.797692,0.965218,1
106,0.489661,1.197142,1
107,2.188625,2.190521,1
108,-0.684693,2.935335,1
109,0.991673,3.473055,1
110,2.936362,1.012879,1
111,7.186792,0.047386,1
112,1.193092,0.241119,1
113,0.929727,1.020007,1
114,3.305115,0.737715,1
115,-0.928351,4.101674,1
116,5.965209,0.088603,1
117,4.636365,3.612794,1
118,3.337047,0.227762,1
119,2.828219,2.371404,1
120,3.265919,1.230127,1
121,1.277566,-0.343744,1
122,4.052236,-0.417977,1
123,0.578564,2.284425,1
124,5.776527,2.373652,1
125,-1.037684,1.915207,1
126,4.942645,-0.021461,1
127,3.430280,1.175431,1
128,2.315972,1.536523,1
129,3.643362,2.567696,1
130,0.822097,0.061820,1
131,-0.151072,-2.736665,1
132,-0.156640,1.318118,1
133,2.652041,-1.621828,1
134,2.046119,3.910721,1
135,2.496769,2.724076,1
136,3.393602,-1.658418,1
137,3.269725,1.725230,1
138,0.902203,1.547639,1
139,2.266500,2.581807,1
140,3.254410,3.135055,1
141,1.906034,2.241491,1
142,0.045691,0.605335,1
143,3.803955,0.987905,1
144,3.643382,3.228587,1
145,0.713408,-0.178591,1
146,1.940710,4.024252,1
147,1.921648,-2.545600,1
148,4.587379,-0.750475,1
149,1.366282,1.831556,1
150,3.300697,1.808050,1
151,4.059266,0.875718,1
152,3.459858,1.520113,1
153,2.193881,3.054302,1
154,2.922074,0.608551,1
155,1.374900,0.705184,1
156,2.131386,5.786553,1
157,1.591812,2.958551,1
158,6.560572,1.697395,1
159,1.968942,-1.039704,1
160,5.464640,1.906332,1
161,3.605294,0.413927,1
162,3.987890,6.203071,1
163,4.457912,1.616196,1
164,2.942949,2.248781,1
165,5.737313,-0.098270,1
166,-0.349527,2.936022,1
167,2.268605,1.875114,1
168,0.924577,5.657373,1
169,1.914181,1.923464,1
170,6.221401,1.907905,1
171,0.576137,-0.171634,1
172,5.263526,4.291155,1
173,0.309797,4.099355,1
174,4.571641,0.605732,1
175,6.219902,-0.350223,1
176,2.741755,1.116249,1
177,5.185255,3.263177,1
178,-2.517174,4.404529,1
179,7.069856,-0.528875,1
180,1.434581,2.410613,1
181,2.859636,3.436791,1
182,6.491256,0.188477,1
183,4.157121,1.088131,1
184,5.156273,1.390455,1
185,5.578560,-0.780201,1
186,2.023209,0.731204,1
187,1.698342,3.364787,1
188,4.599026,-0.615539,1
189,2.149600,-0.577818,1
190,2.941779,5.263164,1
191,4.410918,2.164920,1
192,3.323719,4.121497,1
193,1.102024,1.544167,1
194,4.598890,-0.213006,1
195,4.781957,4.361802,1
196,3.613963,2.817695,1
197,-0.017451,5.071428,1
198,2.190637,4.458714,1
199,4.128537,2.450834,1
200,2.879138,3.746614,1
201,5.957423,3.241659,1
202,4.625628,1.334160,1
203,1.288987,1.931811,1
204,2.078959,5.968468,1
205,3.960103,2.871567,1
206,8.661164,1.248431,1
207,2.532426,1.575918,1
208,4.277564,3.151350,1
209,1.606610,0.165855,1
210,6.101813,2.554663,1
211,3.099419,1.603748,1
212,1.823736,2.199926,1
213,8.035504,3.656057,1
214,2.479291,-0.552339,1
215,4.143515,1.045082,1
216,3.511078,2.343011,1
217,3.299909,1.797795,1
218,7.251609,2.057085,1
219,7.622165,0.575232,1
220,1.947970,-0.202350,1
221,1.847568,3.727390,1
222,5.161042,-0.660442,1
223,2.471109,1.946885,1
224,3.374499,1.466340,1
225,4.495918,2.544298,1
226,6.739909,-0.050967,1
227,2.586018,1.751801,1
228,6.002924,1.095653,1
229,5.637082,1.207973,1
230,2.898908,2.624202,1
231,6.540326,5.052983,1
232,3.875077,0.793393,1
233,4.240365,5.709252,1
234,1.394560,-0.921796,1
235,6.706152,3.770878,1
236,2.277299,6.031828,1
237,1.244369,0.239134,1
238,2.180880,2.678589,1
239,6.701182,-0.633599,1
240,4.943807,5.469761,1
241,1.531488,0.485015,1
242,1.989606,3.467199,1
243,7.693558,-0.637372,1
244,2.313735,1.142853,1
245,1.393461,3.500596,1
246,4.782425,-0.692298,1
247,6.167783,4.038723,1
248,5.543489,2.727650,1
249,1.877939,4.740420,1
250,3.492452,4.252986,1
251,3.749470,-1.605217,1
252,5.479464,5.589872,1
253,3.206942,2.159672,1
254,9.070694,-0.837615,1
255,2.844054,2.959561,1
256,5.863317,2.724892,1
257,4.118679,3.214780,1
258,5.582716,3.559239,1
259,3.742136,1.575065,1
260,5.114057,0.105030,1
261,3.291540,5.843468,1
262,3.482891,2.348836,1
263,7.314906,-0.213674,1
264,4.866688,3.407615,1
265,2.086112,2.558503,1
266,5.408458,0.254918,1
267,2.224184,1.967234,1
268,4.507265,1.667430,1
269,5.444991,3.811492,1
270,4.585598,-1.122758,1
271,7.654120,1.092230,1
272,4.721071,2.866357,1
273,4.897260,1.692228,1
274,6.855997,5.119581,1
275,4.746384,3.687618,1
276,5.062285,3.181657,1
277,1.639825,1.208721,1
278,6.930138,2.012717,1
279,4.432113,6.891935,1
280,4.119754,1.935159,1
