k,yx,yy,Sx,Sy,NIS,q,r
0,0.929207,-0.838113,29.004000,29.004000,0.053988,1.000000,4.000000
1,-3.843003,2.885164,7.453455,7.453455,3.098274,1.000000,4.000000
2,1.749619,-0.788466,5.862227,5.862227,0.628233,1.000000,4.000000
3,-1.150541,1.892357,5.283440,5.283440,0.928327,1.000000,4.000000
4,1.136152,5.870419,4.988342,4.988342,7.167245,1.000000,4.000000
5,2.311615,-4.337756,4.813035,4.813035,5.019637,1.000000,4.000000
6,-0.955474,-0.908991,4.699955,4.699955,0.370045,1.000000,4.000000
7,2.831975,-1.884196,4.623583,4.623583,2.502449,1.000000,4.000000
8,2.145098,0.501458,4.570779,4.570779,1.061724,1.000000,4.000000
9,-2.461414,-2.183655,4.534005,4.534005,2.387934,1.000000,4.000000
10,-1.642600,-3.366193,4.508548,4.508548,3.111732,1.000000,4.000000
11,2.276595,1.368542,4.491253,4.491253,1.571008,1.000000,4.000000
12,72.712441,17.429433,4.479879,4.479879,1247.998883,1.000000,4.000000
13,-10.477060,-3.258682,4.472769,4.472769,26.915717,1.000000,4.000000
14,24.678176,52.413521,4.468656,4.468656,751.051271,1.000000,4.000000
15,-10.470223,-7.434130,4.466553,4.466553,36.917022,1.000000,4.000000
16,-12.478006,-8.499247,4.465694,4.465694,51.041976,1.000000,4.000000
17,26.380864,51.448060,4.465482,4.465482,748.598435,1.000000,4.000000
18,-11.526701,-12.051615,4.465466,4.465466,62.279331,1.000000,4.000000
19,31.906051,-41.601455,4.465314,4.465314,615.561826,1.000000,4.000000
20,-14.378737,-9.736720,4.464793,4.464793,67.539922,1.000000,4.000000
21,-13.691777,-8.455286,4.463751,4.463751,58.013232,1.000000,4.000000
22,-12.639528,-4.975828,4.462101,4.462101,41.351935,1.000000,4.000000
23,-11.806061,-8.744489,4.459808,4.459808,48.398758,1.000000,4.000000
24,-12.498692,-6.384481,4.456873,4.456873,44.196658,1.000000,4.000000
25,-9.723103,-7.464937,4.453326,4.453326,33.741975,1.000000,4.000000
26,-38.802518,59.365725,4.449213,4.449213,1130.519981,1.000000,4.000000
27,-7.044501,-11.837544,4.444595,4.444595,42.692851,1.000000,4.000000
28,-2.957603,-12.524406,4.439535,4.439535,37.303041,1.000000,4.000000
29,-70.576094,-30.946924,4.434099,4.434099,1339.324565,1.000000,4.000000
30,5.357657,-2.170065,4.428351,4.428351,7.545398,1.000000,4.000000
31,4.640819,-3.514407,4.422353,4.422353,7.662947,1.000000,4.000000
32,-0.340651,-4.605153,4.416161,4.416161,4.828511,1.000000,4.000000
33,1.340332,-1.812912,4.409826,4.409826,1.152685,1.000000,4.000000
34,0.647615,-2.068849,4.403395,4.403395,1.067255,1.000000,4.000000
35,3.378331,-5.810302,4.396907,4.396907,10.273754,1.000000,4.000000
36,0.000000,0.000000,4.390396,4.390396,0.000000,1.000000,4.000000
37,4.413063,-4.608447,4.421340,4.421340,9.208275,1.000000,4.000000
38,3.722103,-2.802803,4.410673,4.410673,4.922097,1.000000,4.000000
39,5.116978,2.553694,4.400565,4.400565,7.431959,1.000000,4.000000
40,6.520343,-3.628702,4.390968,4.390968,12.681110,1.000000,4.000000
41,3.836319,0.873572,4.381842,4.381842,3.532868,1.000000,4.000000
42,28.108537,-78.900694,4.373150,4.373150,1604.200353,1.000000,4.000000
43,8.160063,-3.567252,4.364859,4.364859,18.170554,1.000000,4.000000
44,-59.552429,76.367440,4.356940,4.356940,2152.537508,1.000000,4.000000
45,4.146168,-3.087083,4.349367,4.349367,6.143604,1.000000,4.000000
46,5.592132,2.278204,4.342117,4.342117,8.397323,1.000000,4.000000
47,6.082851,-47.906154,4.335167,4.335167,537.926404,1.000000,4.000000
48,6.142559,5.102365,4.328499,4.328499,14.731473,1.000000,4.000000
49,4.268471,1.860047,4.322095,4.322095,5.015998,1.000000,4.000000
50,1.726276,5.773125,4.315940,4.315940,8.412769,1.000000,4.000000
51,5.413604,5.433856,4.310018,4.310018,13.650498,1.000000,4.000000
52,61.361072,-72.167290,4.304316,4.304316,2084.721063,1.000000,4.000000
53,56.940243,-12.034172,4.298822,4.298822,787.893116,1.000000,4.000000
54,-47.490154,-17.761024,4.293525,4.293525,598.754821,1.000000,4.000000
55,4.582700,89.613016,4.288413,4.288413,1877.499597,1.000000,4.000000
56,1.025810,8.017539,4.283477,4.283477,15.252379,1.000000,4.000000
57,63.383646,33.440347,4.278709,4.278709,1200.302188,1.000000,4.000000
58,-2.423496,3.838866,4.274099,4.274099,4.822123,1.000000,4.000000
59,-5.384205,2.441270,4.269639,4.269639,8.185577,1.000000,4.000000
60,-5.347263,2.372590,4.265323,4.265323,8.023402,1.000000,4.000000
61,0.000000,0.000000,4.261144,4.261144,0.000000,1.000000,4.000000
62,-4.480779,4.536930,4.273877,4.273877,9.513874,1.000000,4.000000
63,-3.858350,6.857627,4.268627,4.268627,14.504408,1.000000,4.000000
64,-4.829431,0.903570,4.263616,4.263616,5.661824,1.000000,4.000000
65,35.109497,80.613272,4.258826,4.258826,1815.330492,1.000000,4.000000
66,-49.800675,7.526321,4.254240,4.254240,596.288115,1.000000,4.000000
67,-2.774317,-4.077455,4.249844,4.249844,5.723144,1.000000,4.000000
68,-1.397575,-2.565007,4.245626,4.245626,2.009710,1.000000,4.000000
69,-1.551190,-3.783708,4.241573,4.241573,3.942556,1.000000,4.000000
70,-3.712099,-1.149052,4.237676,4.237676,3.563274,1.000000,4.000000
71,-0.583477,-2.755249,4.233923,4.233923,1.873402,1.000000,4.000000
72,0.000000,0.000000,4.230307,4.230307,0.000000,1.000000,4.000000
73,26.159509,18.409156,4.239877,4.239877,241.331741,1.000000,4.000000
74,0.000000,0.000000,4.235583,4.235583,0.000000,1.000000,4.000000
75,-4.471051,-1.238904,4.245112,4.245112,5.070580,1.000000,4.000000
76,-3.715637,-3.050746,4.240177,4.240177,5.450953,1.000000,4.000000
77,-3.284065,0.667168,4.235497,4.235497,2.651447,1.000000,4.000000
78,35.872878,13.877241,4.231051,4.231051,349.662796,1.000000,4.000000
79,-16.704849,-64.633706,4.226821,4.226821,1054.354638,1.000000,4.000000
80,-5.707457,0.280184,4.222789,4.222789,7.732702,1.000000,4.000000
81,24.363532,-46.610606,4.218940,4.218940,655.645781,1.000000,4.000000
82,0.000000,0.000000,4.215262,4.215262,0.000000,1.000000,4.000000
83,-4.752594,-20.728857,4.223135,4.223135,107.094071,1.000000,4.000000
84,-4.612503,6.246933,4.218983,4.218983,14.292390,1.000000,4.000000
85,-3.640472,4.597551,4.215033,4.215033,8.159012,1.000000,4.000000
86,2.074040,-65.511154,4.211270,4.211270,1020.122987,1.000000,4.000000
87,-53.958197,85.476259,4.207678,4.207678,2428.341411,1.000000,4.000000
88,-1.703080,2.693883,4.204245,4.204245,2.416007,1.000000,4.000000
89,0.000000,0.000000,4.200961,4.200961,0.000000,1.000000,4.000000
90,-1.855256,7.097890,4.207752,4.207752,12.791159,1.000000,4.000000
91,0.356851,5.744553,4.204096,4.204096,7.879750,1.000000,4.000000
92,0.000000,0.000000,4.200611,4.200611,0.000000,1.000000,4.000000
93,-1.070222,9.998648,4.207177,4.207177,24.034727,1.000000,4.000000
94,0.000000,0.000000,4.203354,4.203354,0.000000,1.000000,4.000000
95,-5.548419,2.884181,4.209871,4.209871,9.288516,1.000000,4.000000
96,-0.152078,4.560005,4.205734,4.205734,4.949618,1.000000,4.000000
97,0.000000,0.000000,4.201814,4.201814,0.000000,1.000000,4.000000
98,-41.162958,64.853201,4.208086,4.208086,1402.140090,1.000000,4.000000
99,-3.517374,2.720126,4.203883,4.203883,4.703034,1.000000,4.000000
100,15.688134,-3.673902,4.199906,4.199906,61.814503,1.000000,4.000000
101,0.111733,1.826686,4.196137,4.196137,0.798178,1.000000,4.000000
102,-1.512744,-0.587384,4.192558,4.192558,0.628116,1.000000,4.000000
103,54.248672,-80.501257,4.189155,4.189155,2249.468086,1.000000,4.000000
104,-3.301041,4.382591,4.185915,4.185915,7.191732,1.000000,4.000000
105,-21.077321,-64.972952,4.182825,4.182825,1115.451260,1.000000,4.000000
106,-46.727031,29.902363,4.179876,4.179876,736.281848,1.000000,4.000000
107,-57.432290,32.538035,4.177056,4.177056,1043.124978,1.000000,4.000000
108,0.000000,0.000000,4.174358,4.174358,0.000000,1.000000,4.000000
109,-70.313057,-34.524290,4.179259,4.179259,1468.167460,1.000000,4.000000
110,76.273632,-20.086942,4.176354,4.176354,1489.613362,1.000000,4.000000
111,5.351914,5.823742,4.173577,4.173577,14.989288,1.000000,4.000000
112,6.620526,6.160522,4.170922,4.170922,19.607992,1.000000,4.000000
113,4.597878,10.309323,4.168378,4.168378,30.568871,1.000000,4.000000
114,0.665057,3.295051,4.165940,4.165940,2.712392,1.000000,4.000000
115,2.612652,3.479602,4.163601,4.163601,4.547404,1.000000,4.000000
116,3.449027,8.085829,4.161354,4.161354,18.570016,1.000000,4.000000
117,42.239227,71.977215,4.159194,4.159194,1674.572468,1.000000,4.000000
118,-71.414911,20.869561,4.157116,4.157116,1331.603077,1.000000,4.000000
119,0.000000,0.000000,4.155114,4.155114,0.000000,1.000000,4.000000
120,5.482765,2.117054,4.159125,4.159125,8.305262,1.000000,4.000000
121,4.419470,1.006151,4.156967,4.156967,4.942078,1.000000,4.000000
122,6.742584,5.618268,4.154893,4.154893,18.538955,1.000000,4.000000
123,4.354358,3.867561,4.152896,4.152896,8.167422,1.000000,4.000000
124,6.230635,1.998579,4.150974,4.150974,10.314478,1.000000,4.000000
125,7.106353,1.152442,4.149121,4.149121,12.491412,1.000000,4.000000
126,4.434725,-0.885194,4.147335,4.147335,4.930963,1.000000,4.000000
127,14.523913,54.570499,4.145610,4.145610,769.219275,1.000000,4.000000
128,2.169459,3.097374,4.143945,4.143945,3.450884,1.000000,4.000000
129,0.000000,0.000000,4.142336,4.142336,0.000000,1.000000,4.000000
130,2.480840,-1.596762,4.145790,4.145790,2.099531,1.000000,4.000000
131,0.000000,0.000000,4.144056,4.144056,0.000000,1.000000,4.000000
132,4.904517,2.096384,4.147510,4.147510,6.859324,1.000000,4.000000
133,4.643712,0.409788,4.145655,4.145655,5.242111,1.000000,4.000000
134,1.929154,-1.333023,4.143869,4.143869,1.326920,1.000000,4.000000
135,5.124336,0.038558,4.142147,4.142147,6.339782,1.000000,4.000000
136,2.211077,0.051244,4.140487,4.140487,1.181379,1.000000,4.000000
137,-74.179820,27.678679,4.138885,4.138885,1514.599977,1.000000,4.000000
138,0.000000,0.000000,4.137338,4.137338,0.000000,1.000000,4.000000
139,6.225141,0.339291,4.140507,4.140507,9.387135,1.000000,4.000000
140,3.343836,-60.027876,4.138855,4.138855,873.315711,1.000000,4.000000
141,4.474036,0.434642,4.137262,4.137262,4.883886,1.000000,4.000000
142,2.814522,-2.564680,4.135724,4.135724,3.505824,1.000000,4.000000
143,0.000000,0.000000,4.134239,4.134239,0.000000,1.000000,4.000000
144,4.913532,-2.639662,4.137260,4.137260,7.519617,1.000000,4.000000
145,67.829424,70.880492,4.135679,4.135679,2327.277834,1.000000,4.000000
146,0.000000,0.000000,4.134154,4.134154,0.000000,1.000000,4.000000
147,5.025014,-0.685768,4.137131,4.137131,6.217119,1.000000,4.000000
148,1.978443,-0.046462,4.135515,4.135515,0.947015,1.000000,4.000000
149,3.275731,-3.368030,4.133957,4.133957,5.339689,1.000000,4.000000
150,2.806731,1.279490,4.132454,4.132454,2.302466,1.000000,4.000000
151,3.682878,-1.600840,4.131003,4.131003,3.903721,1.000000,4.000000
152,1.196363,-0.585529,4.129603,4.129603,0.429612,1.000000,4.000000
153,3.548063,-5.398396,4.128250,4.128250,10.108747,1.000000,4.000000
154,7.527075,-1.232361,4.126942,4.126942,14.096534,1.000000,4.000000
155,7.386717,-1.517886,4.125677,4.125677,13.783814,1.000000,4.000000
156,56.076352,6.618783,4.124453,4.124453,773.039617,1.000000,4.000000
157,0.579337,0.121867,4.123268,4.123268,0.085001,1.000000,4.000000
158,1.495513,-0.199221,4.122121,4.122121,0.552203,1.000000,4.000000
159,4.691076,-5.565444,4.121010,4.121010,12.856161,1.000000,4.000000
160,-22.055163,-31.293781,4.119933,4.119933,355.765747,1.000000,4.000000
161,1.260451,-0.943517,4.118888,4.118888,0.601852,1.000000,4.000000
162,4.080193,0.237624,4.117876,4.117876,4.056568,1.000000,4.000000
163,1.957840,0.134064,4.116893,4.116893,0.935441,1.000000,4.000000
164,0.000000,0.000000,4.115939,4.115939,0.000000,1.000000,4.000000
165,0.000000,0.000000,4.118347,4.118347,0.000000,1.000000,4.000000
166,-75.784491,-13.765521,4.120797,4.120797,1439.716228,1.000000,4.000000
167,7.979304,1.805119,4.119676,4.119676,16.245875,1.000000,4.000000
168,8.733389,3.713600,4.118591,4.118591,21.867409,1.000000,4.000000
169,-37.625477,-16.699825,4.117540,4.117540,411.546862,1.000000,4.000000
170,5.965169,0.575330,4.116521,4.116521,8.724417,1.000000,4.000000
171,3.343052,3.334999,4.115534,4.115534,5.418061,1.000000,4.000000
172,76.177887,76.130433,4.114577,4.114577,2818.980649,1.000000,4.000000
173,0.443043,-0.947292,4.113649,4.113649,0.265859,1.000000,4.000000
174,2.697290,1.588362,4.112748,4.112748,2.382413,1.000000,4.000000
175,0.000000,0.000000,4.111874,4.111874,0.000000,1.000000,4.000000
176,0.000000,0.000000,4.114130,4.114130,0.000000,1.000000,4.000000
177,3.242592,1.467215,4.116427,4.116427,3.077212,1.000000,4.000000
178,0.000000,0.000000,4.115405,4.115405,0.000000,1.000000,4.000000
179,4.200425,0.536951,4.117716,4.117716,4.354814,1.000000,4.000000
180,0.000000,0.000000,4.116634,4.116634,0.000000,1.000000,4.000000
181,3.171489,1.311935,4.118958,4.118958,2.859829,1.000000,4.000000
182,3.494420,0.830436,4.117819,4.117819,3.132870,1.000000,4.000000
183,0.000000,0.000000,4.116718,4.116718,0.000000,1.000000,4.000000
184,3.461607,0.231462,4.119027,4.119027,2.922122,1.000000,4.000000
185,3.449315,-2.350636,4.117869,4.117869,4.231136,1.000000,4.000000
186,0.631166,-2.682377,4.116750,4.116750,1.844541,1.000000,4.000000
187,2.075822,-3.297472,4.115668,4.115668,3.688917,1.000000,4.000000
188,3.027171,-0.369943,4.114622,4.114622,2.260384,1.000000,4.000000
189,11.889176,-10.607514,4.113610,4.113610,61.715103,1.000000,4.000000
190,31.397619,21.893858,4.112630,4.112630,356.256545,1.000000,4.000000
191,4.856664,-1.348449,4.111682,4.111682,6.178859,1.000000,4.000000
192,2.357267,0.456840,4.110764,4.110764,1.402515,1.000000,4.000000
193,2.293798,-0.371990,4.109875,4.109875,1.313880,1.000000,4.000000
194,-44.198941,-55.244628,4.109013,4.109013,1218.179366,1.000000,4.000000
195,59.314787,33.427761,4.108178,4.108178,1128.397716,1.000000,4.000000
196,2.621775,1.040916,4.107369,4.107369,1.937301,1.000000,4.000000
197,1.559516,-2.022813,4.106584,4.106584,1.588634,1.000000,4.000000
198,2.756870,-0.801914,4.105823,4.105823,2.007734,1.000000,4.000000
199,0.035606,2.021229,4.105084,4.105084,0.995506,1.000000,4.000000
200,69.312159,69.946961,4.104368,4.104368,2362.544740,1.000000,4.000000
201,-0.493576,-2.878482,4.103673,4.103673,2.078450,1.000000,4.000000
202,0.000000,0.000000,4.102998,4.102998,0.000000,1.000000,4.000000
203,0.000000,0.000000,4.104978,4.104978,0.000000,1.000000,4.000000
204,-81.833372,18.779093,4.106994,4.106994,1716.427097,1.000000,4.000000
205,-0.586060,-0.122406,4.106205,4.106205,0.087295,1.000000,4.000000
206,0.077135,-1.848600,4.105441,4.105441,0.833838,1.000000,4.000000
207,1.462501,-2.734309,4.104700,4.104700,2.342524,1.000000,4.000000
208,2.311020,-0.613780,4.103981,4.103981,1.393169,1.000000,4.000000
209,0.000000,0.000000,4.103284,4.103284,0.000000,1.000000,4.000000
210,-2.105206,-0.167341,4.105257,4.105257,1.086386,1.000000,4.000000
211,2.678744,-6.267835,4.104515,4.104515,11.319588,1.000000,4.000000
212,0.000000,0.000000,4.103796,4.103796,0.000000,1.000000,4.000000
