k,yx,yy,Sx,Sy,NIS,q,r
0,6.435369,1.272794,29.004000,29.004000,1.483726,1.000000,4.000000
1,4.246431,3.790666,7.453455,7.453455,4.347156,1.000000,4.000000
2,-6.636757,-6.747240,5.862227,5.862227,15.279482,1.000000,4.000000
3,-5.009014,13.614516,5.283440,5.283440,39.831108,1.000000,4.000000
4,-1.273658,-4.823688,4.988342,4.988342,4.989668,1.000000,4.000000
5,6.454237,-12.386892,4.813035,4.813035,40.534150,1.000000,4.000000
6,-0.048269,-1.227244,4.699955,4.699955,0.320951,1.000000,4.000000
7,0.147129,-4.627564,4.623583,4.623583,4.636231,1.000000,4.000000
8,-2.074846,3.258006,4.570779,4.570779,3.264123,1.000000,4.000000
9,-11.402690,5.090667,4.534005,4.534005,34.392602,1.000000,4.000000
10,-10.232161,6.700352,4.508548,4.508548,33.179603,1.000000,4.000000
11,-8.475495,-8.384512,4.491253,4.491253,31.646864,1.000000,4.000000
12,-3.641642,5.465324,4.479879,4.479879,9.627788,1.000000,4.000000
13,-5.640365,-2.730247,4.472769,4.472769,8.779340,1.000000,4.000000
14,3.371420,0.233062,4.468656,4.468656,2.555755,1.000000,4.000000
15,-15.105709,-2.417712,4.466553,4.466553,52.395611,1.000000,4.000000
16,10.674675,1.889305,4.465694,4.465694,26.315769,1.000000,4.000000
17,11.358463,1.452436,4.465482,4.465482,29.363966,1.000000,4.000000
18,-3.926665,-5.254699,4.465466,4.465466,9.636297,1.000000,4.000000
19,-3.847468,-1.130284,4.465314,4.465314,3.601213,1.000000,4.000000
20,-17.228149,-4.594417,4.464793,4.464793,71.205483,1.000000,4.000000
21,0.176341,4.106906,4.463751,4.463751,3.785555,1.000000,4.000000
22,1.731772,-10.535206,4.462101,4.462101,25.546168,1.000000,4.000000
23,0.896208,0.394518,4.459808,4.459808,0.214994,1.000000,4.000000
24,4.490504,9.199712,4.456873,4.456873,23.514093,1.000000,4.000000
25,2.590127,-9.290686,4.453326,4.453326,20.889021,1.000000,4.000000
26,10.347764,1.910962,4.449213,4.449213,24.887094,1.000000,4.000000
27,7.264382,-0.767663,4.444595,4.444595,12.005718,1.000000,4.000000
28,8.710649,-0.531878,4.439535,4.439535,17.154569,1.000000,4.000000
29,-2.200530,-3.492288,4.434099,4.434099,3.842587,1.000000,4.000000
30,-3.670188,-0.297072,4.428351,4.428351,3.061757,1.000000,4.000000
31,-6.358179,-1.716161,4.422353,4.422353,9.807370,1.000000,4.000000
32,-2.508812,6.077054,4.416161,4.416161,9.787851,1.000000,4.000000
33,2.024725,-7.309448,4.409826,4.409826,13.045308,1.000000,4.000000
34,6.606067,-6.421770,4.403395,4.403395,19.275864,1.000000,4.000000
35,3.169387,-1.585210,4.396907,4.396907,2.856077,1.000000,4.000000
36,0.163431,0.914460,4.390396,4.390396,0.196553,1.000000,4.000000
37,0.470138,8.521612,4.383895,4.383895,16.615114,1.000000,4.000000
38,0.382835,0.996802,4.377426,4.377426,0.260467,1.000000,4.000000
39,7.388784,-9.089473,4.371013,4.371013,31.391499,1.000000,4.000000
40,-3.429528,0.097837,4.364672,4.364672,2.696935,1.000000,4.000000
41,4.159573,-2.603198,4.358419,4.358419,5.524638,1.000000,4.000000
42,13.193825,5.344970,4.352265,4.352265,46.560985,1.000000,4.000000
43,8.751773,6.973096,4.346218,4.346218,28.810701,1.000000,4.000000
44,-2.320455,4.760247,4.340287,4.340287,6.461429,1.000000,4.000000
45,-1.523380,3.469834,4.334477,4.334477,3.313073,1.000000,4.000000
46,-7.425642,5.928467,4.328792,4.328792,20.857295,1.000000,4.000000
47,-0.421586,3.922788,4.323233,4.323233,3.600547,1.000000,4.000000
48,-4.053199,-6.760115,4.317803,4.317803,14.388701,1.000000,4.000000
49,-0.811293,6.199693,4.312502,4.312502,9.065360,1.000000,4.000000
50,8.308645,-3.776527,4.307330,4.307330,19.338136,1.000000,4.000000
51,-12.516223,2.915066,4.302286,4.302286,38.387369,1.000000,4.000000
52,9.926230,0.344542,4.297369,4.297369,22.955613,1.000000,4.000000
53,7.343322,5.487859,4.292577,4.292577,19.578209,1.000000,4.000000
54,2.049760,-1.600350,4.287908,4.287908,1.577141,1.000000,4.000000
55,-7.967893,4.050781,4.283359,4.283359,18.652682,1.000000,4.000000
56,-7.795701,-12.393388,4.278929,4.278929,50.098758,1.000000,4.000000
57,-1.531400,15.850142,4.274613,4.274613,59.320498,1.000000,4.000000
58,2.121572,8.890863,4.270410,4.270410,19.564515,1.000000,4.000000
59,-10.495924,15.817248,4.266317,4.266317,84.463898,1.000000,4.000000
60,7.838718,5.285372,4.262330,4.262330,20.969903,1.000000,4.000000
