k,zx,zy,valid
0,-1.591772,-5.488660,1
1,-0.597297,3.342940,1
2,0.483154,2.938876,1
3,1.555593,1.001841,1
4,0.005491,-0.273464,1
5,-0.139393,-1.072528,1
6,3.724738,-3.719231,1
7,-0.815029,1.546910,1
8,-0.891569,-2.688356,1
9,-1.219412,0.680393,1
10,-0.480899,1.877164,1
11,5.489377,0.443345,1
12,1.826781,2.994839,1
13,-0.342317,-2.064817,1
14,0.470742,-1.675454,1
15,-0.879822,0.677203,1
16,-0.196083,2.112008,1
17,0.053947,-0.559152,1
18,1.314690,-0.757005,1
19,-1.985745,-2.063690,1
20,-1.833044,0.267510,1
21,2.488894,0.207089,1
22,-0.232215,2.708742,1
23,-0.653489,1.141542,1
24,1.509761,-0.794757,1
25,-1.298389,0.843798,1
26,-0.131945,-0.802125,1
27,-3.871424,-2.863355,1
28,-1.822655,0.106074,1
29,1.458418,0.425373,1
30,0.407224,-1.101729,1
31,3.120282,0.259337,1
32,0.913872,-1.429210,1
33,1.155697,0.390093,1
34,2.139456,1.630325,1
35,-0.486405,-0.253558,1
36,-0.698123,-0.897450,1
37,1.151382,2.370803,1
38,0.657750,-1.514272,1
39,-1.766715,-0.318605,1
40,2.911113,4.113806,1
41,-2.118037,0.478592,1
42,-2.694755,-2.225361,1
43,1.773421,-1.545641,1
44,1.451197,2.050708,1
45,-1.247778,1.159090,1
46,3.200126,-0.341119,1
47,3.371257,-0.021100,1
48,1.215709,2.884454,1
49,2.615854,-1.468545,1
50,1.329716,-2.975544,1
51,-2.184694,0.646050,1
52,1.620905,1.602638,1
53,2.804303,-1.136038,1
54,1.677162,-1.978506,1
55,0.930243,0.295470,1
56,-0.294263,0.527786,1
57,-0.039875,2.353102,1
58,-2.440107,-0.580046,1
59,-1.181775,0.478561,1
60,0.727127,-0.071135,1
61,2.345061,2.218492,1
62,-0.554793,0.479381,1
63,1.063687,1.384271,1
64,1.376294,0.357714,1
65,-0.240301,-0.773853,1
66,-0.992294,1.454971,1
67,3.735969,0.610465,1
68,-0.651678,-1.567772,1
69,3.356622,-0.633745,1
70,2.097971,0.624795,1
71,1.343467,-1.034886,1
72,-1.628903,1.695834,1
73,1.542966,-1.950665,1
74,0.589572,-0.957943,1
75,2.204405,1.930400,1
76,7.241093,1.768439,1
77,3.307875,0.013897,1
78,-2.100743,-1.694665,1
79,0.442775,-0.763178,1
80,2.630562,-2.122641,1
81,2.115288,-3.308471,1
82,1.990237,2.452909,1
83,3.727605,1.924625,1
84,2.025053,1.822758,1
85,1.601729,0.902371,1
86,0.853709,0.480933,1
87,1.974059,0.839053,1
88,2.442891,3.272020,1
89,6.152101,-1.863588,1
90,3.681245,-0.852694,1
91,3.409598,-1.898695,1
92,0.721016,2.851584,1
93,-0.340141,-3.505203,1
94,3.069626,1.341822,1
95,1.745732,2.148148,1
96,1.611216,4.112382,1
97,0.131008,2.456503,1
98,1.061057,2.551269,1
99,0.921565,-2.042547,1
100,3.491388,1.180098,1
101,3.652457,-1.870966,1
