k,yx,yy,Sx,Sy,NIS,q,r
0,-1.591772,-5.488660,29.004000,29.004000,1.126022,1.000000,4.000000
1,0.775171,8.075405,7.453455,7.453455,8.829873,1.000000,4.000000
2,1.496203,3.925540,5.862227,5.862227,3.010543,1.000000,4.000000
3,2.091453,0.733011,5.283440,5.283440,0.929599,1.000000,4.000000
4,0.028083,-0.730005,4.988342,4.988342,0.106989,1.000000,4.000000
5,-0.127639,-1.392572,4.813035,4.813035,0.406302,1.000000,4.000000
6,3.753103,-3.808636,4.699955,4.699955,6.083354,1.000000,4.000000
7,-1.361809,2.031540,4.623583,4.623583,1.293732,1.000000,4.000000
8,-1.266209,-2.477875,4.570779,4.570779,1.694055,1.000000,4.000000
9,-1.442595,1.209667,4.534005,4.534005,0.781732,1.000000,4.000000
10,-0.534751,2.268229,4.508548,4.508548,1.204561,1.000000,4.000000
11,5.497707,0.572482,4.491253,4.491253,6.802672,1.000000,4.000000
12,1.208918,3.052496,4.479879,4.479879,2.406139,1.000000,4.000000
13,-1.120717,-2.358620,4.472769,4.472769,1.524580,1.000000,4.000000
14,-0.214268,-1.731867,4.468656,4.468656,0.681474,1.000000,4.000000
15,-1.566252,0.800021,4.466553,4.466553,0.692520,1.000000,4.000000
16,-0.734009,2.144368,4.465694,4.465694,1.150344,1.000000,4.000000
17,-0.418355,-0.769509,4.465482,4.465482,0.171799,1.000000,4.000000
18,0.877474,-0.901837,4.465466,4.465466,0.354559,1.000000,4.000000
19,-2.527978,-2.124038,4.465314,4.465314,2.441532,1.000000,4.000000
20,-2.110992,0.431083,4.464793,4.464793,1.039717,1.000000,4.000000
21,2.443460,0.325938,4.463751,4.463751,1.361351,1.000000,4.000000
22,-0.532321,2.792071,4.462101,4.462101,1.810588,1.000000,4.000000
23,-0.896381,0.918848,4.459808,4.459808,0.369473,1.000000,4.000000
24,1.366149,-1.133953,4.456873,4.456873,0.707270,1.000000,4.000000
25,-1.582280,0.604966,4.453326,4.453326,0.644371,1.000000,4.000000
26,-0.247007,-1.121474,4.449213,4.449213,0.296393,1.000000,4.000000
27,-3.952575,-3.082909,4.444595,4.444595,5.653424,1.000000,4.000000
28,-1.480675,0.196119,4.439535,4.439535,0.502499,1.000000,4.000000
29,1.981550,0.496315,4.434099,4.434099,0.941087,1.000000,4.000000
30,0.762120,-1.081268,4.428351,4.428351,0.395174,1.000000,4.000000
31,3.423950,0.387133,4.422353,4.422353,2.684839,1.000000,4.000000
32,0.898870,-1.337244,4.416161,4.416161,0.587884,1.000000,4.000000
33,1.060739,0.614549,4.409826,4.409826,0.340793,1.000000,4.000000
34,1.946593,1.801782,4.403395,4.403395,1.597777,1.000000,4.000000
35,-0.864123,-0.249715,4.396907,4.396907,0.184008,1.000000,4.000000
36,-1.001285,-0.872729,4.390396,4.390396,0.401838,1.000000,4.000000
37,0.937242,2.474460,4.383895,4.383895,1.597067,1.000000,4.000000
38,0.358427,-1.634147,4.377426,4.377426,0.639396,1.000000,4.000000
39,-2.101192,-0.299227,4.371013,4.371013,1.030549,1.000000,4.000000
40,2.757177,4.157855,4.364672,4.364672,5.702555,1.000000,4.000000
41,-2.508290,0.162243,4.358419,4.358419,1.449571,1.000000,4.000000
42,-2.877550,-2.568521,4.352265,4.352265,3.418356,1.000000,4.000000
43,1.832609,-1.687331,4.346218,4.346218,1.427802,1.000000,4.000000
44,1.368632,2.041469,4.340287,4.340287,1.391786,1.000000,4.000000
45,-1.436905,0.982629,4.334477,4.334477,0.699105,1.000000,4.000000
46,3.126158,-0.602991,4.328792,4.328792,2.341639,1.000000,4.000000
47,3.056696,-0.245326,4.323233,4.323233,2.175126,1.000000,4.000000
48,0.662453,2.670979,4.317803,4.317803,1.753895,1.000000,4.000000
49,2.002215,-1.892119,4.312502,4.312502,1.759762,1.000000,4.000000
50,0.555078,-3.271464,4.307330,4.307330,2.556244,1.000000,4.000000
51,-3.015996,0.580862,4.302286,4.302286,2.192702,1.000000,4.000000
52,0.990489,1.492787,4.297369,4.297369,0.746848,1.000000,4.000000
53,2.092405,-1.355927,4.292577,4.292577,1.448244,1.000000,4.000000
54,0.805787,-2.110177,4.287908,4.287908,1.189890,1.000000,4.000000
55,-0.013558,0.305113,4.283359,4.283359,0.021777,1.000000,4.000000
56,-1.255466,0.516336,4.278929,4.278929,0.430668,1.000000,4.000000
57,-0.935401,2.306207,4.274613,4.274613,1.448918,1.000000,4.000000
58,-3.290158,-0.780693,4.270410,4.270410,2.677640,1.000000,4.000000
59,-1.832837,0.323005,4.266317,4.266317,0.811853,1.000000,4.000000
60,0.183973,-0.251701,4.262330,4.262330,0.022804,1.000000,4.000000
61,1.783803,2.048951,4.258448,4.258448,1.733062,1.000000,4.000000
62,-1.233703,0.178023,4.254666,4.254666,0.365179,1.000000,4.000000
63,0.450983,1.064538,4.250982,4.250982,0.314428,1.000000,4.000000
64,0.728703,-0.034060,4.247393,4.247393,0.125293,1.000000,4.000000
65,-0.939575,-1.172787,4.243896,4.243896,0.532113,1.000000,4.000000
66,-1.645584,1.115825,4.240489,4.240489,0.932207,1.000000,4.000000
67,3.170083,0.199008,4.237169,4.237169,2.381078,1.000000,4.000000
68,-1.404846,-1.999643,4.233932,4.233932,1.410548,1.000000,4.000000
69,2.672925,-0.962002,4.230777,4.230777,1.907445,1.000000,4.000000
70,1.257191,0.343270,4.227701,4.227701,0.401723,1.000000,4.000000
71,0.422257,-1.341034,4.224702,4.224702,0.467884,1.000000,4.000000
72,-2.585758,1.456370,4.221776,4.221776,2.086126,1.000000,4.000000
73,0.711561,-2.272855,4.218922,4.218922,1.344464,1.000000,4.000000
74,-0.289892,-1.166013,4.216138,4.216138,0.342404,1.000000,4.000000
75,1.328965,1.779488,4.213421,4.213421,1.170718,1.000000,4.000000
76,6.286164,1.522985,4.210770,4.210770,9.935318,1.000000,4.000000
77,2.019946,-0.313692,4.208182,4.208182,0.992966,1.000000,4.000000
78,-3.508883,-2.012337,4.205655,4.205655,3.890420,1.000000,4.000000
