k,zx,zy,valid
0,-0.406287,0.323859,1
1,-1.558961,-0.425664,1
2,-1.041753,-0.616520,1
3,2.179930,-3.698607,1
4,-2.201165,-0.013697,1
5,1.855205,-0.658448,1
6,-0.877345,1.869677,1
7,0.334395,1.009884,1
8,1.359279,-0.027332,1
9,-2.419580,0.543117,1
10,0.096098,-3.033645,1
11,-1.527224,-0.476542,1
12,1.437442,-2.833289,1
13,1.030911,2.275878,1
14,-0.398892,-3.455446,1
15,-1.677712,-1.563354,1
16,-1.248771,1.725406,1
17,-2.282033,0.341998,1
18,0.994402,-2.805713,1
19,1.333640,-0.847444,1
20,-0.979998,2.568132,1
21,-1.561322,-0.763858,1
22,0.981338,-3.212506,1
23,1.038244,0.538964,1
24,2.693300,0.420574,1
25,0.020561,0.553719,1
26,-0.226084,4.561934,1
27,0.491772,3.313699,1
28,1.396307,0.941619,1
29,-0.820386,1.756979,1
30,-1.310128,-0.221869,1
31,4.015452,7.382068,1
32,-0.379904,-0.318502,1
33,0.770885,0.274447,1
34,-0.368197,1.475358,1
35,-1.159877,-4.916528,1
36,1.856665,3.984753,1
37,-0.475662,-3.782526,1
38,0.128149,-2.703086,1
39,0.234832,-0.180534,1
40,2.481673,-0.070905,1
41,-1.267861,0.788252,1
42,0.434498,0.564168,1
43,-0.917853,-0.670739,1
44,3.684175,1.780811,1
45,4.265398,-0.943399,1
46,0.727847,-0.843185,1
47,3.136914,-0.142217,1
48,0.028589,2.120409,1
49,0.361343,-2.286083,1
50,2.276347,-0.509773,1
51,0.450753,0.114585,1
52,-3.161735,-0.522103,1
53,3.380083,3.090401,1
54,5.516347,0.574107,1
55,0.208248,-2.502080,1
56,-2.623255,1.636327,1
57,3.194843,-3.754826,1
58,1.410589,3.814094,1
59,3.365930,2.830539,1
60,0.529008,-0.248046,1
61,-0.892730,5.865672,1
62,-0.832877,1.921821,1
63,-0.651893,0.648992,1
64,1.252664,0.761392,1
65,-0.569427,-0.986273,1
66,1.229341,0.365018,1
67,3.831566,-2.139437,1
68,3.286438,-1.017933,1
69,1.942322,2.438409,1
70,6.271752,0.222194,1
71,-1.512003,2.234469,1
72,-0.519041,-1.718440,1
73,1.510263,0.195146,1
74,0.434175,2.830696,1
75,0.640223,-2.734974,1
76,2.523458,-0.601427,1
77,3.707300,-2.164103,1
78,1.094603,-3.909421,1
79,3.948867,5.702677,1
80,4.797484,0.168274,1
81,2.185323,2.830289,1
82,1.095655,1.355830,1
83,1.997219,2.788320,1
84,3.009896,1.388299,1
85,6.841661,1.433352,1
86,2.175483,1.532084,1
87,2.222591,2.827690,1
88,4.623375,-1.288039,1
89,4.269404,-4.950865,1
90,4.448970,-2.603212,1
91,2.417511,-1.193654,1
92,4.182654,0.516291,1
93,0.471375,0.243535,1
94,1.984198,-1.148994,1
95,-0.140438,1.271401,1
96,2.688250,0.728434,1
97,2.627721,0.143079,1
98,0.418730,-0.132169,1
99,-1.076863,1.206339,1
100,0.280339,3.249763,1
101,3.549673,3.291897,1
102,3.931179,-1.281365,1
103,0.953715,1.113169,1
104,2.867427,3.728387,1
105,5.426856,-2.493400,1
106,3.924749,1.876709,1
107,2.023737,1.265670,1
108,4.514030,0.784565,1
109,1.602865,0.102587,1
110,2.221730,-2.781736,1
111,0.442896,-1.642735,1
112,2.902187,-1.102872,1
113,4.803669,-1.945636,1
114,5.084984,-1.062591,1
115,3.864392,1.714016,1
116,-0.985835,2.045224,1
117,2.223610,-0.998549,1
118,1.039822,-1.311686,1
