k,yx,yy,Sx,Sy,NIS,q,r
0,0.000000,0.000000,29.004000,29.004000,0.000000,1.000000,4.000000
1,0.000000,0.000000,29.016000,29.016000,0.000000,1.000000,4.000000
2,-0.480465,-2.110391,29.036001,29.036001,0.161337,1.000000,4.000000
3,1.394885,1.554798,7.456262,7.456262,0.585159,1.000000,4.000000
4,-24.923729,29.379423,5.864205,5.864205,253.119189,1.000000,4.000000
5,0.000000,0.000000,5.285145,5.285145,0.000000,1.000000,4.000000
6,7.103922,-5.946875,5.306674,5.306674,16.174169,1.000000,4.000000
7,0.000000,0.000000,5.008112,5.008112,0.000000,1.000000,4.000000
8,69.673808,-82.007692,5.039201,5.039201,2297.923843,1.000000,4.000000
9,-4.062673,9.863761,4.856602,4.856602,23.431835,1.000000,4.000000
10,-4.311731,8.096849,4.738664,4.738664,17.758167,1.000000,4.000000
11,-7.534778,7.975183,4.658488,4.658488,25.840235,1.000000,4.000000
12,-9.266550,8.114730,4.602333,4.602333,32.965410,1.000000,4.000000
13,-7.479542,7.816894,4.562373,4.562373,25.654936,1.000000,4.000000
14,-5.864960,5.212168,4.533763,4.533763,13.579106,1.000000,4.000000
15,-4.970504,4.526838,4.513296,4.513296,10.014450,1.000000,4.000000
16,-3.604534,3.219655,4.498731,4.498731,5.192318,1.000000,4.000000
17,-27.254209,-24.044687,4.488440,4.488440,294.297997,1.000000,4.000000
18,-0.363235,9.588297,4.481199,4.481199,20.545256,1.000000,4.000000
19,0.000000,0.000000,4.476075,4.476075,0.000000,1.000000,4.000000
20,-32.792109,-30.013819,4.528380,4.528380,436.392639,1.000000,4.000000
21,5.981074,9.359295,4.518183,4.518183,27.305148,1.000000,4.000000
22,5.814529,69.436388,4.509255,4.509255,1076.723480,1.000000,4.000000
23,4.569314,2.135480,4.501193,4.501193,5.651591,1.000000,4.000000
24,52.162688,2.062712,4.493702,4.493702,606.448976,1.000000,4.000000
25,-4.576890,-4.185034,4.486566,4.486566,8.572801,1.000000,4.000000
26,-1.808532,-2.737937,4.479634,4.479634,2.403563,1.000000,4.000000
27,0.621405,1.191074,4.472803,4.472803,0.403506,1.000000,4.000000
28,-1.069818,-1.433785,4.466006,4.466006,0.716580,1.000000,4.000000
29,-0.108603,-1.346831,4.459202,4.459202,0.409434,1.000000,4.000000
30,-3.850969,-2.540749,4.452371,4.452371,4.780680,1.000000,4.000000
31,-0.054206,0.424674,4.445507,4.445507,0.041230,1.000000,4.000000
32,0.516700,1.146936,4.438611,4.438611,0.356517,1.000000,4.000000
33,-2.016403,-0.318646,4.431694,4.431694,0.940366,1.000000,4.000000
34,0.339336,-1.899582,4.424770,4.424770,0.841527,1.000000,4.000000
35,1.120241,-0.786852,4.417852,4.417852,0.424205,1.000000,4.000000
36,-38.442775,77.719395,4.410959,4.410959,1704.425640,1.000000,4.000000
37,-6.368298,58.092170,4.404105,4.404105,775.470989,1.000000,4.000000
38,0.000000,0.000000,4.397305,4.397305,0.000000,1.000000,4.000000
39,0.843454,-14.107160,4.429341,4.429341,45.090989,1.000000,4.000000
40,1.304719,-15.106547,4.418266,4.418266,52.036259,1.000000,4.000000
41,4.178361,-15.270507,4.407822,4.407822,56.864152,1.000000,4.000000
42,0.000000,0.000000,4.397947,4.397947,0.000000,1.000000,4.000000
43,7.000719,-12.729621,4.427228,4.427228,47.671661,1.000000,4.000000
44,3.500622,-15.438743,4.413759,4.413759,56.779067,1.000000,4.000000
45,2.363870,-6.626724,4.401343,4.401343,11.246874,1.000000,4.000000
46,2.689802,-10.267936,4.389845,4.389845,25.665037,1.000000,4.000000
47,1.548342,-6.635618,4.379155,4.379155,10.602225,1.000000,4.000000
48,5.102147,-9.442530,4.369178,4.369178,26.364976,1.000000,4.000000
49,3.362125,-9.777772,4.359836,4.359836,24.521269,1.000000,4.000000
50,3.310812,-11.987527,4.351062,4.351062,35.545870,1.000000,4.000000
51,2.049501,-9.436225,4.342798,4.342798,21.470674,1.000000,4.000000
52,1.198081,-7.752264,4.334994,4.334994,14.194484,1.000000,4.000000
53,0.000000,0.000000,4.327607,4.327607,0.000000,1.000000,4.000000
54,8.314976,-6.331480,4.346850,4.346850,25.127724,1.000000,4.000000
55,-0.014362,-8.281614,4.337572,4.337572,15.811916,1.000000,4.000000
56,4.317288,-6.025911,4.328919,4.328919,12.693837,1.000000,4.000000
57,1.872830,-5.172324,4.320821,4.320821,7.003398,1.000000,4.000000
58,3.420700,-4.567086,4.313221,4.313221,7.548758,1.000000,4.000000
59,2.414191,-2.132446,4.306069,4.306069,2.409539,1.000000,4.000000
60,-2.169196,-7.192091,4.299321,4.299321,13.125698,1.000000,4.000000
61,1.665084,-5.925829,4.292940,4.292940,8.825642,1.000000,4.000000
62,0.000000,0.000000,4.286893,4.286893,0.000000,1.000000,4.000000
63,73.918218,-37.226562,4.301311,4.301311,1592.472629,1.000000,4.000000
64,-4.575931,-2.061618,4.294059,4.294059,5.866107,1.000000,4.000000
65,0.000000,0.000000,4.287252,4.287252,0.000000,1.000000,4.000000
66,-5.208389,-5.331107,4.301011,4.301011,12.915105,1.000000,4.000000
67,-4.863900,-4.895828,4.293144,4.293144,11.093653,1.000000,4.000000
68,-46.745165,51.559786,4.285807,4.285807,1130.130565,1.000000,4.000000
69,-0.296373,-7.656656,4.278946,4.278946,13.721188,1.000000,4.000000
70,1.734090,-4.445003,4.272510,4.272510,5.328279,1.000000,4.000000
71,-0.450435,-5.481264,4.266458,4.266458,7.089521,1.000000,4.000000
72,-0.838695,-5.283262,4.260753,4.260753,6.716245,1.000000,4.000000
73,1.101289,-5.975341,4.255364,4.255364,8.675532,1.000000,4.000000
74,-77.528871,-74.036605,4.250262,4.250262,2703.867597,1.000000,4.000000
75,4.568922,-4.183991,4.245422,4.245422,9.040521,1.000000,4.000000
76,4.568123,-0.851777,4.240823,4.240823,5.091765,1.000000,4.000000
77,2.724264,4.817728,4.236444,4.236444,7.230619,1.000000,4.000000
78,6.414087,2.675701,4.232270,4.232270,11.412291,1.000000,4.000000
79,6.065252,-4.998604,4.228284,4.228284,14.609553,1.000000,4.000000
80,2.763938,0.327944,4.224472,4.224472,1.833816,1.000000,4.000000
81,-17.914065,32.678963,4.220822,4.220822,329.042175,1.000000,4.000000
82,-76.970964,-16.758002,4.217322,4.217322,1471.398158,1.000000,4.000000
83,11.890683,1.149105,4.213963,4.213963,33.865697,1.000000,4.000000
84,8.256742,0.545438,4.210735,4.210735,16.261129,1.000000,4.000000
85,7.394981,0.477932,4.207629,4.207629,13.051093,1.000000,4.000000
86,8.526634,-2.283999,4.204638,4.204638,18.531949,1.000000,4.000000
87,10.807788,-0.251996,4.201756,4.201756,27.814985,1.000000,4.000000
88,5.591256,-1.823413,4.198975,4.198975,8.237006,1.000000,4.000000
89,7.767892,-2.860515,4.196289,4.196289,16.329356,1.000000,4.000000
90,6.280101,-0.199419,4.193694,4.193694,9.414000,1.000000,4.000000
91,6.238245,0.760831,4.191184,4.191184,9.423248,1.000000,4.000000
92,61.274880,-23.059665,4.188754,4.188754,1023.301609,1.000000,4.000000
93,-38.082958,-21.568466,4.186401,4.186401,457.555370,1.000000,4.000000
94,3.722654,1.684666,4.184121,4.184121,3.990386,1.000000,4.000000
95,0.000000,0.000000,4.181909,4.181909,0.000000,1.000000,4.000000
96,5.257018,2.220042,4.187937,4.187937,7.775863,1.000000,4.000000
97,3.379653,1.043664,4.185393,4.185393,2.989274,1.000000,4.000000
98,4.659327,-0.417548,4.182939,4.182939,5.231652,1.000000,4.000000
99,5.540624,2.473313,4.180568,4.180568,8.806407,1.000000,4.000000
100,4.534051,4.127734,4.178278,4.178278,8.997919,1.000000,4.000000
101,3.183516,2.593768,4.176063,4.176063,4.037872,1.000000,4.000000
102,0.467073,2.870558,4.173920,4.173920,2.026456,1.000000,4.000000
103,4.612474,3.112594,4.171844,4.171844,7.421937,1.000000,4.000000
104,5.074952,1.324080,4.169832,4.169832,6.596987,1.000000,4.000000
105,2.442112,2.394196,4.167881,4.167881,2.806243,1.000000,4.000000
106,0.975692,-0.082169,4.165989,4.165989,0.230132,1.000000,4.000000
107,5.428352,1.514003,4.164151,4.164151,7.626816,1.000000,4.000000
108,4.337481,1.253933,4.162367,4.162367,4.897715,1.000000,4.000000
109,1.754483,-1.696705,4.160633,4.160633,1.431758,1.000000,4.000000
110,2.749111,1.289741,4.158946,4.158946,2.217158,1.000000,4.000000
111,2.181499,2.658772,4.157306,4.157306,2.845113,1.000000,4.000000
112,-74.824426,-35.015857,4.155710,4.155710,1642.271720,1.000000,4.000000
113,5.895273,2.090875,4.154156,4.154156,9.418521,1.000000,4.000000
114,6.229388,4.832620,4.152642,4.152642,14.968659,1.000000,4.000000
115,5.252709,0.389947,4.151167,4.151167,6.683183,1.000000,4.000000
116,4.862357,2.692179,4.149730,4.149730,7.443942,1.000000,4.000000
117,32.319539,-4.714782,4.148328,4.148328,257.159472,1.000000,4.000000
118,0.000000,0.000000,4.146960,4.146960,0.000000,1.000000,4.000000
119,-1.269604,1.553691,4.150976,4.150976,0.969856,1.000000,4.000000
120,-53.985807,2.040998,4.149431,4.149431,703.381496,1.000000,4.000000
121,5.949973,3.460984,4.147930,4.147930,11.422708,1.000000,4.000000
122,5.681135,3.945196,4.146470,4.146470,11.537494,1.000000,4.000000
123,52.239614,-13.478562,4.145050,4.145050,702.198803,1.000000,4.000000
124,35.417505,-14.534789,4.143667,4.143667,353.710758,1.000000,4.000000
125,2.998182,6.220711,4.142322,4.142322,11.511985,1.000000,4.000000
126,3.581822,0.915364,4.141011,4.141011,3.300484,1.000000,4.000000
127,3.444710,6.438011,4.139734,4.139734,12.878609,1.000000,4.000000
128,71.624315,26.467203,4.138489,4.138489,1408.861014,1.000000,4.000000
129,0.459806,2.073488,4.137275,4.137275,1.090277,1.000000,4.000000
130,-73.267721,-38.912536,4.136091,4.136091,1663.973178,1.000000,4.000000
131,-66.972274,27.210407,4.134936,4.134936,1263.790255,1.000000,4.000000
132,2.597223,5.629434,4.133809,4.133809,9.297985,1.000000,4.000000
133,4.253137,1.412255,4.132708,4.132708,4.859680,1.000000,4.000000
134,25.797431,77.976316,4.131634,4.131634,1632.723055,1.000000,4.000000
135,-9.755294,24.607893,4.130584,4.130584,169.640454,1.000000,4.000000
136,2.824413,2.017441,4.129559,4.129559,2.917351,1.000000,4.000000
137,76.797301,45.576676,4.128556,4.128556,1931.682162,1.000000,4.000000
138,-1.349172,-1.039010,4.127577,4.127577,0.702545,1.000000,4.000000
139,3.446064,-0.633477,4.126619,4.126619,2.974990,1.000000,4.000000
140,-0.194298,45.166598,4.125683,4.125683,494.477990,1.000000,4.000000
141,2.103007,-2.294390,4.124767,4.124767,2.348464,1.000000,4.000000
142,50.177113,-79.433443,4.123871,4.123871,2140.565236,1.000000,4.000000
143,0.000000,0.000000,4.122994,4.122994,0.000000,1.000000,4.000000
144,72.848298,-31.286044,4.125891,4.125891,1523.474713,1.000000,4.000000
145,59.704500,-7.911810,4.124911,4.124911,879.346019,1.000000,4.000000
146,-1.370621,-1.483867,4.123954,4.123954,0.989454,1.000000,4.000000
147,-1.035977,0.202458,4.123020,4.123020,0.270248,1.000000,4.000000
148,-65.299022,-69.476433,4.122108,4.122108,2205.409703,1.000000,4.000000
149,-1.532059,2.152262,4.121217,4.121217,1.693537,1.000000,4.000000
150,61.686085,-27.117999,4.120347,4.120347,1101.984638,1.000000,4.000000
151,-2.125129,0.764751,4.119496,4.119496,1.238263,1.000000,4.000000
