k,zx,zy,valid
0,0.000000,0.000000,0
1,0.000000,0.000000,0
2,-0.480465,-2.110391,1
3,0.980410,-0.265737,1
4,-24.690763,28.279901,1
5,0.000000,0.000000,0
6,-0.644227,2.364162,1
7,0.000000,0.000000,0
8,63.651055,-75.118588,1
9,4.513291,-0.422992,1
10,3.763118,-0.677942,1
11,0.066591,0.266323,1
12,-2.562922,1.370119,1
13,-1.862234,2.007032,1
14,-1.077960,0.274943,1
15,-0.810934,0.137751,1
16,0.027606,-0.697145,1
17,-24.002665,-27.630257,1
18,-0.204689,3.231499,1
19,0.000000,0.000000,0
20,-32.930826,-35.545615,1
21,1.687176,0.040250,1
22,1.913507,60.961666,1
23,1.066079,1.681964,1
24,48.935666,2.038646,1
25,-2.012173,-3.779206,1
26,0.295597,-2.605649,1
27,2.558018,1.195927,1
28,0.961826,-1.131139,1
29,1.835378,-1.029112,1
30,-1.894734,-2.203601,1
31,1.516054,0.649827,1
32,2.086572,1.562733,1
33,-0.388152,0.363621,1
34,1.769921,-1.096576,1
35,2.583547,-0.022208,1
36,-36.868941,78.550499,1
37,-8.518061,66.601363,1
38,0.000000,0.000000,0
39,-2.221395,1.033662,1
40,-1.840616,-0.734912,1
41,0.998927,-1.784346,1
42,0.000000,0.000000,0
43,3.921008,0.329292,1
44,0.976760,-3.158550,1
45,0.059716,4.606180,1
46,0.499996,0.740371,1
47,-0.495932,3.810478,1
48,3.102917,0.760149,1
49,1.718629,-0.067077,1
50,1.878036,-2.802995,1
51,0.825215,-0.967493,1
52,0.081764,0.200777,1
53,0.000000,0.000000,0
54,7.189055,1.445668,1
55,-0.509135,-0.812374,1
56,3.789033,0.978216,1
57,1.649195,1.540859,1
58,3.316436,1.918669,1
59,2.545196,4.169527,1
60,-1.875282,-0.897747,1
61,1.795436,-0.001031,1
62,0.000000,0.000000,0
63,74.142815,-31.464090,1
64,0.942951,1.150696,1
65,0.000000,0.000000,0
66,0.214615,-2.151540,1
67,0.294870,-2.043808,1
68,-41.825823,54.115425,1
69,1.528163,-1.547304,1
70,3.561363,1.269479,1
71,1.511919,0.047776,1
72,1.119398,-0.005866,1
73,3.030833,-0.937471,1
74,-75.509073,-69.281036,1
75,1.953316,-3.801825,1
76,2.151650,-0.730444,1
77,0.507446,4.870751,1
78,4.292592,2.983031,1
79,4.245972,-4.556119,1
80,1.228693,0.483618,1
81,-19.343049,32.835460,1
82,-79.395563,-14.875969,1
83,5.366854,2.167238,1
84,2.215011,1.622653,1
85,1.652408,1.583682,1
86,3.041529,-1.152999,1
87,5.637675,0.767513,1
88,0.849321,-0.816548,1
89,3.204782,-1.942118,1
90,2.000541,0.580783,1
91,2.173928,1.527274,1
92,57.425157,-22.262472,1
93,-39.194903,-21.831873,1
94,0.863332,0.423396,1
95,0.000000,0.000000,0
96,2.463494,0.960320,1
97,0.776860,-0.151109,1
98,2.163461,-1.600025,1
99,3.208996,1.238351,1
100,2.405975,2.967060,1
101,1.216160,1.579426,1
102,-1.396727,1.937474,1
103,2.737774,2.272860,1
104,3.362773,0.588247,1
105,0.912274,1.688793,1
106,-0.478664,-0.713190,1
107,3.990563,0.857605,1
108,3.094515,0.635990,1
109,0.664020,-2.286248,1
110,1.710669,0.613231,1
111,1.233916,2.010800,1
112,-75.702496,-35.582546,1
113,2.160959,0.174316,1
114,2.664256,2.956877,1
115,1.870159,-1.342460,1
116,1.627335,0.939867,1
117,29.218612,-6.402728,1
