k,zx,zy,valid
0,-8.772569,7.443283,1
1,-1.749535,3.530100,1
2,-6.574221,-5.553292,1
3,4.045724,-9.992580,1
4,0.680870,3.016706,1
5,-1.058056,4.566493,1
6,-8.172490,5.098598,1
7,-0.290836,-4.432192,1
8,-3.450946,13.388305,1
9,-2.119395,-0.851428,1
10,7.286676,0.994238,1
11,-1.223245,6.157015,1
12,0.654675,-1.869004,1
13,5.096513,1.781300,1
14,-6.772467,3.828506,1
15,6.351245,-3.164487,1
16,7.441983,-6.641960,1
17,-9.347948,2.597590,1
18,-1.634274,1.366708,1
19,3.033624,1.715479,1
20,1.917791,6.518184,1
21,3.160267,9.574649,1
22,13.462109,-4.668121,1
23,4.230836,-2.191103,1
24,-2.373015,1.564996,1
25,5.333027,10.013257,1
26,9.831233,4.548895,1
27,-6.781792,-0.442039,1
28,1.599342,3.689538,1
29,2.990743,-7.454315,1
30,7.896648,2.880287,1
31,-0.294309,4.950570,1
32,11.705103,-5.263356,1
33,10.918482,-6.775552,1
34,7.267353,-0.502649,1
35,3.388691,4.843699,1
36,-9.969647,-4.801025,1
37,1.920138,-4.796240,1
38,-10.082794,1.212287,1
39,6.900810,7.870709,1
40,7.659015,0.052753,1
41,6.336756,-2.018776,1
42,-2.875882,-7.913424,1
43,-8.464766,-8.296078,1
44,-3.598901,-7.513182,1
45,-2.429878,10.723024,1
46,-0.587357,4.257108,1
47,11.973130,-4.606772,1
48,3.536329,-8.197805,1
49,-6.095406,-1.665353,1
50,6.141526,-6.030136,1
51,1.650739,13.558682,1
52,4.910097,8.315657,1
53,11.387437,10.763097,1
54,-2.148713,-3.568776,1
55,5.019731,5.936895,1
56,-10.170351,2.908455,1
57,3.582837,-5.713250,1
58,-1.722468,-1.559366,1
59,5.853568,-3.880634,1
60,-5.705677,2.392191,1
61,-1.962239,-3.513149,1
62,6.382491,-5.954336,1
63,-1.173884,-3.455793,1
64,0.794084,4.595951,1
65,-7.876884,-2.719768,1
66,5.264338,5.902183,1
67,-1.998323,1.449365,1
68,0.003185,13.348483,1
69,6.081358,7.488343,1
70,-0.328537,-5.001000,1
71,-0.342551,-4.621599,1
72,-1.969908,0.355955,1
73,4.666484,3.568244,1
74,14.846827,9.952917,1
75,-4.744360,-5.389598,1
76,0.761798,7.227736,1
77,2.944423,-0.336495,1
78,5.560339,12.033702,1
79,-4.754076,8.590715,1
80,5.333906,-0.601229,1
81,-6.056741,12.473380,1
82,1.871077,6.601068,1
83,6.865171,-4.136025,1
84,6.799293,-7.406502,1
85,10.576974,-0.088162,1
86,6.207139,2.729132,1
87,-4.335486,-9.250942,1
88,11.941337,-5.131390,1
89,6.777306,0.100792,1
90,8.578601,-0.636157,1
91,5.483538,7.278544,1
92,-0.304278,3.019239,1
93,-9.288586,-3.512810,1
94,0.389243,2.137038,1
95,3.969641,-2.809917,1
96,-7.159953,-2.045712,1
97,-8.182689,0.238544,1
98,3.671866,-3.853302,1
99,-1.270959,7.982704,1
100,7.756677,2.499949,1
101,1.066190,10.894801,1
102,-7.345363,7.543603,1
103,-2.637220,7.563235,1
104,1.052250,-3.593669,1
105,-5.479056,0.542879,1
106,-0.201403,3.968645,1
107,-4.054700,4.712936,1
108,3.474023,-0.878494,1
109,17.011830,-3.726428,1
110,1.843656,-7.251689,1
111,4.137870,4.564082,1
112,2.817435,-1.659724,1
113,-0.974015,-3.925717,1
114,4.531880,10.653965,1
115,-8.761334,0.218491,1
116,3.435106,5.505719,1
117,-5.004946,5.391500,1
118,7.324195,-5.842882,1
119,-0.289057,-1.960964,1
120,3.323620,1.107587,1
121,3.927024,3.029509,1
122,3.100432,-5.843792,1
123,9.754757,-5.301602,1
124,2.861953,-7.670483,1
125,-1.867508,6.085050,1
126,-2.025543,-0.328687,1
127,4.678846,2.795227,1
128,8.087978,1.301682,1
129,3.436363,6.777279,1
130,2.609175,-1.306709,1
131,6.769084,7.675374,1
132,3.633351,3.023349,1
133,6.069176,2.669341,1
134,-0.745791,9.323626,1
135,7.244949,-4.340201,1
136,7.494302,0.225370,1
137,9.072400,-7.535228,1
138,-2.432330,-1.344305,1
139,3.709824,6.676541,1
140,4.267530,-4.546840,1
141,10.945135,-1.117838,1
142,10.177458,2.493174,1
143,8.474336,3.869249,1
144,-1.749030,20.514107,1
145,3.632090,0.238218,1
146,10.051409,-11.270060,1
147,-4.160623,2.187634,1
148,-1.514068,8.881263,1
149,7.614536,2.321983,1
150,8.129989,-14.369734,1
151,-0.332846,6.608057,1
152,9.206476,6.256963,1
153,-3.554233,-1.541841,1
154,11.343075,3.062151,1
155,-0.151494,7.449923,1
156,6.136370,1.451609,1
157,6.227293,0.792489,1
158,3.021473,5.349009,1
159,5.353162,4.284012,1
160,11.794925,3.335504,1
161,-1.747291,1.368072,1
162,5.666158,-3.608670,1
163,15.873881,5.449895,1
164,1.053526,-3.444929,1
165,11.944019,-6.585416,1
166,9.220059,4.700240,1
167,0.225779,4.441353,1
168,-4.584117,5.664418,1
169,8.488035,-1.265270,1
170,-4.440905,-3.226321,1
171,-0.456926,1.004602,1
172,9.782434,4.075491,1
173,0.059660,-7.694103,1
174,1.272559,-4.809268,1
175,3.262818,-2.823213,1
176,-2.287310,-1.677171,1
177,-2.285418,0.100169,1
178,4.827818,-10.076911,1
179,-3.170391,4.745199,1
180,7.291109,3.556514,1
181,9.529361,-1.515360,1
182,-1.165582,9.825032,1
183,6.175335,-4.120122,1
184,8.542017,-8.001625,1
185,9.980401,3.919611,1
186,3.263129,-2.055049,1
187,3.207385,-3.641797,1
