k,yx,yy,Sx,Sy,NIS,q,r
0,0.000000,0.000000,29.004000,29.004000,0.000000,1.000000,4.000000
1,-28.476113,5.706770,29.016000,29.016000,29.068660,1.000000,4.000000
2,24.287834,-4.811287,7.454784,7.454784,82.235431,1.000000,4.000000
3,12.927327,-3.782453,5.863196,5.863196,30.942636,1.000000,4.000000
4,76.058615,39.738159,5.284286,5.284286,1393.572333,1.000000,4.000000
5,-9.648277,-10.983361,4.989117,4.989117,42.837934,1.000000,4.000000
6,-3.911597,-12.954563,4.813757,4.813757,38.041241,1.000000,4.000000
7,-9.211646,-8.540016,4.700629,4.700629,33.567063,1.000000,4.000000
8,-6.340266,-8.538237,4.624207,4.624207,24.458345,1.000000,4.000000
9,-3.366844,-6.126020,4.571351,4.571351,10.689129,1.000000,4.000000
10,0.000000,0.000000,4.534519,4.534519,0.000000,1.000000,4.000000
11,-6.318506,-1.472517,4.576608,4.576608,9.197166,1.000000,4.000000
12,-4.618630,-4.249473,4.547670,4.547670,8.661527,1.000000,4.000000
13,-7.303425,0.974805,4.526880,4.526880,11.992864,1.000000,4.000000
14,-2.460346,-5.175558,4.511960,4.511960,7.278368,1.000000,4.000000
15,-2.342605,-1.943634,4.501259,4.501259,2.058427,1.000000,4.000000
16,-0.247793,-1.696374,4.493547,4.493547,0.654068,1.000000,4.000000
17,-49.110022,-77.533584,4.487890,4.487890,1876.884544,1.000000,4.000000
18,5.330071,9.971946,4.483577,4.483577,28.515035,1.000000,4.000000
19,6.427916,7.105077,4.480068,4.480068,20.490808,1.000000,4.000000
20,1.990518,8.338437,4.476960,4.476960,16.415535,1.000000,4.000000
21,3.506927,1.080856,4.473957,4.473957,3.010039,1.000000,4.000000
22,1.749521,6.803937,4.470851,4.470851,11.039148,1.000000,4.000000
23,0.000000,0.000000,4.467503,4.467503,0.000000,1.000000,4.000000
24,3.192529,7.987169,4.517940,4.517940,16.376294,1.000000,4.000000
25,5.221765,8.862665,4.507022,4.507022,23.477512,1.000000,4.000000
26,-75.958202,80.212560,4.496524,4.496524,2714.030521,1.000000,4.000000
27,14.530829,-4.732328,4.486378,4.486378,52.055344,1.000000,4.000000
28,10.709546,-1.742012,4.476536,4.476536,26.299123,1.000000,4.000000
29,9.436022,-0.116524,4.466966,4.466966,19.935698,1.000000,4.000000
30,12.556437,-5.096910,4.457645,4.457645,41.197228,1.000000,4.000000
31,7.175941,-4.420670,4.448557,4.448557,15.968424,1.000000,4.000000
32,7.979702,-1.236012,4.439694,4.439694,14.686457,1.000000,4.000000
33,8.505240,-1.431242,4.431047,4.431047,16.787807,1.000000,4.000000
34,9.425609,18.808350,4.422612,4.422612,100.075727,1.000000,4.000000
35,3.031883,-4.841796,4.414387,4.414387,7.392943,1.000000,4.000000
36,6.865108,-2.191502,4.406368,4.406368,11.785761,1.000000,4.000000
37,9.350666,2.001538,4.398552,4.398552,20.788910,1.000000,4.000000
38,3.787081,-5.906059,4.390939,4.390939,11.210247,1.000000,4.000000
39,-51.494753,0.462943,4.383525,4.383525,604.975148,1.000000,4.000000
40,13.724658,-3.723673,4.376308,4.376308,46.210636,1.000000,4.000000
41,34.588477,-50.783438,4.369285,4.369285,864.059045,1.000000,4.000000
42,5.390048,-2.255589,4.362453,4.362453,7.825941,1.000000,4.000000
43,52.713567,-30.053952,4.355807,4.355807,845.299136,1.000000,4.000000
44,9.202986,-74.558143,4.349345,4.349345,1297.577224,1.000000,4.000000
45,2.620147,12.049411,4.343063,4.343063,35.010654,1.000000,4.000000
46,2.124251,9.274676,4.336956,4.336956,20.874563,1.000000,4.000000
47,2.965162,13.647033,4.331020,4.331020,45.031814,1.000000,4.000000
48,-27.476277,19.577420,4.325251,4.325251,263.157246,1.000000,4.000000
49,3.257762,4.530661,4.319644,4.319644,7.208903,1.000000,4.000000
50,7.005327,9.047414,4.314195,4.314195,30.348718,1.000000,4.000000
51,1.545275,9.993059,4.308899,4.308899,23.729749,1.000000,4.000000
52,4.615899,7.473618,4.303752,4.303752,17.928888,1.000000,4.000000
53,4.033658,7.108151,4.298749,4.298749,15.538520,1.000000,4.000000
54,-5.150127,21.328814,4.293886,4.293886,112.122708,1.000000,4.000000
55,2.266833,4.004258,4.289158,4.289158,4.936310,1.000000,4.000000
56,58.058556,-35.375799,4.284562,4.284562,1078.813561,1.000000,4.000000
57,17.998689,-37.588130,4.280092,4.280092,405.790436,1.000000,4.000000
58,-6.699291,12.120616,4.275745,4.275745,44.855302,1.000000,4.000000
59,-0.591180,8.666237,4.271517,4.271517,17.664254,1.000000,4.000000
60,5.624214,34.977451,4.267403,4.267403,294.102467,1.000000,4.000000
61,0.000000,0.000000,4.263401,4.263401,0.000000,1.000000,4.000000
62,0.000000,0.000000,4.276591,4.276591,0.000000,1.000000,4.000000
63,-2.350331,10.902976,4.290217,4.290217,28.995956,1.000000,4.000000
64,-1.241043,7.977675,4.283700,4.283700,15.216631,1.000000,4.000000
65,-3.871670,4.531175,4.277549,4.277549,8.304142,1.000000,4.000000
66,-36.647209,-38.570029,4.271729,4.271729,662.650818,1.000000,4.000000
67,0.984363,6.888906,4.266213,4.266213,11.351050,1.000000,4.000000
68,0.821125,4.765142,4.260974,4.260974,5.487203,1.000000,4.000000
69,-5.329793,11.009403,4.255989,4.255989,35.153678,1.000000,4.000000
70,-2.828719,9.539652,4.251238,4.251238,23.288889,1.000000,4.000000
71,-38.488406,-47.452956,4.246703,4.246703,879.067921,1.000000,4.000000
72,2.340776,11.141866,4.242368,4.242368,30.553784,1.000000,4.000000
73,0.000000,0.000000,4.238219,4.238219,0.000000,1.000000,4.000000
74,2.666972,11.847470,4.248191,4.248191,34.714845,1.000000,4.000000
75,-1.342371,10.954864,4.243340,4.243340,28.706397,1.000000,4.000000
76,4.071414,8.311485,4.238730,4.238730,20.208218,1.000000,4.000000
77,2.744561,10.455683,4.234343,4.234343,27.596705,1.000000,4.000000
78,3.664613,9.823375,4.230160,4.230160,25.986740,1.000000,4.000000
79,-0.360840,8.226056,4.226167,4.226167,16.042481,1.000000,4.000000
80,2.603220,7.091087,4.222348,4.222348,13.513871,1.000000,4.000000
81,4.297644,8.849913,4.218693,4.218693,22.943292,1.000000,4.000000
82,-8.771526,-6.591000,4.215189,4.215189,28.558850,1.000000,4.000000
83,0.000000,0.000000,4.211826,4.211826,0.000000,1.000000,4.000000
84,0.597439,9.161480,4.219640,4.219640,19.975556,1.000000,4.000000
85,-33.867628,62.064315,4.215798,4.215798,1185.776819,1.000000,4.000000
86,68.237557,-22.128755,4.212130,4.212130,1221.720604,1.000000,4.000000
87,0.470358,9.985778,4.208624,4.208624,23.745768,1.000000,4.000000
88,-1.604445,7.652344,4.205268,4.205268,14.537152,1.000000,4.000000
89,0.433083,3.289496,4.202052,4.202052,2.619754,1.000000,4.000000
90,0.709087,6.210808,4.198966,4.198966,9.306325,1.000000,4.000000
91,1.515317,0.893858,4.196002,4.196002,0.737646,1.000000,4.000000
92,-9.006313,13.606663,4.193152,4.193152,63.497562,1.000000,4.000000
93,-1.789323,2.447603,4.190410,4.190410,2.193684,1.000000,4.000000
94,-0.499671,1.849641,4.187768,4.187768,0.876563,1.000000,4.000000
95,-1.150875,2.128269,4.185220,4.185220,1.398742,1.000000,4.000000
96,0.556055,4.922850,4.182762,4.182762,5.867809,1.000000,4.000000
97,-4.138279,45.934439,4.180387,4.180387,508.827969,1.000000,4.000000
98,-0.912946,2.313937,4.178093,4.178093,1.481004,1.000000,4.000000
99,-2.283269,2.150187,4.175873,4.175873,2.355584,1.000000,4.000000
100,-0.233680,2.351124,4.173725,4.173725,1.337508,1.000000,4.000000
101,0.838111,1.521470,4.171644,4.171644,0.723288,1.000000,4.000000
102,-50.686185,-5.178792,4.169627,4.169627,622.575851,1.000000,4.000000
103,4.127939,0.515963,4.167672,4.167672,4.152461,1.000000,4.000000
104,-68.435020,5.421623,4.165774,4.165774,1131.301395,1.000000,4.000000
105,4.065851,1.821171,4.163932,4.163932,4.766601,1.000000,4.000000
106,3.949473,2.984733,4.162142,4.162142,5.888065,1.000000,4.000000
107,4.115682,2.854934,4.160403,4.160403,6.030542,1.000000,4.000000
108,66.835573,-62.812740,4.158712,4.158712,2022.845911,1.000000,4.000000
109,1.660219,2.476342,4.157067,4.157067,2.138190,1.000000,4.000000
110,0.000000,0.000000,4.155467,4.155467,0.000000,1.000000,4.000000
111,-16.003147,27.846687,4.159889,4.159889,247.972620,1.000000,4.000000
112,48.296225,-20.034224,4.158083,4.158083,657.489384,1.000000,4.000000
113,-35.915656,15.519035,4.156332,4.156332,368.299467,1.000000,4.000000
