k,yx,yy,Sx,Sy,NIS,q,r
0,1.994667,-1.194893,29.004000,29.004000,0.186404,1.000000,4.000000
1,-9.857712,-3.924252,7.453455,7.453455,15.103633,1.000000,4.000000
2,-3.115273,7.394885,5.862227,5.862227,10.983752,1.000000,4.000000
3,13.636027,-1.209625,5.283440,5.283440,35.470155,1.000000,4.000000
4,-7.216966,-2.405758,4.988342,4.988342,11.601506,1.000000,4.000000
5,2.154560,-0.802056,4.813035,4.813035,1.098148,1.000000,4.000000
6,3.943435,-5.989866,4.699955,4.699955,10.942482,1.000000,4.000000
7,8.198618,9.466643,4.623583,4.623583,33.920593,1.000000,4.000000
8,2.918290,-7.581213,4.570779,4.570779,14.437627,1.000000,4.000000
9,-3.007564,-6.119760,4.534005,4.534005,10.255150,1.000000,4.000000
10,-3.966550,4.413358,4.508548,4.508548,7.809887,1.000000,4.000000
11,0.113175,5.070940,4.491253,4.491253,5.728299,1.000000,4.000000
12,1.983825,-11.125504,4.479879,4.479879,28.508001,1.000000,4.000000
13,-0.352985,5.246483,4.472769,4.472769,6.181894,1.000000,4.000000
14,2.355222,11.877994,4.468656,4.468656,32.813854,1.000000,4.000000
15,-3.786647,-7.815256,4.466553,4.466553,16.884813,1.000000,4.000000
16,-12.137245,3.622491,4.465694,4.465694,35.926144,1.000000,4.000000
17,5.859948,-0.210116,4.465482,4.465482,7.699760,1.000000,4.000000
18,8.331225,7.286788,4.465466,4.465466,27.434218,1.000000,4.000000
19,-11.302024,-2.374825,4.465314,4.465314,29.869239,1.000000,4.000000
20,-2.582984,5.979410,4.464793,4.464793,9.502152,1.000000,4.000000
21,-8.415708,-1.514417,4.463751,4.463751,16.380304,1.000000,4.000000
22,-2.242101,8.599652,4.462101,4.462101,17.700412,1.000000,4.000000
23,4.941301,9.996661,4.459808,4.459808,27.882293,1.000000,4.000000
24,-6.787138,-6.675197,4.456873,4.456873,20.333425,1.000000,4.000000
25,16.162276,-2.737441,4.453326,4.453326,60.339794,1.000000,4.000000
26,3.444657,11.547703,4.449213,4.449213,32.638377,1.000000,4.000000
27,6.758565,4.867850,4.444595,4.444595,15.608659,1.000000,4.000000
28,1.063928,-5.420212,4.439535,4.439535,6.872487,1.000000,4.000000
29,-6.608398,-5.582544,4.434099,4.434099,16.877323,1.000000,4.000000
30,0.595137,-10.743625,4.428351,4.428351,26.145096,1.000000,4.000000
31,-5.281983,5.159316,4.422353,4.422353,12.327801,1.000000,4.000000
32,0.659175,-2.157986,4.416161,4.416161,1.152905,1.000000,4.000000
33,1.077584,-6.010599,4.409826,4.409826,8.455773,1.000000,4.000000
34,0.322289,-6.155324,4.403395,4.403395,8.627862,1.000000,4.000000
35,11.155503,-9.560861,4.396907,4.396907,49.092537,1.000000,4.000000
36,-7.376761,7.657887,4.390396,4.390396,25.751625,1.000000,4.000000
37,3.044963,-1.802122,4.383895,4.383895,2.855780,1.000000,4.000000
38,-1.561200,5.033040,4.377426,4.377426,6.343644,1.000000,4.000000
39,2.846969,-5.345791,4.371013,4.371013,8.392269,1.000000,4.000000
40,-7.208845,-11.895998,4.364672,4.364672,44.329152,1.000000,4.000000
41,-8.752088,-4.509690,4.358419,4.358419,22.241174,1.000000,4.000000
42,8.602638,-0.416444,4.352265,4.352265,17.043725,1.000000,4.000000
43,-0.111301,-4.384980,4.346218,4.346218,4.426937,1.000000,4.000000
44,1.211596,-3.313232,4.340287,4.340287,2.867430,1.000000,4.000000
45,-0.070260,22.124219,4.334477,4.334477,112.928499,1.000000,4.000000
46,9.870671,6.065956,4.328792,4.328792,31.007723,1.000000,4.000000
47,5.772707,-4.879656,4.323233,4.323233,13.215848,1.000000,4.000000
48,3.927845,-6.520728,4.317803,4.317803,13.420681,1.000000,4.000000
49,1.292778,-5.244960,4.312502,4.312502,6.766578,1.000000,4.000000
50,-3.655374,3.905885,4.307330,4.307330,6.643954,1.000000,4.000000
51,-3.456512,7.950668,4.302286,4.302286,17.469919,1.000000,4.000000
52,-0.183955,-2.787411,4.297369,4.297369,1.815879,1.000000,4.000000
53,-4.599279,1.921188,4.292577,4.292577,5.787743,1.000000,4.000000
54,3.554360,0.400855,4.287908,4.287908,2.983776,1.000000,4.000000
55,4.850613,1.851435,4.283359,4.283359,6.293251,1.000000,4.000000
56,-0.993819,6.303201,4.278929,4.278929,9.515939,1.000000,4.000000
57,-5.470643,4.049956,4.274613,4.274613,10.838425,1.000000,4.000000
58,6.086260,-0.279881,4.270410,4.270410,8.692582,1.000000,4.000000
59,4.682951,3.094415,4.266317,4.266317,7.384691,1.000000,4.000000
60,4.189881,-2.752639,4.262330,4.262330,5.896334,1.000000,4.000000
61,7.465482,1.177526,4.258448,4.258448,13.413336,1.000000,4.000000
62,2.197461,-10.243658,4.254666,4.254666,25.797879,1.000000,4.000000
63,8.105000,-5.993523,4.250982,4.250982,23.903502,1.000000,4.000000
64,-5.395980,0.671833,4.247393,4.247393,6.961438,1.000000,4.000000
65,1.707567,13.653199,4.243896,4.243896,44.611275,1.000000,4.000000
66,4.866532,5.833953,4.240489,4.240489,13.611199,1.000000,4.000000
67,-3.567192,-6.074706,4.237169,4.237169,11.712282,1.000000,4.000000
68,3.003164,7.107380,4.233932,4.233932,14.061125,1.000000,4.000000
69,0.267749,-2.249824,4.230777,4.230777,1.213347,1.000000,4.000000
70,0.564593,0.589744,4.227701,4.227701,0.157666,1.000000,4.000000
71,3.273680,-6.457264,4.224702,4.224702,12.406376,1.000000,4.000000
72,-1.133578,-8.376669,4.221776,4.221776,16.925003,1.000000,4.000000
73,-17.145142,2.662981,4.218922,4.218922,71.356461,1.000000,4.000000
74,10.726256,-7.748422,4.216138,4.216138,41.528672,1.000000,4.000000
75,5.561494,13.980571,4.213421,4.213421,53.729868,1.000000,4.000000
76,7.172118,1.660786,4.210770,4.210770,12.871159,1.000000,4.000000
77,4.972629,8.492981,4.208182,4.208182,23.016535,1.000000,4.000000
78,-4.656703,-9.570851,4.205655,4.205655,26.936607,1.000000,4.000000
79,-15.537053,-4.748475,4.203187,4.203187,62.797116,1.000000,4.000000
80,-0.621161,6.053763,4.200778,4.200778,8.815960,1.000000,4.000000
81,-14.771952,1.511699,4.198424,4.198424,52.518710,1.000000,4.000000
82,1.094836,-10.477462,4.196124,4.196124,26.447238,1.000000,4.000000
83,-9.137749,7.258440,4.193876,4.193876,32.471968,1.000000,4.000000
84,-6.633294,0.224773,4.191680,4.191680,10.509179,1.000000,4.000000
85,1.496471,-8.552498,4.189533,4.189533,17.993569,1.000000,4.000000
86,-4.115574,3.260028,4.187434,4.187434,6.582966,1.000000,4.000000
87,11.018885,6.093864,4.185382,4.185382,37.882094,1.000000,4.000000
88,-1.332932,-2.161441,4.183374,4.183374,1.541467,1.000000,4.000000
89,5.374171,0.593944,4.181411,4.181411,6.991535,1.000000,4.000000
