k,zx,zy,valid
0,-0.626028,0.711428,1
1,-1.951558,2.959215,1
2,2.018758,1.807870,1
3,0.308068,1.936330,1
4,2.527939,-0.750310,1
5,-0.512981,4.291776,1
6,1.164222,-0.690346,1
7,-3.584996,0.084812,1
8,-2.851687,0.701357,1
9,-1.096213,1.299984,1
10,1.944346,0.402487,1
11,1.298225,-1.064177,1
12,-0.186481,2.377221,1
13,2.255030,0.693920,1
14,-2.835312,-0.120300,1
15,0.217141,-0.216664,1
16,0.020336,-0.769465,1
17,1.452110,-1.893746,1
18,1.056552,2.625673,1
19,0.820142,-1.636394,1
20,0.157504,0.832053,1
21,-1.590347,-0.596312,1
22,1.063963,-0.057025,1
23,1.393943,1.518324,1
24,0.225332,-0.782660,1
25,2.371269,-3.453077,1
26,-1.504800,0.206605,1
27,-1.109121,0.744201,1
28,1.004867,1.059813,1
29,-3.418820,-5.053328,1
30,0.669139,-3.061227,1
31,2.038280,1.871256,1
32,0.865535,-1.432525,1
33,3.344624,-1.442352,1
34,1.742104,-0.865779,1
35,0.219043,-0.314077,1
36,4.463439,-2.192082,1
37,1.537606,3.815040,1
38,2.229796,-1.513673,1
39,1.402546,2.529539,1
40,0.130777,3.935317,1
41,-1.930706,0.274175,1
42,2.225628,1.206504,1
43,-2.328501,-1.609078,1
44,2.294152,1.298588,1
45,-0.085819,-1.224369,1
46,-1.500175,0.602410,1
47,1.331668,1.413503,1
48,-1.610453,-2.185944,1
49,1.753124,-1.775211,1
50,-0.254327,3.809352,1
51,-0.141546,0.387269,1
52,6.949558,3.330232,1
53,3.876286,-0.288778,1
54,3.241957,2.102422,1
55,2.226490,-0.871056,1
56,-0.911564,1.056797,1
57,1.496344,1.086237,1
58,2.608459,-1.370816,1
59,0.063754,0.851982,1
60,0.208223,0.189625,1
61,-1.298682,-0.906721,1
62,-3.014401,0.602582,1
63,0.955302,0.282759,1
64,0.105944,2.299628,1
65,0.707067,2.359926,1
66,1.397567,-0.174061,1
67,-2.732302,0.391260,1
68,0.253020,0.694614,1
69,2.070663,0.659044,1
70,-0.011979,3.165534,1
71,0.524438,-0.858666,1
72,3.412695,0.042559,1
73,1.404992,1.593762,1
74,1.263364,3.526624,1
75,-1.027273,-3.536346,1
76,1.439397,2.074423,1
77,0.746226,-3.267150,1
78,6.458688,1.956627,1
79,1.811381,-0.969509,1
80,-1.101114,0.580693,1
81,3.218248,0.941024,1
82,-1.328210,-2.411271,1
83,1.802550,-0.927329,1
