k,yx,yy,Sx,Sy,NIS,q,r
0,0.656751,9.678827,29.004000,29.004000,3.244760,1.000000,4.000000
1,6.397977,-14.602069,7.453455,7.453455,34.098887,1.000000,4.000000
2,-1.179377,9.343521,5.862227,5.862227,15.129459,1.000000,4.000000
3,-9.604437,-5.627708,5.283440,5.283440,23.453718,1.000000,4.000000
4,2.564498,-3.871995,4.988342,4.988342,4.323881,1.000000,4.000000
5,8.574703,-13.577558,4.813035,4.813035,53.578590,1.000000,4.000000
6,-6.487364,-5.181542,4.699955,4.699955,14.667007,1.000000,4.000000
7,-3.438384,7.891847,4.623583,4.623583,16.027340,1.000000,4.000000
8,-2.329241,0.293828,4.570779,4.570779,1.205856,1.000000,4.000000
9,1.644022,8.250682,4.534005,4.534005,15.610165,1.000000,4.000000
10,0.692152,-2.964066,4.508548,4.508548,2.054932,1.000000,4.000000
11,-0.580046,1.769928,4.491253,4.491253,0.772412,1.000000,4.000000
12,-0.349981,-6.213472,4.479879,4.479879,8.645261,1.000000,4.000000
13,-3.535768,6.638534,4.472769,4.472769,12.648046,1.000000,4.000000
14,8.162088,-4.692543,4.468656,4.468656,19.835862,1.000000,4.000000
15,6.730598,-5.513956,4.466553,4.466553,16.949235,1.000000,4.000000
16,-1.153762,0.003883,4.465694,4.465694,0.298091,1.000000,4.000000
17,1.639395,-1.268580,4.465482,4.465482,0.962251,1.000000,4.000000
18,-4.573249,6.430153,4.465466,4.465466,13.942884,1.000000,4.000000
19,4.065272,6.863723,4.465314,4.465314,14.251433,1.000000,4.000000
20,-5.390538,-4.151703,4.464793,4.464793,10.368797,1.000000,4.000000
21,4.646648,2.643838,4.463751,4.463751,6.402958,1.000000,4.000000
22,-9.170566,0.362829,4.462101,4.462101,18.876962,1.000000,4.000000
23,-3.832840,4.777518,4.459808,4.459808,8.411874,1.000000,4.000000
24,-2.619300,-1.746536,4.456873,4.456873,2.223783,1.000000,4.000000
25,-1.405534,-10.912443,4.453326,4.453326,27.183492,1.000000,4.000000
26,0.199179,-5.458915,4.449213,4.449213,6.706673,1.000000,4.000000
27,-5.318348,-1.219008,4.444595,4.444595,6.698205,1.000000,4.000000
28,3.884885,-7.934005,4.439535,4.439535,17.578592,1.000000,4.000000
29,4.832941,1.992698,4.434099,4.434099,6.163185,1.000000,4.000000
30,-0.986401,3.443091,4.428351,4.428351,2.896759,1.000000,4.000000
31,1.193719,1.530592,4.422353,4.422353,0.851962,1.000000,4.000000
32,-1.420130,-0.928909,4.416161,4.416161,0.652069,1.000000,4.000000
33,-1.218169,-3.950526,4.409826,4.409826,3.875570,1.000000,4.000000
34,2.456770,-2.723870,4.403395,4.403395,3.055640,1.000000,4.000000
35,4.309999,-1.606193,4.396907,4.396907,4.811551,1.000000,4.000000
36,0.612811,5.469948,4.390396,4.390396,6.900486,1.000000,4.000000
37,-0.884655,2.720744,4.383895,4.383895,1.867076,1.000000,4.000000
38,5.291840,-1.998587,4.377426,4.377426,7.309755,1.000000,4.000000
39,-0.490905,9.361163,4.371013,4.371013,20.103432,1.000000,4.000000
40,0.692377,11.405562,4.364672,4.364672,29.914323,1.000000,4.000000
41,0.019579,-4.869031,4.358419,4.358419,5.439553,1.000000,4.000000
42,-6.468247,19.388520,4.352265,4.352265,95.985192,1.000000,4.000000
43,-5.004555,2.312908,4.346218,4.346218,6.993462,1.000000,4.000000
44,6.221265,-1.319703,4.340287,4.340287,9.318680,1.000000,4.000000
45,2.580033,2.493968,4.334477,4.334477,2.970704,1.000000,4.000000
46,1.512386,3.551511,4.328792,4.328792,3.442194,1.000000,4.000000
47,1.790422,6.950417,4.323233,4.323233,11.915600,1.000000,4.000000
48,-16.517086,-11.751163,4.317803,4.317803,95.165055,1.000000,4.000000
49,2.646461,5.347356,4.312502,4.312502,8.254598,1.000000,4.000000
50,4.822271,-3.598942,4.307330,4.307330,8.405828,1.000000,4.000000
51,11.331862,-7.060082,4.302286,4.302286,41.432821,1.000000,4.000000
52,1.602370,-3.182561,4.297369,4.297369,2.954432,1.000000,4.000000
53,-11.766620,-0.046710,4.292577,4.292577,32.254640,1.000000,4.000000
54,-7.421578,-1.350562,4.287908,4.287908,13.270768,1.000000,4.000000
55,-4.805032,-12.008580,4.283359,4.283359,39.056805,1.000000,4.000000
56,3.507006,0.571166,4.278929,4.278929,2.950580,1.000000,4.000000
57,8.049973,2.793219,4.274613,4.274613,16.984962,1.000000,4.000000
58,-4.749803,13.420207,4.270410,4.270410,47.457402,1.000000,4.000000
59,-3.187723,-2.967984,4.266317,4.266317,4.446577,1.000000,4.000000
60,1.012892,5.366173,4.262330,4.262330,6.996587,1.000000,4.000000
61,-9.531888,5.229468,4.258448,4.258448,27.757586,1.000000,4.000000
62,1.544265,-2.074598,4.254666,4.254666,1.572089,1.000000,4.000000
