k,yx,yy,Sx,Sy,NIS,q,r
0,58.068672,-6.517290,29.004000,29.004000,117.723270,1.000000,4.000000
1,-53.012819,6.130938,7.453455,7.453455,382.097622,1.000000,4.000000
2,-25.091210,4.114207,5.862227,5.862227,110.281565,1.000000,4.000000
3,0.000000,0.000000,5.283440,5.283440,0.000000,1.000000,4.000000
4,-17.574386,-2.415638,5.304198,5.304198,59.329300,1.000000,4.000000
5,-11.477655,4.392875,5.006147,5.006147,30.169695,1.000000,4.000000
6,-8.559193,-0.604847,4.829099,4.829099,15.246245,1.000000,4.000000
7,-10.402574,1.347476,4.714736,4.714736,23.337308,1.000000,4.000000
8,-7.843291,1.787197,4.637249,4.637249,13.954672,1.000000,4.000000
9,-10.552867,2.992103,4.583369,4.583369,26.250487,1.000000,4.000000
10,-4.177045,1.036034,4.545494,4.545494,4.074601,1.000000,4.000000
11,-4.770318,0.232120,4.518886,4.518886,5.047663,1.000000,4.000000
12,-1.261025,-0.484105,4.500385,4.500385,0.405419,1.000000,4.000000
13,-0.224342,3.555572,4.487763,4.487763,2.828228,1.000000,4.000000
14,-1.600457,-0.751576,4.479381,4.479381,0.697938,1.000000,4.000000
15,-2.182619,4.090247,4.473995,4.473995,4.804195,1.000000,4.000000
16,-0.487389,1.946315,4.470649,4.470649,0.900471,1.000000,4.000000
17,1.285123,-3.383836,4.468597,4.468597,2.931990,1.000000,4.000000
18,-2.737872,66.351821,4.467270,4.467270,987.193633,1.000000,4.000000
19,-1.473887,-6.986437,4.466231,4.466231,11.415138,1.000000,4.000000
20,-2.455922,-3.496087,4.465162,4.465162,4.088133,1.000000,4.000000
21,29.142809,-43.654516,4.463835,4.463835,617.186804,1.000000,4.000000
22,-10.226420,38.326436,4.462101,4.462101,352.635502,1.000000,4.000000
23,-0.983824,-9.953865,4.459872,4.459872,22.432783,1.000000,4.000000
24,0.000000,0.000000,4.457104,4.457104,0.000000,1.000000,4.000000
25,1.474766,-0.931274,4.505568,4.505568,0.675210,1.000000,4.000000
26,-0.828738,-10.853246,4.495322,4.495322,26.356232,1.000000,4.000000
27,6.224162,-5.867888,4.485314,4.485314,16.313752,1.000000,4.000000
28,17.232186,60.746647,4.475527,4.475527,890.867939,1.000000,4.000000
29,0.318680,-13.077720,4.465951,4.465951,38.318450,1.000000,4.000000
30,14.928474,46.315638,4.456583,4.456583,531.348290,1.000000,4.000000
31,-2.446421,-20.509200,4.447421,4.447421,95.923518,1.000000,4.000000
32,-18.516212,24.961115,4.438466,4.438466,217.621908,1.000000,4.000000
33,-2.292296,-22.673061,4.429718,4.429718,117.235968,1.000000,4.000000
34,0.000000,0.000000,4.421180,4.421180,0.000000,1.000000,4.000000
35,-2.198477,-18.979463,4.456293,4.456293,81.918606,1.000000,4.000000
36,1.881032,-17.270339,4.442880,4.442880,67.929554,1.000000,4.000000
37,0.092282,-14.885277,4.430383,4.430383,50.013724,1.000000,4.000000
38,46.030601,-12.130424,4.418697,4.418697,512.812635,1.000000,4.000000
39,1.887806,-13.541382,4.407731,4.407731,42.410218,1.000000,4.000000
40,-2.067643,-11.655708,4.397411,4.397411,31.866629,1.000000,4.000000
41,-6.078113,-9.952291,4.387673,4.387673,30.994004,1.000000,4.000000
42,1.594345,-10.853892,4.378461,4.378461,27.486574,1.000000,4.000000
43,-5.865906,-9.156110,4.369728,4.369728,27.059625,1.000000,4.000000
44,50.252296,-14.067389,4.361431,4.361431,624.378708,1.000000,4.000000
45,-6.319435,-10.867777,4.353534,4.353534,36.302420,1.000000,4.000000
46,-1.998134,-10.356600,4.346006,4.346006,25.598608,1.000000,4.000000
47,-4.650174,-6.486841,4.338816,4.338816,14.682166,1.000000,4.000000
48,-4.551684,-9.596556,4.331942,4.331942,26.041834,1.000000,4.000000
49,27.899583,48.206881,4.325359,4.325359,717.233062,1.000000,4.000000
50,18.789925,-53.220240,4.319047,4.319047,737.536587,1.000000,4.000000
51,-75.539409,-44.409437,4.312989,4.312989,1780.296779,1.000000,4.000000
