k,x,y,vx,vy
0,3.141117,-0.133848,0.025125,-0.001071
1,2.478722,0.234826,-0.018557,0.023225
2,1.656007,-0.281997,-0.160740,-0.066215
3,1.066517,-0.781493,-0.352234,-0.228931
4,0.649470,-0.210532,-0.566384,0.071681
5,0.345282,-0.195832,-0.786734,0.081663
6,0.434776,-0.113501,-0.680802,0.162901
7,0.221781,-0.022132,-0.934616,0.275068
8,0.001303,0.373460,-1.245082,0.875257
9,0.256683,0.362204,-0.743003,0.823737
10,-0.211586,0.071099,-1.659491,0.202016
11,-0.350632,-0.328661,-1.894655,-0.695046
12,-0.722434,-0.096310,-2.692078,-0.106960
13,-0.910140,-0.087192,-3.029438,-0.078592
14,-0.555472,-0.121287,-1.941913,-0.163767
15,-0.177501,0.144341,-0.821817,0.558860
16,-0.207088,0.123141,-0.857706,0.470502
17,0.029306,0.495491,-0.160907,1.467929
18,-0.057742,0.419975,-0.391332,1.179659
19,-0.100297,0.798631,-0.486289,2.150488
20,-0.060547,0.821808,-0.352305,2.096781
21,0.023663,0.705338,-0.108391,1.673386
22,-0.079222,0.609623,-0.373375,1.333510
23,0.032947,0.672171,-0.064204,1.426226
24,0.095971,0.719474,0.098767,1.473816
25,0.635767,0.717447,1.433691,1.395621
26,0.836788,0.558575,1.852286,0.941963
27,0.611010,0.792282,1.228070,1.452282
28,0.519258,0.492563,0.958057,0.689085
29,0.223007,0.272497,0.242605,0.158645
30,0.364858,0.330940,0.546204,0.281127
31,0.303566,0.396094,0.389862,0.410009
32,0.524899,0.207552,0.841495,-0.006104
33,0.720862,0.311413,1.211668,0.208774
34,0.414056,0.409005,0.543185,0.397415
35,0.675929,0.057468,1.038598,-0.312096
36,0.867045,0.198329,1.367278,-0.028261
37,0.993856,0.137404,1.554949,-0.142148
38,0.538230,0.212491,0.656677,0.001675
39,0.616365,-0.027751,0.774052,-0.432195
40,0.442472,0.009597,0.439376,-0.350914
41,0.219836,0.102308,0.038966,-0.178363
42,0.339640,0.133996,0.240645,-0.118624
43,0.378986,0.297461,0.297966,0.156653
44,0.346816,-0.059067,0.235945,-0.428384
45,0.182246,-0.180223,-0.033989,-0.607907
46,0.234714,-0.126493,0.049108,-0.504889
47,0.082902,-0.169241,-0.185217,-0.554962
48,0.126118,-0.277268,-0.114614,-0.700812
49,-0.071414,-0.158477,-0.402951,-0.504676
50,0.312576,0.097779,0.165478,-0.118499
51,0.489771,0.061131,0.413068,-0.167305
52,0.340175,0.005873,0.192272,-0.239915
53,0.392298,-0.016713,0.258623,-0.264362
54,0.441874,-0.183387,0.318606,-0.482371
55,0.496633,-0.269409,0.382868,-0.583804
56,0.597058,0.009130,0.504029,-0.204766
57,0.626916,-0.000199,0.529437,-0.211490
58,0.414261,-0.043472,0.247241,-0.260844
59,0.530415,0.040574,0.385592,-0.149796
60,0.687456,0.260047,0.568467,0.122650
61,0.683322,0.479432,0.549773,0.384236
62,0.812186,0.634709,0.689754,0.559517
63,0.682093,0.602747,0.521418,0.509033
64,0.722619,0.618162,0.556113,0.515066
65,0.658052,0.490738,0.470125,0.358601
66,0.644400,0.356820,0.444306,0.200598
67,0.658304,0.192537,0.449848,0.014774
68,0.614850,0.141158,0.392735,-0.041493
69,0.490345,0.081993,0.250576,-0.104146
70,0.525769,0.133390,0.282801,-0.047479
71,0.737791,0.136105,0.498569,-0.043648
72,0.820255,0.132507,0.573374,-0.046460
73,0.937327,0.232546,0.680945,0.056388
74,1.018999,0.083676,0.749386,-0.094463
75,0.995016,0.186935,0.710683,0.009960
76,1.115035,0.291818,0.814462,0.112639
77,1.359139,0.491239,1.035195,0.303677
78,1.381559,0.499954,1.036837,0.306206
79,1.505831,0.468406,1.134777,0.270570
80,1.506223,0.490971,1.113926,0.286608
81,1.495953,0.370950,1.083846,0.170391
82,1.436893,0.491245,1.010079,0.277188
83,1.533235,0.487108,1.078867,0.268442
84,1.611431,0.437706,1.129453,0.219506
85,1.705413,0.493609,1.192544,0.265029
86,1.761135,0.568946,1.220406,0.326256
87,1.895230,0.678431,1.315279,0.415311
88,1.910160,0.488905,1.305544,0.245986
89,1.964145,0.479824,1.329154,0.234126
90,2.090137,0.500563,1.412504,0.247589
91,2.118011,0.587709,1.412191,0.315812
92,2.284054,0.629763,1.525435,0.345182
93,2.231872,0.709924,1.458144,0.404797
94,2.247860,0.917407,1.447526,0.565488
95,2.221080,0.863514,1.403038,0.513439
96,2.200555,0.925288,1.364618,0.554168
97,2.315998,0.922625,1.433680,0.543398
98,2.179546,0.833154,1.305493,0.465505
99,2.266058,0.808097,1.351961,0.439066
100,2.296241,1.043029,1.354358,0.611500
101,2.292888,1.081212,1.331351,0.631116
102,2.269696,1.009452,1.294024,0.567891
103,2.316345,1.018264,1.309453,0.566000
104,2.287306,1.054430,1.268770,0.584302
105,2.328986,1.022271,1.280681,0.552272
106,2.317421,1.020407,1.253743,0.542918
107,2.436847,1.011553,1.321554,0.528752
108,2.316049,0.965118,1.216581,0.488103
109,2.293739,0.917744,1.183586,0.447685
110,2.359486,1.009323,1.213120,0.505683
111,2.379420,1.115879,1.210105,0.572864
112,2.333410,1.215163,1.161564,0.633584
113,2.278363,1.102912,1.107846,0.547856
114,2.315756,1.109008,1.118225,0.544545
115,2.353596,1.190775,1.128692,0.592481
116,2.401547,1.084466,1.145734,0.513133
117,2.284737,1.005366,1.052559,0.453541
118,2.285906,1.066395,1.039391,0.487951
119,2.329255,1.111480,1.054231,0.511188
120,2.369793,1.108765,1.066942,0.502734
121,2.468959,1.162225,1.117458,0.530908
122,2.555468,1.142287,1.158834,0.511202
123,2.483998,1.068823,1.098187,0.457578
124,2.482766,1.094881,1.083418,0.468343
125,2.432468,1.071145,1.037877,0.447395
126,2.478296,1.058853,1.053645,0.434037
127,2.537541,1.090116,1.077510,0.448154
128,2.619595,1.216621,1.115113,0.521207
129,2.763709,1.220619,1.190380,0.517236
130,2.675024,1.246909,1.121267,0.527032
131,2.770691,1.362592,1.166012,0.591266
132,2.812278,1.430990,1.177110,0.625636
133,2.904156,1.397592,1.218402,0.597895
134,3.001465,1.537083,1.262240,0.674544
135,3.089473,1.564231,1.299764,0.682709
136,3.162269,1.598140,1.327600,0.694756
137,3.061479,1.562278,1.252244,0.665312
138,3.033249,1.519634,1.220876,0.632368
139,3.066990,1.571286,1.226339,0.655222
140,3.084662,1.638735,1.222341,0.686911
141,3.115191,1.491170,1.225871,0.593298
142,3.074719,1.458542,1.188329,0.567595
143,3.110059,1.591554,1.194984,0.637553
144,3.107109,1.553586,1.179614,0.608519
145,3.048766,1.538029,1.132915,0.592716
146,2.980775,1.520300,1.081471,0.575927
147,2.998191,1.596599,1.079091,0.612535
148,3.063389,1.616966,1.103636,0.617102
149,3.105349,1.689339,1.114783,0.650748
150,3.075461,1.773987,1.085651,0.690737
151,3.158791,1.688190,1.119914,0.635346
152,3.209653,1.705541,1.135682,0.637919
153,3.193714,1.730396,1.114351,0.644594
154,3.094276,1.773946,1.047420,0.661452
155,3.095605,1.887459,1.036671,0.716395
156,3.181893,1.884458,1.072461,0.706934
157,3.181901,1.863586,1.060795,0.687886
158,3.191933,1.883651,1.054731,0.691306
159,3.172049,1.929289,1.032584,0.708499
160,3.242617,1.891070,1.059474,0.680276
161,3.188429,1.918155,1.018994,0.687515
162,3.326434,1.954395,1.081968,0.699555
163,3.374659,1.976185,1.096158,0.703718
164,3.361755,1.963989,1.077624,0.689737
165,3.408789,1.938756,1.091146,0.669026
166,3.400302,2.005349,1.075106,0.697185
167,3.517395,2.000969,1.125554,0.687515
168,3.528809,2.036873,1.119713,0.699176
169,3.514309,2.047876,1.100345,0.697611
170,3.543857,2.015557,1.104294,0.673381
171,3.465265,2.043899,1.051704,0.681151
172,3.577901,2.142200,1.099438,0.725277
173,3.664953,2.225695,1.133262,0.761143
174,3.633400,2.178793,1.105140,0.728919
175,3.672331,2.250939,1.113849,0.758713
176,3.658457,2.224542,1.095180,0.737244
177,3.675642,2.311564,1.092748,0.774492
178,3.711692,2.327623,1.100049,0.774785
179,3.688523,2.338447,1.076864,0.772387
180,3.727571,2.376250,1.085834,0.783839
181,3.679824,2.412048,1.050315,0.794128
182,3.713019,2.454930,1.056536,0.807909
183,3.751029,2.412190,1.065136,0.777899
184,3.739869,2.355431,1.048624,0.741115
185,3.756973,2.386397,1.046660,0.749313
186,3.809028,2.274035,1.062438,0.684748
187,3.751803,2.285995,1.022714,0.683870
188,3.748906,2.275477,1.010911,0.671640
189,3.840384,2.265948,1.046878,0.660050
190,3.752785,2.334142,0.992173,0.687768
191,3.783260,2.373108,0.997524,0.700458
192,3.836879,2.368706,1.014449,0.691203
193,3.802383,2.414866,0.986944,0.707437
194,3.782721,2.398653,0.967186,0.692213
195,3.806190,2.381942,0.969252,0.676908
196,3.813858,2.398595,0.963390,0.678466
197,3.834709,2.408456,0.964181,0.676613
198,3.793021,2.427475,0.933741,0.679352
199,3.803054,2.529108,0.929431,0.723265
200,3.798212,2.486773,0.917757,0.694964
201,3.746932,2.527584,0.883091,0.708360
202,3.752679,2.456877,0.877165,0.666145
203,3.794123,2.446180,0.889043,0.654209
204,3.932315,2.510830,0.948835,0.679814
205,3.923946,2.549329,0.935266,0.692171
206,3.916632,2.551911,0.922365,0.686587
207,3.972587,2.519749,0.940949,0.663848
208,4.016361,2.540942,0.953306,0.667767
209,4.098675,2.544066,0.984603,0.662704
210,4.155592,2.493518,1.003013,0.631151
211,4.222054,2.512593,1.025948,0.634341
212,4.228430,2.584844,1.018961,0.663766
213,4.264040,2.591581,1.026481,0.660537
214,4.276085,2.530619,1.022294,0.623932
215,4.294863,2.549787,1.021471,0.627231
216,4.377358,2.548270,1.052075,0.620297
217,4.495756,2.587764,1.100062,0.633649
218,4.506439,2.667096,1.094485,0.666493
219,4.503882,2.598578,1.082444,0.626179
220,4.509554,2.676804,1.074577,0.658531
221,4.495767,2.648508,1.057211,0.638119
222,4.449131,2.664026,1.023855,0.639475
223,4.512748,2.702682,1.045080,0.652201
224,4.469591,2.729085,1.013570,0.658773
225,4.489723,2.680261,1.013501,0.628282
226,4.513046,2.674231,1.015002,0.619138
227,4.528241,2.706261,1.012493,0.628797
228,4.559970,2.726657,1.018135,0.632641
229,4.600543,2.752550,1.028069,0.639148
230,4.625430,2.806973,1.030194,0.659612
231,4.600045,2.761208,1.007595,0.630640
232,4.655523,2.742337,1.024954,0.615170
233,4.711972,2.686684,1.042617,0.581780
234,4.692750,2.663856,1.022928,0.564847
235,4.667614,2.694036,1.000526,0.574125
236,4.692572,2.650052,1.002957,0.546874
237,4.683555,2.679313,0.988671,0.555876
238,4.705554,2.711577,0.989765,0.566266
239,4.780691,2.685664,1.016957,0.547969
240,4.865168,2.726331,1.048472,0.562567
241,4.871535,2.745323,1.041296,0.566370
242,4.919914,2.736252,1.054837,0.556346
243,4.886416,2.770008,1.028005,0.567467
244,4.887533,2.806496,1.018449,0.579823
245,4.878116,2.803117,1.003807,0.572462
246,4.815822,2.773875,0.963313,0.552457
247,4.818024,2.811406,0.954923,0.565478
248,4.838558,2.821719,0.955629,0.564988
249,4.839894,2.893464,0.946886,0.594715
250,4.886458,2.890259,0.960475,0.587288
251,4.913226,2.894092,0.964193,0.583395
252,4.970079,2.793482,0.982678,0.528152
253,5.052191,2.814529,1.013414,0.533311
254,5.075305,2.802439,1.014815,0.522111
255,5.091962,2.888248,1.013023,0.559212
256,5.074953,2.901125,0.994673,0.560045
257,5.120554,2.876312,1.007333,0.542310
258,5.146691,2.842122,1.010283,0.520128
