k,yx,yy,Sx,Sy,NIS,q,r
0,-2.841661,-0.686046,29.004000,29.004000,0.294639,1.000000,4.000000
1,1.505631,0.641881,7.453455,7.453455,0.359422,1.000000,4.000000
2,2.463144,1.495634,5.862227,5.862227,1.416526,1.000000,4.000000
3,-1.109935,-1.413192,5.283440,5.283440,0.611168,1.000000,4.000000
4,0.554664,-0.313716,4.988342,4.988342,0.081404,1.000000,4.000000
5,1.969300,0.888970,4.813035,4.813035,0.969952,1.000000,4.000000
6,4.381840,0.990459,4.699955,4.699955,4.293985,1.000000,4.000000
7,3.600850,-0.881941,4.623583,4.623583,2.972574,1.000000,4.000000
8,3.260997,0.401688,4.570779,4.570779,2.361841,1.000000,4.000000
9,-1.068898,0.226879,4.534005,4.534005,0.263347,1.000000,4.000000
10,-3.114355,0.309179,4.508548,4.508548,2.172495,1.000000,4.000000
11,0.369469,1.558346,4.491253,4.491253,0.571099,1.000000,4.000000
12,0.330637,-0.530120,4.479879,4.479879,0.087134,1.000000,4.000000
13,-0.202642,0.433769,4.472769,4.472769,0.051248,1.000000,4.000000
14,-0.688045,0.877163,4.468656,4.468656,0.278120,1.000000,4.000000
15,2.704724,-0.569667,4.466553,4.466553,1.710503,1.000000,4.000000
16,-0.227956,0.792464,4.465694,4.465694,0.152264,1.000000,4.000000
17,1.058791,1.580220,4.465482,4.465482,0.810245,1.000000,4.000000
18,2.867306,4.015934,4.465466,4.465466,5.452771,1.000000,4.000000
19,1.384119,-3.332218,4.465314,4.465314,2.915687,1.000000,4.000000
20,1.904722,0.223133,4.464793,4.464793,0.823723,1.000000,4.000000
21,-0.602635,2.353335,4.463751,4.463751,1.322061,1.000000,4.000000
22,-1.990196,1.264385,4.462101,4.462101,1.245949,1.000000,4.000000
23,-4.085744,-1.740983,4.459808,4.459808,4.422685,1.000000,4.000000
24,-0.742929,-1.860160,4.456873,4.456873,0.900213,1.000000,4.000000
25,-0.036515,0.723769,4.453326,4.453326,0.117929,1.000000,4.000000
26,-1.941077,-1.912643,4.449213,4.449213,1.669055,1.000000,4.000000
27,0.407570,0.894221,4.444595,4.444595,0.217285,1.000000,4.000000
28,0.718405,-0.208460,4.439535,4.439535,0.126040,1.000000,4.000000
29,2.716734,1.281180,4.434099,4.434099,2.034702,1.000000,4.000000
