k,yx,yy,Sx,Sy,NIS,q,r
0,0.149659,-0.253838,29.004000,29.004000,0.002994,1.000000,4.000000
1,1.826029,-1.340731,7.453455,7.453455,0.688532,1.000000,4.000000
2,0.572593,-2.841185,5.862227,5.862227,1.432936,1.000000,4.000000
3,1.116468,1.850457,5.283440,5.283440,0.884025,1.000000,4.000000
4,-1.354573,2.534531,4.988342,4.988342,1.655603,1.000000,4.000000
5,0.398738,1.563557,4.813035,4.813035,0.540969,1.000000,4.000000
6,0.290833,2.284562,4.699955,4.699955,1.128481,1.000000,4.000000
7,-0.012186,5.153940,4.623583,4.623583,5.745165,1.000000,4.000000
8,-0.541369,5.215610,4.570779,4.570779,6.015531,1.000000,4.000000
9,-0.785805,-2.389285,4.534005,4.534005,1.395273,1.000000,4.000000
10,-3.327132,-0.599709,4.508548,4.508548,2.535064,1.000000,4.000000
11,-4.080334,-1.559817,4.491253,4.491253,4.248738,1.000000,4.000000
12,-5.564597,-2.205352,4.479879,4.479879,7.997608,1.000000,4.000000
13,0.097191,-1.615272,4.472769,4.472769,0.585443,1.000000,4.000000
14,-2.679284,-2.198165,4.468656,4.468656,2.687720,1.000000,4.000000
15,2.564818,-0.588734,4.466553,4.466553,1.550390,1.000000,4.000000
16,0.997573,-3.561216,4.465694,4.465694,3.062774,1.000000,4.000000
17,0.924865,-1.921447,4.465482,4.465482,1.018330,1.000000,4.000000
18,-0.129288,-1.093003,4.465466,4.465466,0.271275,1.000000,4.000000
19,3.104201,2.184856,4.465314,4.465314,3.227021,1.000000,4.000000
20,1.792905,0.633253,4.464793,4.464793,0.809784,1.000000,4.000000
21,-1.380445,-0.977413,4.463751,4.463751,0.640933,1.000000,4.000000
22,3.543102,2.249206,4.462101,4.462101,3.947130,1.000000,4.000000
23,-2.993243,-2.743314,4.459808,4.459808,3.696410,1.000000,4.000000
24,-0.926746,0.894030,4.456873,4.456873,0.372043,1.000000,4.000000
25,4.013985,3.229495,4.453326,4.453326,5.959976,1.000000,4.000000
26,0.721322,-0.411411,4.449213,4.449213,0.154986,1.000000,4.000000
27,-0.438164,2.494799,4.444595,4.444595,1.443553,1.000000,4.000000
28,-3.267291,2.161329,4.439535,4.439535,3.456789,1.000000,4.000000
29,2.588710,-2.961883,4.434099,4.434099,3.489812,1.000000,4.000000
30,3.083153,-2.571624,4.428351,4.428351,3.639974,1.000000,4.000000
31,-1.463191,0.870701,4.422353,4.422353,0.655545,1.000000,4.000000
32,2.200160,1.415088,4.416161,4.416161,1.549576,1.000000,4.000000
33,3.353767,-2.490874,4.409826,4.409826,3.957572,1.000000,4.000000
34,-4.203047,1.487818,4.403395,4.403395,4.514518,1.000000,4.000000
35,-2.630706,-1.458047,4.396907,4.396907,2.057473,1.000000,4.000000
36,-0.962234,-0.010330,4.390396,4.390396,0.210915,1.000000,4.000000
37,0.913911,-3.561268,4.383895,4.383895,3.083529,1.000000,4.000000
38,2.921405,2.407528,4.377426,4.377426,3.273795,1.000000,4.000000
39,-0.691945,1.130874,4.371013,4.371013,0.402118,1.000000,4.000000
40,-1.145447,1.951554,4.364672,4.364672,1.173195,1.000000,4.000000
41,2.841410,1.094647,4.358419,4.358419,2.127345,1.000000,4.000000
42,2.688778,2.386088,4.352265,4.352265,2.969245,1.000000,4.000000
43,-1.589683,0.315255,4.346218,4.346218,0.604313,1.000000,4.000000
44,0.759736,1.147731,4.340287,4.340287,0.436488,1.000000,4.000000
45,7.128380,0.815980,4.334477,4.334477,11.876777,1.000000,4.000000
46,1.649772,-1.083522,4.328792,4.328792,0.899966,1.000000,4.000000
47,-3.277149,-2.097005,4.323233,4.323233,3.501346,1.000000,4.000000
48,0.508328,-0.484814,4.317803,4.317803,0.114281,1.000000,4.000000
49,-1.988616,-0.783747,4.312502,4.312502,1.059444,1.000000,4.000000
50,1.006083,0.982162,4.307330,4.307330,0.458949,1.000000,4.000000
51,-0.328451,3.281981,4.302286,4.302286,2.528720,1.000000,4.000000
