k,x,y,vx,vy
0,1.593708,-0.675071,0.012748,-0.005400
1,2.834796,-1.352851,0.094513,-0.050055
2,1.548597,0.127077,-0.128199,0.205999
3,1.078920,0.103494,-0.280770,0.196950
4,1.694082,-0.508688,0.043470,-0.124858
5,1.943986,0.022983,0.230846,0.277055
6,1.692616,0.161593,-0.026855,0.411014
7,1.176820,0.264229,-0.682794,0.531209
8,1.091744,0.140286,-0.792680,0.324165
9,0.713520,0.175874,-1.441808,0.376301
10,0.370260,0.633418,-2.077362,1.285937
11,0.030956,0.605527,-2.738843,1.166839
12,0.056138,0.237512,-2.547890,0.232234
13,0.015742,0.286266,-2.521271,0.343398
14,0.163246,0.154941,-2.002909,-0.018518
15,0.221183,0.240879,-1.739566,0.213418
16,-0.004113,0.062359,-2.259464,-0.285420
17,-0.245067,-0.121583,-2.797461,-0.775240
18,-0.371327,-0.232901,-2.990724,-1.038601
19,-0.860314,-0.392761,-4.164187,-1.418901
20,-1.163594,-0.380357,-4.759947,-1.308463
21,-1.105074,-0.722318,-4.349079,-2.152527
22,-1.050504,-0.662322,-3.976662,-1.881416
23,-0.946641,-0.629978,-3.502719,-1.700590
24,-1.068440,-0.457612,-3.633852,-1.177581
25,-0.975984,-0.795052,-3.223977,-1.956681
26,-1.057067,-0.790782,-3.264302,-1.851263
27,-1.061101,-0.790222,-3.118825,-1.761996
28,-1.119591,-1.038312,-3.109805,-2.256108
29,-1.246451,-0.974389,-3.256482,-2.008760
30,-1.242202,-0.924314,-3.102733,-1.808757
31,-1.510487,-0.703353,-3.549206,-1.252078
32,-1.306353,-0.243897,-2.967326,-0.227357
33,-1.159416,-0.478838,-2.541048,-0.703459
34,-0.758137,-0.158796,-1.628101,-0.028771
35,-0.541959,-0.403379,-1.137166,-0.510366
36,-0.309595,-0.232432,-0.644935,-0.160827
37,-0.347402,-0.715640,-0.691932,-1.066473
38,-0.294510,-0.448651,-0.568778,-0.534371
39,-0.331496,-0.415489,-0.615023,-0.455191
40,-0.385183,-0.390590,-0.688164,-0.395099
41,-0.475846,-0.352719,-0.821216,-0.315902
42,-0.400799,-0.120615,-0.666225,0.088088
43,-0.215029,-0.073525,-0.335744,0.163329
44,-0.017191,0.179145,-0.003011,0.569017
45,0.126917,0.119203,0.226867,0.455292
46,0.287578,0.207741,0.470969,0.579485
47,0.613429,-0.116264,0.956250,0.064816
48,0.551874,-0.032564,0.834848,0.188810
49,0.519687,-0.154371,0.762655,0.003346
50,0.525014,-0.044552,0.748263,0.162474
51,0.641273,0.117731,0.892491,0.388917
52,0.720859,0.244925,0.978842,0.555944
53,0.866769,0.528320,1.152473,0.930156
54,0.951307,0.667704,1.235534,1.093312
55,1.103601,0.627290,1.404977,1.010598
56,1.033704,0.364157,1.276987,0.640534
57,1.269458,0.344362,1.547054,0.598645
58,1.330065,0.390716,1.584554,0.642105
59,1.172284,0.304305,1.348842,0.518629
60,1.201904,0.475474,1.352079,0.715548
61,1.277923,0.665719,1.411137,0.927697
62,0.988447,0.619444,1.033839,0.850707
63,0.918018,0.522436,0.927252,0.717311
64,0.936413,0.459727,0.927080,0.628487
65,1.133160,0.616661,1.129533,0.792494
66,1.082029,0.484617,1.046973,0.626870
67,1.006134,0.395568,0.940053,0.514704
68,0.868150,0.558708,0.769334,0.681134
69,0.870396,0.604466,0.755220,0.715649
70,0.911691,0.897872,0.782971,1.011374
71,1.054978,0.906805,0.916413,0.999565
72,1.235812,0.952664,1.084103,1.026258
73,1.162802,0.879041,0.987648,0.930357
74,1.227794,0.857328,1.033145,0.889807
