k,x,y,vx,vy
0,-2.654756,2.212501,-0.021235,0.017698
1,-0.064978,0.918373,0.149448,-0.067603
2,-0.651196,0.175203,0.047573,-0.195864
3,-0.348649,-0.145586,0.146083,-0.299363
4,-0.619022,0.662525,0.003337,0.125852
5,-0.405046,0.733812,0.164284,0.177594
6,1.475198,-3.056596,2.053810,-3.641767
7,1.642930,-2.622699,2.215046,-2.996682
8,1.605973,-1.783354,2.090023,-1.613065
9,1.762084,-1.818984,2.294793,-1.619098
10,1.518438,-1.544640,1.709532,-0.999104
11,8.985132,-6.722458,18.221195,-12.457484
12,8.511365,-6.580293,16.219475,-11.522967
13,8.835755,-6.810752,16.219475,-11.522967
14,10.036809,-7.980434,18.495121,-13.961001
15,10.406712,-8.259654,18.495121,-13.961001
16,9.587179,-7.581284,15.330270,-11.413044
17,9.127509,-6.643188,13.291103,-8.309200
18,8.764029,-6.313139,11.622956,-6.993794
19,8.996488,-6.453015,11.622956,-6.993794
20,9.228947,-6.592891,11.622956,-6.993794
21,9.461406,-6.732767,11.622956,-6.993794
22,18.473421,6.047196,33.383462,25.028582
23,16.692598,5.680737,27.455382,22.929401
24,15.162614,5.238788,22.534600,20.798016
25,13.552020,5.029251,17.762643,19.349966
26,17.878586,7.653034,26.759453,24.417286
27,16.144323,7.019031,21.726411,21.928215
28,14.540372,6.784005,17.299486,20.465392
29,13.613403,6.366966,14.591745,18.707649
30,14.829522,14.248195,16.517908,34.352028
31,20.483279,7.813873,27.388658,19.809712
32,25.531773,15.333080,36.396446,34.065784
33,26.259702,16.014396,36.396446,34.065784
34,24.236679,14.971959,31.114699,30.756230
35,22.506262,14.167726,26.691868,28.087997
36,20.468044,13.273803,21.955446,25.407368
37,26.438278,20.053176,31.937168,36.724708
38,24.288465,18.553578,27.003593,32.772105
39,24.828537,19.209020,27.003593,32.772105
40,22.962166,18.161092,22.912885,29.876549
41,21.388836,16.965754,19.527689,26.889123
42,20.248438,10.771618,17.025921,15.888330
43,19.866876,7.213303,15.868207,9.673794
44,18.874119,9.365706,13.806453,12.756584
45,17.768217,8.541663,11.670854,11.088978
46,19.516647,2.463394,13.970440,1.526350
47,18.408690,2.573659,11.901245,1.645275
48,18.822331,-1.508824,12.158693,-4.387757
49,17.336574,-1.344545,9.666702,-4.024488
50,16.267366,-1.189508,7.876993,-3.690619
51,15.316587,-0.985978,6.331434,-3.303862
52,14.293108,-1.081024,4.753254,-3.343613
53,14.388173,-1.147896,4.753254,-3.343613
