k,yx,yy,Sx,Sy,NIS,q,r
0,3.721141,0.422547,29.004000,29.004000,0.483569,1.000000,4.000000
1,-1.050194,-1.315275,7.453455,7.453455,0.380073,1.000000,4.000000
2,-6.417852,-3.231420,5.862227,5.862227,8.807388,1.000000,4.000000
3,-2.992351,4.275395,5.283440,5.283440,5.154439,1.000000,4.000000
4,0.034072,3.125633,4.988342,4.988342,1.958715,1.000000,4.000000
5,3.188627,-0.759913,4.813035,4.813035,2.232439,1.000000,4.000000
6,-0.426597,-1.748610,4.699955,4.699955,0.689288,1.000000,4.000000
7,-0.608175,1.303707,4.623583,4.623583,0.447603,1.000000,4.000000
8,-0.484484,-0.037585,4.570779,4.570779,0.051662,1.000000,4.000000
9,-1.979752,-0.229437,4.534005,4.534005,0.876060,1.000000,4.000000
10,1.790834,1.421023,4.508548,4.508548,1.159218,1.000000,4.000000
11,2.928537,1.069697,4.491253,4.491253,2.164336,1.000000,4.000000
12,-2.019967,-0.222210,4.479879,4.479879,0.921820,1.000000,4.000000
13,-2.232265,-1.710626,4.472769,4.472769,1.768311,1.000000,4.000000
14,-2.438358,1.188185,4.468656,4.468656,1.646441,1.000000,4.000000
15,0.466497,0.650768,4.466553,4.466553,0.143538,1.000000,4.000000
16,-0.847177,0.730077,4.465694,4.465694,0.280073,1.000000,4.000000
17,-5.224990,-0.251160,4.465482,4.465482,6.127804,1.000000,4.000000
18,0.236260,-1.241541,4.465466,4.465466,0.357688,1.000000,4.000000
19,1.138722,-2.010312,4.465314,4.465314,1.195446,1.000000,4.000000
20,-0.495490,-1.030229,4.464793,4.464793,0.292708,1.000000,4.000000
21,2.750208,-1.720897,4.463751,4.463751,2.357912,1.000000,4.000000
22,0.721880,1.084228,4.462101,4.462101,0.380238,1.000000,4.000000
23,-0.171785,0.321448,4.459808,4.459808,0.029786,1.000000,4.000000
24,0.320469,2.983901,4.456873,4.456873,2.020781,1.000000,4.000000
25,1.572041,-1.345190,4.453326,4.453326,0.961271,1.000000,4.000000
26,3.390101,5.087776,4.449213,4.449213,8.401093,1.000000,4.000000
27,0.363225,0.453768,4.444595,4.444595,0.076011,1.000000,4.000000
28,0.608308,-3.638061,4.439535,4.439535,3.064629,1.000000,4.000000
29,5.017972,-2.961103,4.434099,4.434099,7.656161,1.000000,4.000000
30,1.288020,-0.253780,4.428351,4.428351,0.389174,1.000000,4.000000
31,-0.322512,0.185491,4.422353,4.422353,0.031300,1.000000,4.000000
32,-1.549768,2.766153,4.416161,4.416161,2.276498,1.000000,4.000000
33,-1.523579,-3.116281,4.409826,4.409826,2.728565,1.000000,4.000000
34,-1.855235,-0.922447,4.403395,4.403395,0.974886,1.000000,4.000000
35,-0.151554,2.313081,4.396907,4.396907,1.222067,1.000000,4.000000
36,0.190982,1.274424,4.390396,4.390396,0.378242,1.000000,4.000000
37,2.142881,-1.601702,4.383895,4.383895,1.632655,1.000000,4.000000
38,-2.772314,0.081192,4.377426,4.377426,1.757270,1.000000,4.000000
39,0.558874,-2.563584,4.371013,4.371013,1.574990,1.000000,4.000000
40,-0.025029,1.924034,4.364672,4.364672,0.848295,1.000000,4.000000
41,1.119270,0.235215,4.358419,4.358419,0.300130,1.000000,4.000000
42,1.561882,1.919926,4.352265,4.352265,1.407450,1.000000,4.000000
43,-1.032172,-0.708760,4.346218,4.346218,0.360709,1.000000,4.000000
44,-0.014384,0.048989,4.340287,4.340287,0.000601,1.000000,4.000000
45,1.812287,0.782630,4.334477,4.334477,0.899046,1.000000,4.000000
46,-2.425865,-1.584349,4.328792,4.328792,1.939337,1.000000,4.000000
47,-0.711006,0.329129,4.323233,4.323233,0.141990,1.000000,4.000000
48,3.219433,1.341554,4.317803,4.317803,2.817293,1.000000,4.000000
49,-1.698389,-1.785646,4.312502,4.312502,1.408244,1.000000,4.000000
50,0.903936,2.770703,4.307330,4.307330,1.971963,1.000000,4.000000
51,2.852464,-3.608669,4.302286,4.302286,4.918092,1.000000,4.000000
52,-0.704782,1.073086,4.297369,4.297369,0.383544,1.000000,4.000000
53,1.320474,0.516303,4.292577,4.292577,0.468302,1.000000,4.000000
54,-0.823710,1.675608,4.287908,4.287908,0.813021,1.000000,4.000000
55,3.844769,-1.376555,4.283359,4.283359,3.893474,1.000000,4.000000
56,0.636888,-3.501455,4.278929,4.278929,2.960044,1.000000,4.000000
57,3.299600,0.694039,4.274613,4.274613,2.659667,1.000000,4.000000
58,-1.229791,0.034555,4.270410,4.270410,0.354434,1.000000,4.000000
59,-1.121489,0.605357,4.266317,4.266317,0.380702,1.000000,4.000000
60,0.759560,-2.901683,4.262330,4.262330,2.110746,1.000000,4.000000
61,-2.370574,0.847522,4.258448,4.258448,1.488315,1.000000,4.000000
62,3.912912,-2.857108,4.254666,4.254666,5.517225,1.000000,4.000000
63,2.145309,-1.663587,4.250982,4.250982,1.733687,1.000000,4.000000
64,1.294340,-1.033956,4.247393,4.247393,0.646133,1.000000,4.000000
65,-0.820881,-0.801674,4.243896,4.243896,0.310217,1.000000,4.000000
66,-1.057830,3.212992,4.240489,4.240489,2.698350,1.000000,4.000000
67,-1.608800,1.177515,4.237169,4.237169,0.938074,1.000000,4.000000
68,0.923904,-2.692289,4.233932,4.233932,1.913593,1.000000,4.000000
69,0.613039,4.455184,4.230777,4.230777,4.780324,1.000000,4.000000
70,-1.793264,1.212817,4.227701,4.227701,1.108574,1.000000,4.000000
71,-1.423739,0.507148,4.224702,4.224702,0.540685,1.000000,4.000000
72,1.055378,3.909010,4.221776,4.221776,3.883242,1.000000,4.000000
73,-1.136991,1.190875,4.218922,4.218922,0.642565,1.000000,4.000000
74,1.780496,1.675811,4.216138,4.216138,1.418005,1.000000,4.000000
75,1.344668,3.044490,4.213421,4.213421,2.628992,1.000000,4.000000
76,3.238119,1.194985,4.210770,4.210770,2.829269,1.000000,4.000000
77,0.201626,1.149622,4.208182,4.208182,0.323723,1.000000,4.000000
78,5.451086,2.186150,4.205655,4.205655,8.201716,1.000000,4.000000
79,0.058387,1.539698,4.203187,4.203187,0.564828,1.000000,4.000000
80,-0.563729,0.396996,4.200778,4.200778,0.113169,1.000000,4.000000
81,-1.558216,-2.708551,4.198424,4.198424,2.325702,1.000000,4.000000
82,-2.806346,-1.870615,4.196124,4.196124,2.710782,1.000000,4.000000
83,1.228094,-3.501949,4.193876,4.193876,3.283803,1.000000,4.000000
84,2.601680,-1.423519,4.191680,4.191680,2.098239,1.000000,4.000000
85,1.136900,-0.547107,4.189533,4.189533,0.379963,1.000000,4.000000
86,-0.473775,0.602421,4.187434,4.187434,0.140271,1.000000,4.000000
87,-1.115411,0.474215,4.185382,4.185382,0.350989,1.000000,4.000000
88,2.764848,-2.323678,4.183374,4.183374,3.118025,1.000000,4.000000
89,1.359153,-1.263931,4.181411,4.181411,0.823841,1.000000,4.000000
90,-1.498927,-0.595979,4.179490,4.179490,0.622558,1.000000,4.000000
91,2.147230,2.216089,4.177611,4.177611,2.279209,1.000000,4.000000
92,-1.126060,-0.407143,4.175772,4.175772,0.343356,1.000000,4.000000
93,-2.484195,4.443355,4.173972,4.173972,6.208625,1.000000,4.000000
94,-2.965235,0.340011,4.172210,4.172210,2.135133,1.000000,4.000000
95,-0.732316,0.371151,4.170485,4.170485,0.161622,1.000000,4.000000
