k,zx,zy,valid
0,3.721141,0.422547,1
1,2.158271,-0.950944,1
2,-3.696109,-3.477248,1
3,-2.316515,2.998762,1
4,-0.028913,2.890057,1
5,3.120536,-0.367247,1
6,0.040197,-1.477283,1
7,-0.209944,1.316401,1
8,-0.175395,0.157201,1
9,-1.740143,-0.033228,1
10,1.779938,1.595357,1
11,3.110474,1.415947,1
12,-1.512642,0.257870,1
13,-1.946587,-1.238660,1
14,-2.405792,1.485916,1
15,0.212781,1.086215,1
16,-1.080103,1.250256,1
17,-5.579022,0.366066,1
18,-0.725122,-0.631023,1
19,0.140626,-1.516849,1
20,-1.429778,-0.745350,1
21,1.706692,-1.548172,1
22,-0.078283,1.063701,1
23,-0.935628,0.404650,1
24,-0.500439,3.093402,1
25,0.746294,-0.921148,1
26,2.694634,5.376749,1
27,-0.003080,1.283243,1
28,0.266943,-2.734223,1
29,4.728235,-2.405200,1
30,1.503233,0.011329,1
31,0.036501,0.424063,1
32,-1.203678,3.021217,1
33,-1.311832,-2.590741,1
34,-1.779234,-0.688684,1
35,-0.246526,2.456761,1
36,0.080773,1.629568,1
37,2.048754,-1.126199,1
38,-2.672610,0.418180,1
39,0.416904,-2.217593,1
40,-0.120491,2.046571,1
41,1.020714,0.518333,1
42,1.557553,2.222883,1
43,-0.903619,-0.244646,1
44,0.035683,0.460531,1
45,1.864926,1.202025,1
46,-2.225218,-1.098624,1
47,-0.692217,0.696691,1
48,3.185830,1.736654,1
49,-1.487133,-1.285902,1
50,0.996382,3.143131,1
51,3.015541,-3.030737,1
52,-0.329445,1.398057,1
53,1.657519,0.918199,1
54,-0.383713,2.116331,1
55,4.240915,-0.816649,1
56,1.305591,-3.028356,1
57,4.029117,0.937186,1
58,-0.263555,0.321729,1
59,-0.210351,0.894215,1
60,1.621724,-2.574601,1
61,-1.439484,0.992079,1
62,4.718839,-2.663812,1
63,3.209716,-1.648064,1
64,2.512643,-1.125711,1
65,0.501785,-0.964099,1
66,0.245562,2.993003,1
67,-0.338843,1.132330,1
68,2.128379,-2.677520,1
69,1.894241,4.312004,1
70,-0.452223,1.308680,1
71,-0.154931,0.665741,1
72,2.271229,4.092549,1
73,0.158214,1.581971,1
74,3.039412,2.132172,1
75,2.719407,3.591959,1
76,4.706868,1.904926,1
77,1.861538,1.928812,1
78,7.150245,3.032749,1
79,2.058477,2.505782,1
80,1.473613,1.451502,1
81,0.486108,-1.620724,1
82,-0.803102,-0.898819,1
83,3.130339,-2.607202,1
84,4.591891,-0.683205,1
85,3.279402,0.134405,1
86,1.754387,1.265039,1
87,1.125402,1.170126,1
88,4.989259,-1.600072,1
89,3.739835,-0.637234,1
90,0.976799,-0.020099,1
91,4.593581,2.769965,1
92,1.448092,0.246103,1
93,0.078291,5.084335,1
94,-0.472243,1.174076,1
95,1.670359,1.227363,1
96,3.802017,-0.158961,1
97,1.822400,1.960415,1
98,2.910487,-0.978554,1
99,0.943997,2.091211,1
100,1.585120,-6.060410,1
101,4.426746,1.719460,1
102,-0.153690,2.189434,1
103,-1.815248,0.882716,1
104,0.103063,1.559948,1
105,-0.056243,-0.457135,1
106,2.323635,1.286153,1
107,4.126583,-0.145598,1
108,3.860179,2.106023,1
109,3.080776,-1.638773,1
110,2.160804,1.596710,1
111,7.393617,2.210090,1
112,3.400768,0.323365,1
113,0.704149,-0.226429,1
114,1.936517,-1.331721,1
115,4.546901,-0.080474,1
116,2.163764,1.883365,1
117,-0.503344,2.984188,1
118,2.038686,-0.730918,1
119,4.342798,0.427959,1
120,2.787830,2.211608,1
121,2.252382,0.260905,1
122,5.515382,1.322220,1
123,6.931498,1.898294,1
124,2.339852,4.079893,1
125,1.365349,0.487764,1
126,1.015481,-1.895238,1
127,-1.021367,1.355046,1
128,1.425487,1.011253,1
129,2.513671,0.202228,1
130,2.925328,1.305186,1
131,5.806526,2.913766,1
132,5.629682,6.393367,1
133,1.361983,2.927289,1
134,1.699443,4.869898,1
135,-0.158046,0.870219,1
136,2.154545,1.711184,1
137,1.252569,0.835619,1
138,-1.382570,3.043494,1
139,5.475871,2.624850,1
140,0.248075,1.139055,1
141,5.085409,2.774955,1
142,0.680066,-0.307538,1
143,3.234310,4.219515,1
144,-0.859957,2.102390,1
145,4.329788,3.670540,1
146,4.101167,4.537745,1
147,4.639213,0.669438,1
148,4.294438,3.287677,1
149,2.078837,3.125803,1
150,1.859092,0.567114,1
151,2.682075,0.602991,1
152,3.757919,1.007444,1
153,2.948412,4.493287,1
154,-0.049560,2.997064,1
155,5.482787,1.763060,1
156,3.838017,3.457230,1
157,1.989730,2.948512,1
158,2.052905,1.184105,1
159,4.549826,4.888997,1
160,-0.347279,0.958099,1
161,2.533045,3.897346,1
162,2.489077,1.444661,1
163,2.200273,2.056699,1
164,1.680359,2.891665,1
165,1.880977,1.598325,1
166,0.162375,2.707442,1
167,-0.384651,1.907961,1
168,6.042182,1.226244,1
169,7.847446,-0.061580,1
170,5.818981,3.099881,1
171,7.538407,2.859895,1
172,4.218711,2.589535,1
173,0.678178,2.870583,1
174,5.581304,1.231682,1
