k,zx,zy,valid
0,2.691591,2.941074,1
1,-0.430216,-0.707300,1
2,-1.522556,1.104580,1
3,0.147149,0.732143,1
4,-0.100988,1.277647,1
5,1.260124,1.600379,1
6,0.772333,-0.331943,1
7,3.080021,1.730986,1
8,0.300728,-2.364672,1
9,1.031730,0.439716,1
10,-3.398835,-0.104472,1
11,1.767764,0.245651,1
12,-3.105383,1.462105,1
13,-0.034090,0.368577,1
14,0.460847,-4.417236,1
15,-3.651745,0.263387,1
16,-1.113224,1.314626,1
17,0.815975,0.677091,1
18,0.061213,0.375160,1
19,0.319780,0.465091,1
20,2.987279,0.349968,1
21,0.616971,3.234835,1
22,0.795629,2.923831,1
23,0.609883,1.067174,1
24,0.887426,-2.092686,1
25,-1.000686,-1.704896,1
26,-0.092859,-0.734301,1
27,1.159551,3.703168,1
28,-0.323729,2.165532,1
29,2.748300,1.270549,1
30,-1.325141,-0.957705,1
31,-1.026494,0.271405,1
32,3.999741,0.589699,1
33,0.541529,0.006300,1
34,-0.342847,-1.120215,1
35,0.799366,0.131702,1
36,0.138330,0.794527,1
37,0.740534,-0.337804,1
38,3.753198,1.744027,1
39,3.138478,-2.344603,1
40,-2.220424,1.497472,1
41,2.553540,3.853278,1
42,2.892603,2.468976,1
43,-3.743289,-1.592368,1
44,3.007990,0.341063,1
45,1.477532,-0.528715,1
46,-0.130011,-2.450905,1
47,1.841523,1.141697,1
48,4.297390,2.136330,1
49,4.263528,-1.121458,1
50,1.765726,0.689608,1
51,1.623620,-1.208203,1
52,-1.323316,3.970049,1
53,0.029183,0.005709,1
54,0.435989,-0.526055,1
55,0.414638,1.023531,1
56,-2.057722,-2.398683,1
57,-1.302244,0.178583,1
58,0.300880,1.111365,1
59,7.674204,1.002769,1
60,1.299401,-1.891967,1
61,1.781758,0.891200,1
62,2.389006,-1.809996,1
63,-0.867477,6.209025,1
64,-0.593849,0.380275,1
65,1.257264,1.570289,1
66,-2.435433,1.135502,1
67,1.532720,2.436958,1
68,0.732196,-2.097594,1
69,0.759153,2.048931,1
70,-0.891431,0.525238,1
71,1.484008,2.474732,1
72,0.898375,0.704322,1
73,0.405252,-0.246828,1
74,-2.183760,-4.468669,1
75,1.298207,-1.879095,1
76,4.025331,-3.203317,1
77,0.446530,-3.677245,1
78,-1.091674,2.886828,1
79,2.974320,1.607470,1
80,-0.197803,2.898795,1
81,1.973695,-2.305741,1
82,0.511455,-0.457341,1
83,2.324171,-1.368607,1
84,-1.656150,2.699395,1
85,2.877404,-1.624936,1
86,4.934654,1.180062,1
87,0.616161,-0.706722,1
88,3.181566,2.168972,1
89,-0.428351,-0.786429,1
90,1.397633,-0.183515,1
91,1.075889,0.006663,1
92,1.652175,1.280711,1
93,3.322368,-2.959932,1
94,4.249553,2.307682,1
95,5.914117,0.358749,1
96,4.278370,1.768094,1
97,2.873154,-0.644392,1
98,1.644696,2.223951,1
99,-0.993245,0.633958,1
100,2.958784,2.838904,1
101,1.817906,2.396123,1
102,5.492156,-2.196392,1
103,-0.362833,2.413989,1
104,2.769689,0.476461,1
105,6.336869,-0.470163,1
106,2.973021,-1.198875,1
107,6.133763,1.213088,1
