k,x,y,vx,vy
0,2.772574,2.959506,0.022177,0.023673
1,1.953219,0.884157,-0.031844,-0.113115
2,11.298976,-2.405298,1.584156,-0.681473
3,7.935357,-1.297811,0.475158,-0.315286
4,5.996086,-1.273209,-0.542713,-0.299143
5,17.210002,-7.202703,7.902905,-4.756045
6,2.953185,-1.104710,-6.608485,1.478534
7,-7.040107,-3.726195,-19.161978,-1.896336
8,-6.106395,-2.982171,-17.135732,-0.693237
9,-5.545778,-2.924818,-15.517562,-0.565662
10,-5.298319,-2.606111,-14.390044,0.101418
11,-12.508370,-0.139945,-29.768153,5.575618
12,-11.693518,0.136121,-26.400358,5.968596
13,-10.627685,0.186943,-22.383624,5.795838
14,-9.860958,0.493144,-19.203203,6.294178
15,-9.112257,0.468690,-16.159114,5.890176
16,-8.158988,0.370366,-12.675620,5.300354
17,-7.315766,0.477353,-9.661588,5.303046
18,-7.508998,0.583414,-9.661588,5.303046
19,-6.997335,0.399319,-7.743673,4.513574
20,-3.127290,-5.475064,3.064730,-11.503740
21,-2.485608,-5.592277,4.599312,-11.205326
22,-1.813446,-5.430297,6.106876,-10.202094
23,-1.335731,-4.797883,7.013539,-8.069276
24,-1.195460,-4.959269,7.013539,-8.069276
25,-5.611872,2.366333,-4.105369,10.199960
26,-5.223841,1.963678,-2.985247,8.754586
27,0.408235,6.230085,10.256525,18.272918
28,0.922368,5.921513,10.958579,16.741522
29,7.608082,14.051700,25.308805,34.040585
30,7.225723,13.384689,23.382519,31.118593
31,9.361396,17.606904,26.915982,38.744341
32,8.822666,16.817492,24.686063,35.505622
33,8.432894,16.048099,22.897842,32.511049
34,7.989550,15.234487,21.113950,29.613772
35,8.411829,15.826762,21.113950,29.613772
36,8.834108,16.419038,21.113950,29.613772
37,8.490546,15.385667,19.700122,26.612646
38,8.884549,15.917920,19.700122,26.612646
39,9.278551,16.450173,19.700122,26.612646
40,7.751016,19.530119,16.399121,30.989318
41,5.356341,26.743511,11.830593,42.053168
42,5.592953,27.584574,11.830593,42.053168
43,5.394632,25.503526,11.133344,37.368683
44,5.290426,23.306282,10.620787,32.751337
45,5.067996,21.786009,9.953305,29.412283
46,3.959425,13.494886,7.987027,16.060493
47,3.751046,12.662924,7.444422,14.360723
48,3.346522,11.884236,6.644320,12.819684
49,3.339044,11.289740,6.445165,11.612398
50,3.005203,10.759656,5.800487,10.550348
51,2.900460,10.321405,5.498368,9.661783
52,2.821976,9.699884,5.244896,8.565909
53,2.758795,9.180580,5.022622,7.652607
54,2.710240,8.509638,4.828806,6.580825
55,2.675770,8.131557,4.661092,5.928508
56,2.692639,7.615392,4.564911,5.128945
57,2.783937,7.717971,4.564911,5.128945
58,2.567253,7.461801,4.188954,4.691016
59,2.566174,6.703656,4.086962,3.667033
60,2.677087,6.473187,4.121498,3.307385
61,2.755494,5.971229,4.116806,2.644792
62,2.844922,5.902588,4.124958,2.505091
63,6.374037,4.046614,8.030519,0.345206
64,6.346858,3.987426,7.820684,0.271355
65,5.021444,0.611584,6.187504,-3.455273
66,4.943155,0.407528,5.967815,-3.602013
67,4.640220,0.365302,5.514684,-3.570021
68,7.768674,1.240305,8.711302,-2.567658
69,7.630300,1.211577,8.384438,-2.544001
