k,yx,yy,Sx,Sy,NIS,q,r
0,-3.722963,-0.594996,29.004000,29.004000,0.490087,1.000000,4.000000
1,1.752261,-3.769796,7.453455,7.453455,2.318627,1.000000,4.000000
2,2.087061,2.214261,5.862227,5.862227,1.579396,1.000000,4.000000
3,5.209127,2.697175,5.283440,5.283440,6.512756,1.000000,4.000000
4,1.587256,3.269358,4.988342,4.988342,2.647790,1.000000,4.000000
5,-0.374096,-0.856210,4.813035,4.813035,0.181392,1.000000,4.000000
6,2.153465,4.526362,4.699955,4.699955,5.345873,1.000000,4.000000
7,5.423967,-0.945621,4.623583,4.623583,6.556304,1.000000,4.000000
8,-0.517636,-1.358831,4.570779,4.570779,0.462584,1.000000,4.000000
9,0.066148,3.199344,4.534005,4.534005,2.258528,1.000000,4.000000
10,1.842380,0.721375,4.508548,4.508548,0.868294,1.000000,4.000000
11,-2.370511,-2.044927,4.491253,4.491253,2.182253,1.000000,4.000000
12,-1.499183,-0.303013,4.479879,4.479879,0.522194,1.000000,4.000000
13,-2.066560,0.642425,4.472769,4.472769,1.047087,1.000000,4.000000
14,-0.646377,-1.039796,4.468656,4.468656,0.335443,1.000000,4.000000
15,-0.008972,2.847377,4.466553,4.466553,1.815189,1.000000,4.000000
16,0.767253,-1.778062,4.465694,4.465694,0.839776,1.000000,4.000000
17,0.830070,-0.070296,4.465482,4.465482,0.155405,1.000000,4.000000
18,-2.994304,-0.563967,4.465466,4.465466,2.079047,1.000000,4.000000
19,1.060098,0.889353,4.465314,4.465314,0.428807,1.000000,4.000000
20,-3.964275,0.728354,4.464793,4.464793,3.638685,1.000000,4.000000
21,1.764790,-0.047358,4.463751,4.463751,0.698231,1.000000,4.000000
22,1.377804,-3.725092,4.462101,4.462101,3.535253,1.000000,4.000000
23,-0.719212,0.905101,4.459808,4.459808,0.299671,1.000000,4.000000
24,0.802874,0.375442,4.456873,4.456873,0.176259,1.000000,4.000000
25,0.210912,-0.483071,4.453326,4.453326,0.062390,1.000000,4.000000
26,-0.917785,-1.444170,4.449213,4.449213,0.658084,1.000000,4.000000
27,0.901553,2.925337,4.444595,4.444595,2.108268,1.000000,4.000000
28,-0.451525,-0.871316,4.439535,4.439535,0.216929,1.000000,4.000000
29,-2.047796,-0.059653,4.434099,4.434099,0.946534,1.000000,4.000000
30,-0.790614,-3.280649,4.428351,4.428351,2.571551,1.000000,4.000000
31,2.425777,-2.878977,4.422353,4.422353,3.204833,1.000000,4.000000
32,0.625361,-0.348900,4.416161,4.416161,0.116121,1.000000,4.000000
33,-0.455934,1.050329,4.409826,4.409826,0.297306,1.000000,4.000000
34,-0.304681,-0.764820,4.403395,4.403395,0.153922,1.000000,4.000000
35,-0.913910,1.365408,4.396907,4.396907,0.613970,1.000000,4.000000
36,-0.825220,2.553337,4.390396,4.390396,1.640060,1.000000,4.000000
37,1.497161,-1.820670,4.383895,4.383895,1.267442,1.000000,4.000000
38,1.064846,-0.730305,4.377426,4.377426,0.380873,1.000000,4.000000
39,-2.998530,0.806871,4.371013,4.371013,2.205947,1.000000,4.000000
40,2.994457,-0.333476,4.364672,4.364672,2.079876,1.000000,4.000000
41,0.625691,1.163608,4.358419,4.358419,0.400483,1.000000,4.000000
42,0.781176,1.274208,4.352265,4.352265,0.513260,1.000000,4.000000
43,-5.207541,3.308847,4.346218,4.346218,8.758638,1.000000,4.000000
44,3.922815,-2.381662,4.340287,4.340287,4.852396,1.000000,4.000000
45,0.321024,4.466070,4.334477,4.334477,4.625433,1.000000,4.000000
46,-1.046970,-4.331038,4.328792,4.328792,4.586508,1.000000,4.000000
47,1.105496,-1.193814,4.323233,4.323233,0.612345,1.000000,4.000000
48,2.122296,2.899325,4.317803,4.317803,2.990000,1.000000,4.000000
49,-1.839327,-1.502922,4.312502,4.312502,1.308266,1.000000,4.000000
50,1.531939,-0.238258,4.307330,4.307330,0.558026,1.000000,4.000000
51,2.327263,2.269722,4.302286,4.302286,2.456320,1.000000,4.000000
52,1.460349,-3.192563,4.297369,4.297369,2.868052,1.000000,4.000000
53,-1.949511,-1.682128,4.292577,4.292577,1.544561,1.000000,4.000000
54,-1.659017,1.088232,4.287908,4.287908,0.918067,1.000000,4.000000
55,-0.859203,-2.950260,4.283359,4.283359,2.204406,1.000000,4.000000
56,0.630401,-2.907118,4.278929,4.278929,2.067981,1.000000,4.000000
57,-2.738750,-0.439636,4.274613,4.274613,1.799936,1.000000,4.000000
58,2.959560,-3.088890,4.270410,4.270410,4.285358,1.000000,4.000000
59,0.627953,3.009291,4.266317,4.266317,2.215062,1.000000,4.000000
60,3.210474,2.753192,4.262330,4.262330,4.196579,1.000000,4.000000
61,2.684694,-1.535582,4.258448,4.258448,2.246263,1.000000,4.000000
62,-0.035269,-0.602368,4.254666,4.254666,0.085575,1.000000,4.000000
63,0.988325,1.015656,4.250982,4.250982,0.472442,1.000000,4.000000
64,1.408949,3.965878,4.247393,4.247393,4.170399,1.000000,4.000000
65,-1.209709,-3.433286,4.243896,4.243896,3.122331,1.000000,4.000000
66,0.760671,-0.705506,4.240489,4.240489,0.253829,1.000000,4.000000
67,0.121958,0.315516,4.237169,4.237169,0.027005,1.000000,4.000000
68,0.540038,0.203390,4.233932,4.233932,0.078652,1.000000,4.000000
69,-2.154483,-0.387723,4.230777,4.230777,1.132682,1.000000,4.000000
70,-0.497097,-0.430651,4.227701,4.227701,0.102317,1.000000,4.000000
71,0.665717,1.388364,4.224702,4.224702,0.561160,1.000000,4.000000
72,4.227773,2.232329,4.221776,4.221776,5.414157,1.000000,4.000000
73,0.773517,2.440039,4.218922,4.218922,1.553032,1.000000,4.000000
74,0.051018,5.188999,4.216138,4.216138,6.386962,1.000000,4.000000
75,-1.567933,-2.079999,4.213421,4.213421,1.610285,1.000000,4.000000
76,4.508971,-0.480703,4.210770,4.210770,4.883168,1.000000,4.000000
77,-2.750577,1.723966,4.208182,4.208182,2.504105,1.000000,4.000000
78,0.708507,2.672744,4.205655,4.205655,1.817919,1.000000,4.000000
79,-0.770831,-0.631438,4.203187,4.203187,0.236224,1.000000,4.000000
80,-2.279600,-0.526752,4.200778,4.200778,1.303102,1.000000,4.000000
