k,yx,yy,Sx,Sy,NIS,q,r
0,1.500369,-2.788310,29.004000,29.004000,0.345669,1.000000,4.000000
1,-3.313840,3.245401,7.453455,7.453455,2.886469,1.000000,4.000000
2,0.418351,-1.126266,5.862227,5.862227,0.246236,1.000000,4.000000
3,2.415056,2.948299,5.283440,5.283440,2.749148,1.000000,4.000000
4,-0.781723,2.062085,4.988342,4.988342,0.974930,1.000000,4.000000
5,-0.163635,2.695820,4.813035,4.813035,1.515514,1.000000,4.000000
6,2.295768,-0.048834,4.699955,4.699955,1.121912,1.000000,4.000000
7,-0.685696,-1.259109,4.623583,4.623583,0.444576,1.000000,4.000000
8,-3.158586,-0.612548,4.570779,4.570779,2.264795,1.000000,4.000000
9,-2.488023,-0.628185,4.534005,4.534005,1.452331,1.000000,4.000000
10,-1.486753,-3.799123,4.508548,4.508548,3.691604,1.000000,4.000000
11,1.239467,-2.728569,4.491253,4.491253,1.999747,1.000000,4.000000
12,1.877031,2.148680,4.479879,4.479879,1.817030,1.000000,4.000000
13,0.323291,-0.035412,4.472769,4.472769,0.023648,1.000000,4.000000
14,-2.439933,-1.858207,4.468656,4.468656,2.104930,1.000000,4.000000
15,5.791100,-0.829921,4.466553,4.466553,7.662644,1.000000,4.000000
16,0.377944,-0.145235,4.465694,4.465694,0.036710,1.000000,4.000000
17,0.118750,4.196473,4.465482,4.465482,3.946827,1.000000,4.000000
18,-4.765397,-0.024674,4.465466,4.465466,5.085610,1.000000,4.000000
19,2.657401,1.765730,4.465314,4.465314,2.279700,1.000000,4.000000
20,2.288824,0.550836,4.464793,4.464793,1.241297,1.000000,4.000000
21,-1.811182,-0.635396,4.463751,4.463751,0.825339,1.000000,4.000000
22,-1.846927,-0.587703,4.462101,4.462101,0.841875,1.000000,4.000000
23,0.577972,-3.022681,4.459808,4.459808,2.123556,1.000000,4.000000
24,-3.006918,-1.251092,4.456873,4.456873,2.379872,1.000000,4.000000
25,-1.346130,-3.608175,4.453326,4.453326,3.330318,1.000000,4.000000
26,-0.425561,2.769480,4.449213,4.449213,1.764608,1.000000,4.000000
27,4.015838,2.245773,4.444595,4.444595,4.763190,1.000000,4.000000
28,1.264051,-0.136087,4.439535,4.439535,0.364080,1.000000,4.000000
29,1.323138,3.126299,4.434099,4.434099,2.599049,1.000000,4.000000
30,-0.187703,-0.946691,4.428351,4.428351,0.210340,1.000000,4.000000
31,1.175934,2.373815,4.422353,4.422353,1.586898,1.000000,4.000000
32,1.340127,0.756796,4.416161,4.416161,0.536367,1.000000,4.000000
33,-0.465219,1.758083,4.409826,4.409826,0.749981,1.000000,4.000000
34,2.122508,-0.170770,4.403395,4.403395,1.029706,1.000000,4.000000
35,-0.047134,0.459025,4.396907,4.396907,0.048426,1.000000,4.000000
36,0.106145,1.651780,4.390396,4.390396,0.624009,1.000000,4.000000
37,-2.229559,1.774951,4.383895,4.383895,1.852551,1.000000,4.000000
