k,yx,yy,Sx,Sy,NIS,q,r
0,1.507287,0.687197,29.004000,29.004000,0.094613,1.000000,4.000000
1,0.099793,-1.270249,7.453455,7.453455,0.217817,1.000000,4.000000
2,1.434234,0.943117,5.862227,5.862227,0.502624,1.000000,4.000000
3,-0.548686,-5.747982,5.283440,5.283440,6.310349,1.000000,4.000000
4,1.301187,-0.451420,4.988342,4.988342,0.380260,1.000000,4.000000
5,-4.537575,-0.287942,4.813035,4.813035,4.295106,1.000000,4.000000
6,0.305211,-0.335679,4.699955,4.699955,0.043795,1.000000,4.000000
7,-0.321321,1.416021,4.623583,4.623583,0.456002,1.000000,4.000000
8,-4.167399,-1.741860,4.570779,4.570779,4.463415,1.000000,4.000000
9,2.271301,1.932202,4.534005,4.534005,1.961226,1.000000,4.000000
10,3.476194,1.230734,4.508548,4.508548,3.016189,1.000000,4.000000
11,-1.295338,1.085958,4.491253,4.491253,0.636171,1.000000,4.000000
12,-3.958308,-1.338870,4.479879,4.479879,3.897600,1.000000,4.000000
13,0.517295,-3.164224,4.472769,4.472769,2.298332,1.000000,4.000000
14,1.432020,-0.147985,4.468656,4.468656,0.463804,1.000000,4.000000
15,-1.633798,0.641245,4.466553,4.466553,0.689679,1.000000,4.000000
16,-0.742589,2.619325,4.465694,4.465694,1.659833,1.000000,4.000000
17,0.611287,1.826448,4.465482,4.465482,0.830724,1.000000,4.000000
18,0.682238,1.854408,4.465466,4.465466,0.874327,1.000000,4.000000
19,-1.359981,-2.452266,4.465314,4.465314,1.760941,1.000000,4.000000
20,0.419506,1.620317,4.464793,4.464793,0.627445,1.000000,4.000000
21,-0.659492,2.464364,4.463751,4.463751,1.457971,1.000000,4.000000
22,0.275608,-1.239843,4.462101,4.462101,0.361527,1.000000,4.000000
23,-2.163370,1.133350,4.459808,4.459808,1.337424,1.000000,4.000000
24,-1.467300,2.072894,4.456873,4.456873,1.447171,1.000000,4.000000
25,3.001754,-2.684256,4.453326,4.453326,3.641269,1.000000,4.000000
26,1.304629,2.274892,4.449213,4.449213,1.545709,1.000000,4.000000
27,1.286505,-1.705503,4.444595,4.444595,1.026828,1.000000,4.000000
28,2.209166,-0.537379,4.439535,4.439535,1.164354,1.000000,4.000000
29,1.087233,-0.501710,4.434099,4.434099,0.323355,1.000000,4.000000
30,-2.500508,2.191583,4.428351,4.428351,2.496545,1.000000,4.000000
31,3.507521,1.823120,4.422353,4.422353,3.533520,1.000000,4.000000
32,1.209707,-0.374777,4.416161,4.416161,0.363177,1.000000,4.000000
33,2.009606,-1.632501,4.409826,4.409826,1.520146,1.000000,4.000000
34,-1.652489,0.859688,4.403395,4.403395,0.787979,1.000000,4.000000
35,0.036903,-1.578317,4.396907,4.396907,0.566863,1.000000,4.000000
36,0.855383,-2.452439,4.390396,4.390396,1.536567,1.000000,4.000000
37,1.692016,0.658432,4.383895,4.383895,0.751946,1.000000,4.000000
38,-5.733405,0.758480,4.377426,4.377426,7.640842,1.000000,4.000000
39,-2.051961,1.382973,4.371013,4.371013,1.400855,1.000000,4.000000
40,-0.231516,-2.398216,4.364672,4.364672,1.330006,1.000000,4.000000
41,-1.226744,-0.097019,4.358419,4.358419,0.347445,1.000000,4.000000
42,1.464056,1.456350,4.352265,4.352265,0.979815,1.000000,4.000000
43,-1.569959,0.618762,4.346218,4.346218,0.655199,1.000000,4.000000
44,0.419168,-4.140554,4.340287,4.340287,3.990494,1.000000,4.000000
45,-0.301574,-4.050964,4.334477,4.334477,3.806976,1.000000,4.000000
46,-0.256014,0.655468,4.328792,4.328792,0.114393,1.000000,4.000000
47,1.049190,-1.085321,4.323233,4.323233,0.527087,1.000000,4.000000
48,-0.195998,1.926784,4.317803,4.317803,0.868709,1.000000,4.000000
49,1.681360,1.267506,4.312502,4.312502,1.028068,1.000000,4.000000
50,-0.186730,-1.526501,4.307330,4.307330,0.549081,1.000000,4.000000
51,2.717534,2.955236,4.302286,4.302286,3.746475,1.000000,4.000000
52,-0.625594,1.710026,4.297369,4.297369,0.771532,1.000000,4.000000
53,4.851053,-1.208977,4.292577,4.292577,5.822689,1.000000,4.000000
54,-2.719537,1.818997,4.287908,4.287908,2.496470,1.000000,4.000000
55,-2.073570,1.672790,4.283359,4.283359,1.657091,1.000000,4.000000
56,0.974110,1.161422,4.278929,4.278929,0.537001,1.000000,4.000000
57,1.304274,1.111838,4.274613,4.274613,0.687153,1.000000,4.000000
58,0.595484,2.018354,4.270410,4.270410,1.036986,1.000000,4.000000
59,-0.352209,1.097629,4.266317,4.266317,0.311472,1.000000,4.000000
60,0.658124,1.227064,4.262330,4.262330,0.454872,1.000000,4.000000
61,0.891716,-0.056752,4.258448,4.258448,0.187481,1.000000,4.000000
62,-0.731026,-3.027734,4.254666,4.254666,2.280219,1.000000,4.000000
63,1.055563,-4.271521,4.250982,4.250982,4.554266,1.000000,4.000000
64,-2.289568,2.409244,4.247393,4.247393,2.600791,1.000000,4.000000
65,1.760649,-3.615828,4.243896,4.243896,3.811144,1.000000,4.000000
66,1.951697,-1.525640,4.240489,4.240489,1.447168,1.000000,4.000000
67,1.243211,1.487055,4.237169,4.237169,0.886655,1.000000,4.000000
68,-1.442390,2.890694,4.233932,4.233932,2.464990,1.000000,4.000000
69,0.633874,1.968087,4.230777,4.230777,1.010491,1.000000,4.000000
70,-1.358751,1.859989,4.227701,4.227701,1.255000,1.000000,4.000000
71,1.470050,1.489788,4.224702,4.224702,1.036881,1.000000,4.000000
72,-2.402328,0.917954,4.221776,4.221776,1.566596,1.000000,4.000000
73,0.684105,1.052703,4.218922,4.218922,0.373598,1.000000,4.000000
74,-1.717959,0.536308,4.216138,4.216138,0.768241,1.000000,4.000000
75,0.992843,-2.615032,4.213421,4.213421,1.856954,1.000000,4.000000
76,-0.926309,-1.275553,4.210770,4.210770,0.590173,1.000000,4.000000
77,1.235631,-2.106473,4.208182,4.208182,1.417242,1.000000,4.000000
78,2.128524,-1.226030,4.205655,4.205655,1.434678,1.000000,4.000000
79,-1.210844,0.202231,4.203187,4.203187,0.358547,1.000000,4.000000
80,3.726716,-3.072015,4.200778,4.200778,5.552708,1.000000,4.000000
81,1.444081,-1.736783,4.198424,4.198424,1.215167,1.000000,4.000000
82,-4.242579,0.338375,4.196124,4.196124,4.316835,1.000000,4.000000
83,-3.409222,-4.639053,4.193876,4.193876,7.902857,1.000000,4.000000
84,0.895464,2.645870,4.191680,4.191680,1.861422,1.000000,4.000000
85,1.886084,-1.687194,4.189533,4.189533,1.528556,1.000000,4.000000
86,0.074669,-0.305029,4.187434,4.187434,0.023551,1.000000,4.000000
87,1.124513,0.282413,4.185382,4.185382,0.321186,1.000000,4.000000
88,6.375637,-3.444242,4.183374,4.183374,12.552439,1.000000,4.000000
89,2.137314,-1.092696,4.181411,4.181411,1.378027,1.000000,4.000000
90,-0.756499,-1.068826,4.179490,4.179490,0.410261,1.000000,4.000000
91,0.690426,1.587635,4.177611,4.177611,0.717461,1.000000,4.000000
92,-3.146149,-1.175486,4.175772,4.175772,2.701301,1.000000,4.000000
93,0.747242,1.851732,4.173972,4.173972,0.955273,1.000000,4.000000
94,-1.423662,-1.860812,4.172210,4.172210,1.315714,1.000000,4.000000
95,-0.096338,-0.379474,4.170485,4.170485,0.036754,1.000000,4.000000
96,-0.683750,-1.738098,4.168796,4.168796,0.836812,1.000000,4.000000
97,-1.773079,-0.457321,4.167142,4.167142,0.804617,1.000000,4.000000
98,1.605388,1.571897,4.165521,4.165521,1.211884,1.000000,4.000000
99,-0.426597,0.365555,4.163934,4.163934,0.075797,1.000000,4.000000
100,-0.312275,-1.205361,4.162379,4.162379,0.372482,1.000000,4.000000
101,2.829092,0.893901,4.160856,4.160856,2.115628,1.000000,4.000000
102,-1.415870,1.847925,4.159363,4.159363,1.302968,1.000000,4.000000
103,0.511043,-0.420667,4.157899,4.157899,0.105372,1.000000,4.000000
104,0.647217,-3.428575,4.156465,4.156465,2.928934,1.000000,4.000000
105,0.016796,4.679141,4.155059,4.155059,5.269393,1.000000,4.000000
106,1.411021,0.917920,4.153680,4.153680,0.682180,1.000000,4.000000
107,-1.921142,0.758545,4.152328,4.152328,1.027418,1.000000,4.000000
108,-1.434053,0.129920,4.151003,4.151003,0.499491,1.000000,4.000000
109,2.261805,-0.754777,4.149703,4.149703,1.370086,1.000000,4.000000
110,-0.312905,1.896524,4.148427,4.148427,0.890630,1.000000,4.000000
111,-1.184195,1.986803,4.147176,4.147176,1.289963,1.000000,4.000000
112,-1.405591,-0.118737,4.145949,4.145949,0.479935,1.000000,4.000000
113,3.618323,-1.126466,4.144745,4.144745,3.464915,1.000000,4.000000
114,-1.892696,1.456170,4.143563,4.143563,1.376287,1.000000,4.000000
115,2.172252,-3.872472,4.142403,4.142403,4.759248,1.000000,4.000000
116,2.374092,-1.752025,4.141265,4.141265,2.102233,1.000000,4.000000
117,0.185781,-1.377759,4.140148,4.140148,0.466828,1.000000,4.000000
118,2.994533,2.364742,4.139052,4.139052,3.517529,1.000000,4.000000
119,-1.063444,0.603399,4.137975,4.137975,0.361289,1.000000,4.000000
120,0.875607,-2.347494,4.136918,4.136918,1.517414,1.000000,4.000000
