k,yx,yy,Sx,Sy,NIS,q,r
0,1.321718,-2.401557,29.004000,29.004000,0.259082,1.000000,4.000000
1,0.516631,3.827921,7.453455,7.453455,2.001741,1.000000,4.000000
2,-2.485516,-0.533330,5.862227,5.862227,1.102351,1.000000,4.000000
3,-2.568172,4.739490,5.283440,5.283440,5.499878,1.000000,4.000000
4,-0.876725,0.601937,4.988342,4.988342,0.226724,1.000000,4.000000
5,3.365819,-1.808573,4.813035,4.813035,3.033361,1.000000,4.000000
6,1.918472,-2.651731,4.699955,4.699955,2.279216,1.000000,4.000000
7,-2.265011,-1.233833,4.623583,4.623583,1.438844,1.000000,4.000000
8,1.641463,1.963990,4.570779,4.570779,1.433378,1.000000,4.000000
9,-0.938906,-0.155940,4.534005,4.534005,0.199793,1.000000,4.000000
10,-1.401851,-0.211075,4.508548,4.508548,0.445762,1.000000,4.000000
11,2.805809,-2.729164,4.491253,4.491253,3.411276,1.000000,4.000000
12,-1.149699,2.742909,4.479879,4.479879,1.974464,1.000000,4.000000
13,-0.134949,0.623662,4.472769,4.472769,0.091032,1.000000,4.000000
14,-1.617257,-0.037943,4.468656,4.468656,0.585626,1.000000,4.000000
15,2.990428,-1.975059,4.466553,4.466553,2.875488,1.000000,4.000000
16,-2.437506,2.383029,4.465694,4.465694,2.602118,1.000000,4.000000
17,3.590939,-0.284449,4.465482,4.465482,2.905790,1.000000,4.000000
18,-3.113061,-0.362299,4.465466,4.465466,2.199638,1.000000,4.000000
19,3.319105,-1.344000,4.465314,4.465314,2.871643,1.000000,4.000000
20,-0.031349,2.396694,4.464793,4.464793,1.286762,1.000000,4.000000
21,1.205942,-1.030806,4.463751,4.463751,0.563844,1.000000,4.000000
22,0.774719,-0.603164,4.462101,4.462101,0.216041,1.000000,4.000000
23,2.556880,-0.601111,4.459808,4.459808,1.546921,1.000000,4.000000
24,-2.669119,0.343917,4.456873,4.456873,1.625012,1.000000,4.000000
25,1.587900,0.405361,4.453326,4.453326,0.603087,1.000000,4.000000
26,-1.739878,1.868743,4.449213,4.449213,1.465287,1.000000,4.000000
27,3.177747,-1.258942,4.444595,4.444595,2.628588,1.000000,4.000000
28,-1.778291,-2.486711,4.439535,4.439535,2.105187,1.000000,4.000000
29,-0.708573,-1.014209,4.434099,4.434099,0.345210,1.000000,4.000000
30,-2.663659,5.896093,4.428351,4.428351,9.452501,1.000000,4.000000
31,-2.323722,-0.349586,4.422353,4.422353,1.248633,1.000000,4.000000
32,2.197299,-0.171805,4.416161,4.416161,1.099969,1.000000,4.000000
33,1.240473,-0.509117,4.409826,4.409826,0.407720,1.000000,4.000000
34,0.486313,3.877591,4.403395,4.403395,3.468281,1.000000,4.000000
35,-0.746362,4.343296,4.396907,4.396907,4.417031,1.000000,4.000000
36,0.016632,0.743950,4.390396,4.390396,0.126125,1.000000,4.000000
37,-0.467071,-1.194049,4.383895,4.383895,0.374988,1.000000,4.000000
38,3.002777,-0.488122,4.377426,4.377426,2.114241,1.000000,4.000000
39,-0.427336,-3.766142,4.371013,4.371013,3.286752,1.000000,4.000000
40,-3.732066,1.167941,4.364672,4.364672,3.503676,1.000000,4.000000
41,0.297581,-0.606183,4.358419,4.358419,0.104628,1.000000,4.000000
42,-0.555321,-1.263410,4.352265,4.352265,0.437608,1.000000,4.000000
