k,x,y,vx,vy
0,0.450957,-2.019973,0.003607,-0.016158
1,-0.227912,-1.139449,-0.041132,0.041886
2,-0.272781,-1.163241,-0.048748,0.037628
3,-0.158411,-0.778530,-0.011073,0.163039
4,-0.208490,-0.494862,-0.037114,0.309500
5,-0.532880,-0.353172,-0.280630,0.411451
6,-0.367647,0.514671,-0.108640,1.276821
7,-0.011402,-0.200513,0.347637,0.333862
8,0.471558,-0.482320,1.080015,-0.109996
9,0.404840,-0.405752,0.921807,0.031103
10,0.228530,-0.279764,0.528161,0.284510
11,-0.057756,-0.224144,-0.131304,0.395432
12,-0.206191,-0.157876,-0.479517,0.534802
13,0.008562,-0.268865,0.085864,0.228135
14,0.288603,-0.079208,0.814773,0.712884
15,0.494064,-0.146037,1.323120,0.494978
16,0.568763,0.093446,1.454761,1.121522
17,0.681444,0.262994,1.684468,1.525830
18,0.589197,0.442760,1.338306,1.936072
19,0.483948,0.655170,0.977345,2.410978
20,0.500622,0.652469,0.969566,2.273083
21,0.464719,0.634778,0.821774,2.104286
22,0.590416,0.770699,1.109236,2.351162
23,0.555755,0.618834,0.962332,1.837185
24,0.514469,0.441763,0.808928,1.295329
25,0.179918,0.557593,-0.061616,1.518527
26,0.318652,0.857348,0.278331,2.172804
27,0.124702,0.648556,-0.195526,1.573707
28,0.238740,0.562126,0.078280,1.300004
29,-0.060352,0.513189,-0.603706,1.130022
30,0.026344,0.428089,-0.384825,0.891351
31,-0.020692,0.596870,-0.469992,1.218154
32,-0.061009,0.696966,-0.535382,1.378331
33,0.111929,0.571795,-0.155883,1.062703
34,0.189913,0.506234,0.007889,0.887393
35,0.235006,0.522335,0.096577,0.884143
36,0.164012,0.510519,-0.044133,0.827225
37,0.194022,0.632615,0.014155,1.026378
38,0.253983,0.299282,0.124293,0.373314
39,0.324888,0.177319,0.247839,0.139602
40,0.250055,0.162161,0.106828,0.107878
41,0.572064,-0.160303,0.660271,-0.453781
42,0.476503,-0.065268,0.475974,-0.277374
43,0.642313,-0.014068,0.735404,-0.183177
44,0.783591,0.018463,0.941287,-0.124301
45,0.958393,-0.169219,1.189992,-0.419600
46,0.936144,-0.225602,1.117995,-0.494633
47,1.092828,0.137396,1.323995,0.077233
48,1.313898,0.144946,1.616799,0.086269
49,1.398433,0.040289,1.693888,-0.070841
50,1.476287,0.022639,1.757649,-0.094377
51,1.591470,-0.097146,1.871601,-0.262247
52,1.429637,-0.019278,1.592888,-0.145997
53,1.323110,-0.199544,1.402694,-0.389737
54,1.363197,-0.079157,1.418950,-0.216583
55,1.396461,-0.088908,1.425438,-0.223780
56,1.523923,-0.166862,1.554675,-0.319747
57,1.507018,-0.199337,1.493011,-0.353252
58,1.553800,-0.271842,1.514401,-0.435973
59,1.659654,-0.372194,1.608409,-0.549968
60,1.872265,-0.274991,1.829389,-0.417459
61,1.839024,-0.057260,1.745185,-0.144841
62,1.806601,-0.129863,1.665229,-0.227625
63,1.879913,-0.203083,1.712033,-0.307959
64,1.971417,-0.227629,1.778042,-0.329154
65,2.116748,0.013122,1.902748,-0.048166
66,2.161805,0.185259,1.910590,0.145685
67,2.232649,0.299798,1.946621,0.268936
68,2.391048,0.439763,2.076705,0.415485
69,2.217837,0.561037,1.846063,0.536812
70,2.219189,0.335196,1.808374,0.286135
71,2.275854,0.446595,1.829805,0.396626
72,2.373019,0.444459,1.892306,0.386236
73,2.336798,0.284496,1.816861,0.215426
74,2.434439,0.333918,1.878513,0.260797
75,2.397112,0.420867,1.804132,0.341966
76,2.637718,0.519363,2.004739,0.431867
77,2.508325,0.424701,1.840520,0.331780
78,2.557853,0.401474,1.852694,0.303192
79,2.627651,0.378716,1.883668,0.275928
80,2.668610,0.210772,1.886740,0.113755
81,2.688702,0.276382,1.870435,0.172286
82,2.606858,0.465258,1.761479,0.341707
83,2.591909,0.584171,1.716146,0.442962
84,2.626567,0.587513,1.716446,0.438033
85,2.508194,0.618229,1.581500,0.457435
86,2.490903,0.444083,1.538733,0.297196
87,2.598459,0.332206,1.605145,0.195287
88,2.499719,0.390061,1.493157,0.241462
89,2.546778,0.372255,1.507722,0.222289
90,2.486982,0.503791,1.432304,0.328847
91,2.491785,0.629488,1.412514,0.427719
92,2.624827,0.645889,1.498632,0.434168
93,2.629076,0.712825,1.477699,0.481572
94,2.831882,0.631174,1.617327,0.408006
95,2.763342,0.513669,1.536793,0.307692
96,2.741594,0.490032,1.495291,0.284134
97,2.611532,0.577808,1.369963,0.348450
98,2.555743,0.628994,1.305384,0.382776
99,2.569011,0.656576,1.295506,0.398105
100,2.544859,0.713098,1.257336,0.435131
101,2.471142,0.813362,1.182616,0.504332
102,2.632323,0.709064,1.285660,0.418629
103,2.720536,0.610530,1.332089,0.339210
104,2.774839,0.649556,1.352465,0.362961
105,2.708183,0.736619,1.284012,0.421259
106,2.649209,0.702250,1.222676,0.390253
107,2.721532,0.765355,1.257080,0.429997
108,2.672060,0.772092,1.203881,0.428669
109,2.675594,0.848173,1.189349,0.476424
110,2.668854,0.920163,1.167920,0.520268
111,2.580872,0.906425,1.090362,0.503450
112,2.520806,1.016461,1.033758,0.572563
113,2.573135,1.134109,1.055481,0.645439
114,2.569563,1.181416,1.038667,0.668872
115,2.525287,1.293905,0.994672,0.735904
116,2.539196,1.247957,0.990653,0.695165
117,2.560775,1.298274,0.991831,0.719447
118,2.415257,1.238801,0.882323,0.670531
119,2.425439,1.237729,0.877413,0.661005
120,2.415118,1.228751,0.859204,0.646502
121,2.542437,1.288598,0.930690,0.676954
122,2.651395,1.289677,0.988951,0.668919
123,2.652936,1.317823,0.977265,0.678382
124,2.662503,1.408056,0.970911,0.727198
125,2.625483,1.345118,0.935197,0.678167
126,2.488943,1.344323,0.837556,0.669136
127,2.476314,1.331642,0.819188,0.652841
128,2.493318,1.268069,0.819573,0.605216
129,2.443745,1.256138,0.778814,0.590365
130,2.490776,1.197245,0.798139,0.546929
131,2.448767,1.235066,0.762723,0.563352
132,2.397596,1.189012,0.722367,0.528527
133,2.391715,1.138271,0.710083,0.491479
134,2.390093,1.116226,0.700573,0.472322
