k,zx,zy,valid
0,5.560672,5.462695,1
1,3.258580,-6.804334,1
2,0.837544,3.141499,1
3,-0.271719,9.060668,1
4,0.266438,2.891905,1
5,15.482922,11.841279,1
6,7.141813,2.587294,1
7,-0.284174,-4.875996,1
8,10.558410,9.068472,1
9,-2.053388,-6.302765,1
10,10.469416,-10.440223,1
11,-9.739388,-7.869775,1
12,7.665827,6.019761,1
13,9.337033,5.273955,1
14,-9.205216,5.679756,1
15,-0.138277,-3.728092,1
16,6.006465,10.952430,1
17,-0.764477,-7.414459,1
18,-5.415909,0.292210,1
19,-2.280599,-3.448553,1
20,2.954720,-1.559756,1
21,-6.315242,-3.240601,1
22,8.050796,8.050171,1
23,12.586174,-7.073896,1
24,-3.652781,1.231064,1
25,1.043567,-4.730965,1
26,-13.847727,5.556657,1
27,-7.064668,-7.052576,1
28,-7.683185,11.152004,1
29,6.400124,11.045727,1
30,4.738628,9.278127,1
31,6.246608,2.637097,1
32,-0.205639,-1.936866,1
33,1.751380,4.004981,1
34,8.101680,8.250329,1
35,1.624895,9.421880,1
36,-0.315553,11.522224,1
37,0.819403,-0.223711,1
38,-1.038163,9.015636,1
39,7.791884,-2.913553,1
40,5.657608,1.139609,1
41,-7.071211,13.072656,1
42,5.223540,3.484497,1
43,-0.063662,-0.617421,1
44,7.246657,0.766891,1
45,-7.147013,-2.832630,1
46,-1.779560,14.827723,1
47,-1.438740,0.916776,1
48,-8.517088,-5.945902,1
49,7.335471,16.208491,1
50,3.437776,2.670812,1
51,7.432261,0.635298,1
52,-2.252145,8.265525,1
53,3.466494,-1.345295,1
54,-4.013458,3.384088,1
55,11.537259,-2.663656,1
56,-4.391912,-3.706781,1
57,6.556751,5.823902,1
58,-0.369340,-6.791392,1
59,-8.243847,9.956552,1
60,0.943079,4.712314,1
61,16.317540,12.812221,1
62,1.767430,-3.573034,1
63,10.875975,-2.626838,1
64,2.347250,7.021901,1
65,3.505797,7.187363,1
66,3.567020,2.085912,1
67,-12.012169,1.886143,1
68,4.137231,7.027020,1
69,7.401407,5.234935,1
70,7.171963,5.905363,1
71,1.558095,6.541470,1
72,-1.526145,-6.762474,1
73,-3.379915,2.390816,1
74,-6.670877,10.169493,1
75,11.001565,-0.948278,1
76,-2.333954,-3.346655,1
77,3.237736,12.099005,1
78,4.822436,3.527740,1
79,-4.963887,-0.199449,1
80,2.880665,-5.532684,1
81,-4.815947,-3.296898,1
82,2.558845,-2.082117,1
83,0.935815,-2.766617,1
84,12.302232,0.821231,1
85,5.360392,3.159141,1
86,11.685507,-3.192473,1
87,3.730909,11.376432,1
88,6.098807,-3.999853,1
89,-1.568240,7.865334,1
90,-2.733175,-2.542221,1
91,-2.592272,1.545030,1
92,0.490149,-0.711788,1
93,5.306471,-1.021917,1
94,7.005073,6.880692,1
95,-10.114268,2.919084,1
96,8.193414,-2.944363,1
97,0.218172,-0.630050,1
98,5.422992,-0.000469,1
99,10.851555,8.263634,1
100,7.472949,-6.588541,1
101,-14.325120,-3.450413,1
102,5.212151,-1.896595,1
103,-4.160398,-0.497069,1
104,13.359350,-7.114420,1
105,4.571373,11.511106,1
106,-1.390519,11.041854,1
107,3.993665,-1.833429,1
108,-6.538636,4.596897,1
109,4.849529,-4.702908,1
110,10.693541,5.089593,1
111,6.240327,-8.742152,1
112,2.952770,6.623429,1
113,2.460129,5.837594,1
114,4.687121,2.577631,1
115,-1.549833,-1.804140,1
116,-4.103277,-5.988895,1
117,-7.169973,4.225505,1
118,1.498378,-6.565914,1
119,-2.319636,8.088786,1
120,-7.451941,-0.369683,1
121,6.406180,2.459640,1
122,-4.301221,2.332674,1
123,9.130921,10.120855,1
124,2.651982,0.995550,1
125,-4.465820,1.704046,1
126,9.253907,-1.006182,1
127,6.209239,-2.700032,1
128,4.810901,-0.433744,1
129,1.245072,2.382279,1
130,3.403990,-15.662377,1
131,-3.045718,-8.338777,1
132,4.675933,-0.551425,1
133,-10.128323,15.421148,1
134,4.180527,-1.925253,1
135,2.629168,2.267001,1
136,-8.490253,-10.543682,1
137,7.699479,11.087915,1
138,1.509203,12.617345,1
139,-2.489748,3.676130,1
140,-6.266237,13.725677,1
141,0.969848,4.293979,1
142,7.304350,-1.221920,1
143,4.206825,5.492063,1
144,-1.513018,4.995187,1
145,8.527167,8.741079,1
146,8.674231,5.380529,1
147,-3.524622,5.691634,1
148,-1.869910,7.400172,1
149,-3.297805,3.704016,1
150,1.501719,2.597778,1
151,3.223018,3.498979,1
152,-1.836336,7.847292,1
153,-2.809449,7.384634,1
154,2.172925,-3.239722,1
155,-4.519478,4.282329,1
156,0.228752,3.659438,1
157,0.622352,-7.249901,1
158,4.791609,7.558975,1
159,10.094235,7.919943,1
160,-5.650568,4.027892,1
161,8.800322,8.771986,1
162,3.485853,-1.258685,1
163,-0.147337,-1.614365,1
164,9.317673,3.532583,1
165,-6.544750,-10.175808,1
166,5.095053,5.726937,1
167,2.911554,0.750272,1
168,3.188823,0.035218,1
169,5.008955,11.037642,1
170,-10.799814,0.832107,1
171,5.957650,-22.686214,1
172,6.790635,5.013723,1
173,0.408413,2.927235,1
174,1.158716,0.089268,1
175,15.863417,1.017187,1
176,7.261544,0.678479,1
177,2.017199,1.483077,1
178,14.436487,-5.668721,1
179,2.001206,0.798496,1
180,3.593107,6.565277,1
181,16.197245,-3.036509,1
182,-5.001982,15.969853,1
183,0.021698,4.147858,1
184,5.559935,-1.020489,1
185,-3.199068,1.580340,1
186,3.335214,6.336996,1
187,5.570324,-4.691391,1
188,-2.693258,9.901621,1
189,0.996942,-2.194697,1
190,7.617369,-0.584403,1
191,3.161125,-0.764004,1
192,2.955339,2.942032,1
193,6.022704,-4.541612,1
194,-7.737244,-3.840220,1
195,13.753963,-10.877556,1
196,4.350261,-0.923710,1
197,8.213049,4.975858,1
198,-2.795012,-11.964705,1
199,1.973233,-8.003677,1
200,11.500380,-1.776938,1
201,9.137597,-13.757224,1
202,-3.386533,-1.895887,1
203,7.675263,-3.808347,1
204,16.562226,-3.031254,1
205,-1.220623,-4.003784,1
206,-4.229742,6.836677,1
207,-3.975155,2.224664,1
208,7.953265,5.422711,1
209,11.730973,-0.650407,1
210,6.034996,3.974366,1
211,5.869167,10.215350,1
212,17.236042,2.820208,1
213,16.047534,7.449884,1
214,8.311987,-0.185680,1
215,10.179312,-3.962278,1
216,5.011185,3.078871,1
217,5.778016,-6.050688,1
218,9.156906,-4.405982,1
219,19.843311,-7.088423,1
220,6.864015,5.706369,1
221,-2.094262,1.328797,1
222,4.197131,-3.409715,1
223,-0.462347,-7.564990,1
224,12.204770,10.681903,1
225,-2.137417,-5.455576,1
226,11.793711,-1.083766,1
227,3.365695,3.701432,1
228,-1.109693,4.392373,1
229,7.780875,5.168246,1
230,10.960665,-4.780785,1
231,4.557021,0.700294,1
232,-7.691935,4.926993,1
233,4.677368,0.925008,1
234,4.644582,-7.454925,1
235,7.123776,13.767052,1
236,9.308361,-1.165318,1
237,6.969881,7.040392,1
238,5.765498,2.630182,1
239,10.469378,3.302905,1
240,9.881978,12.565373,1
241,1.496649,2.516209,1
242,17.583365,1.617016,1
243,4.511470,10.751488,1
244,-7.578531,-1.951261,1
245,4.074173,0.370355,1
246,4.318265,-0.019364,1
247,-1.094571,0.260930,1
248,5.133258,4.518934,1
249,0.754408,-0.334258,1
250,0.594006,-0.051852,1
251,-8.274618,0.373031,1
252,-0.890675,6.677773,1
253,5.793475,0.506791,1
254,0.413361,-2.812483,1
255,9.392156,7.657835,1
256,16.881393,7.557342,1
257,8.898491,-1.569649,1
258,-4.041252,15.033425,1
259,6.401121,-1.933068,1
260,12.112950,4.165904,1
